Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Calculated Load (g/rev),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.6.0-27787][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
0.000,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.20,69.8,14.05,1.90,3435,0.53,9.0,0.00,0
0.014,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.20,69.8,14.16,1.90,3444,0.56,9.0,0.00,0
0.112,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.18,69.8,14.16,1.92,3404,0.70,9.0,0.00,0
0.217,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.17,69.8,14.16,1.92,3387,0.64,9.0,0.00,0
0.321,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.18,69.8,14.05,1.90,3406,0.67,9.0,0.00,0
0.402,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.15,69.8,13.76,1.90,3358,0.59,8.6,0.00,0
0.509,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.13,69.8,13.76,1.88,3333,0.64,8.6,0.00,0
0.598,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.15,69.8,13.70,1.88,3364,0.67,8.6,0.00,0
0.712,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.12,69.8,13.70,1.88,3310,0.63,8.6,0.00,0
0.805,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.13,69.8,13.59,1.88,3324,0.65,8.6,0.00,0
0.903,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.10,69.8,13.70,1.88,3281,0.77,8.6,0.00,0
0.998,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.10,69.8,13.42,1.88,3274,0.76,8.6,0.00,0
1.124,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.08,69.8,13.25,1.88,3252,0.72,8.6,0.00,0
1.223,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.09,69.8,13.36,1.88,3262,0.68,8.6,0.00,0
1.324,0.00,-0.78,1.75,20.33,0.00,0.24,1.000,0.00,-3.85,24.00,2.07,69.8,13.25,1.86,3241,0.75,8.6,0.00,0
1.416,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.04,69.8,13.20,1.86,3190,0.77,8.6,0.00,0
1.533,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,2.04,69.8,12.93,1.86,3189,0.73,8.2,0.00,0
1.596,0.00,-0.78,1.75,20.33,0.00,0.24,1.000,0.00,-3.85,24.00,2.03,69.8,12.83,1.86,3178,0.81,8.2,0.00,0
1.710,0.00,-0.78,1.75,20.33,0.00,0.24,1.000,0.00,-3.85,24.00,2.01,69.8,12.83,1.86,3140,0.91,8.2,0.00,0
1.821,0.00,-0.78,1.75,20.33,0.00,0.24,1.000,0.00,-3.85,24.00,2.00,69.8,12.72,1.84,3125,0.84,8.2,0.00,0
1.900,0.00,-0.78,1.75,20.33,0.00,0.24,1.000,0.00,-3.85,24.00,2.00,69.8,12.77,1.86,3132,1.02,8.2,0.00,0
2.117,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.98,69.8,12.83,1.84,3094,1.14,8.2,0.00,0
2.232,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.95,69.8,12.72,1.84,3050,1.16,8.2,0.00,0
2.334,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.94,69.8,12.46,1.84,3037,1.10,8.2,0.00,0
2.463,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.93,69.8,12.46,1.84,3016,1.26,7.8,0.00,0
2.512,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.92,69.8,12.40,1.84,3002,1.31,7.8,0.00,0
2.601,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.91,69.8,12.35,1.84,2988,1.43,7.8,0.00,0
2.724,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.90,71.6,12.46,1.84,2974,1.49,7.8,0.00,0
2.808,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,-3.85,24.00,1.90,71.6,12.24,1.84,2966,1.45,7.8,0.00,0
2.914,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.88,71.6,12.24,1.82,2934,1.47,7.8,0.00,0
3.010,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.89,71.6,12.14,1.82,2949,1.78,7.8,0.00,0
3.099,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.88,71.6,12.14,1.82,2942,1.79,7.8,0.00,0
3.198,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.87,71.6,12.19,1.82,2920,1.77,7.8,0.00,0
3.296,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.86,71.6,12.09,1.82,2903,1.87,7.8,0.00,0
3.401,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.84,71.6,11.98,1.82,2869,1.89,7.8,0.00,0
3.498,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.83,71.6,11.87,1.82,2856,2.12,7.8,0.00,0
3.600,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.84,71.6,11.87,1.80,2868,2.15,7.8,0.00,0
3.698,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.82,71.6,11.93,1.82,2848,2.25,7.8,0.00,0
3.797,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.80,71.6,11.77,1.80,2814,2.30,7.8,0.00,0
3.903,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,26.00,4.78,71.6,11.98,1.82,2798,2.37,7.8,11.37,0
3.999,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,32.00,4.86,71.6,12.19,1.86,2848,2.40,9.0,12.55,0
4.096,0.00,-0.78,1.62,20.33,0.00,0.27,1.000,0.00,0.00,38.50,5.38,71.6,14.05,1.98,2803,2.41,10.6,12.94,0
4.200,0.00,-0.78,1.38,20.33,0.01,0.32,1.000,0.00,0.00,30.50,7.86,71.6,23.81,2.26,2833,2.79,15.3,18.04,0
4.301,0.00,-0.78,1.12,20.33,0.06,0.45,1.000,0.00,0.00,46.00,9.54,71.6,28.57,2.34,2794,3.75,16.5,18.04,0
4.403,0.00,-0.78,0.75,20.33,0.88,0.57,1.000,0.00,0.00,45.50,9.69,71.6,29.12,2.38,2838,3.12,17.3,18.04,0
4.500,0.00,-0.78,0.50,18.03,0.90,0.62,1.000,0.00,0.00,45.00,10.12,71.6,30.92,2.42,2792,3.01,18.0,18.04,0
4.601,0.00,-0.78,0.12,15.96,0.88,0.65,1.000,0.00,0.00,44.50,10.84,71.6,32.04,2.42,2824,3.10,18.0,18.04,0
4.705,-3.12,-0.78,-0.12,14.36,0.86,0.68,1.000,0.00,0.00,44.00,10.86,71.6,33.02,2.44,2829,3.11,18.0,18.04,0
4.811,-4.69,-0.78,-0.25,13.78,0.90,0.70,1.000,0.00,0.00,44.00,10.78,71.6,32.81,2.44,2808,2.83,18.0,18.04,0
4.903,-6.25,-0.78,-0.25,14.01,0.88,0.70,1.000,0.00,0.00,44.00,10.85,71.6,33.36,2.44,2827,2.75,18.0,18.04,0
4.997,-6.25,-0.78,-0.12,14.13,0.86,0.70,1.000,0.00,0.00,44.00,10.96,71.6,33.15,2.44,2853,2.73,18.0,18.04,0
5.095,-6.25,-0.78,-0.12,14.24,0.87,0.70,1.000,0.00,0.00,44.00,10.95,71.6,33.58,2.46,2852,2.69,18.0,18.04,0
5.196,-7.03,-0.78,-0.12,14.36,0.85,0.71,1.000,0.00,0.00,44.00,10.91,71.6,34.23,2.46,2840,2.60,18.0,18.43,0
5.304,-6.25,-0.78,-0.12,14.36,0.85,0.72,1.000,0.00,0.00,43.50,10.97,71.6,34.91,2.46,2857,2.52,18.0,18.43,0
5.396,-7.81,-0.78,-0.12,14.36,0.86,0.72,1.000,0.00,0.00,43.50,11.07,71.6,34.86,2.48,2882,2.48,18.0,18.43,0
5.495,-7.81,-0.78,-0.12,14.24,0.85,0.73,1.000,0.00,0.00,43.50,11.09,71.6,34.77,2.48,2889,2.45,18.0,18.43,0
5.594,-7.03,-0.78,-0.12,14.47,0.85,0.73,1.000,0.00,0.00,43.50,11.05,71.6,35.46,2.48,2876,2.41,18.0,18.43,0
5.698,-6.25,-0.78,0.00,14.59,0.82,0.74,1.000,0.00,0.00,43.50,11.02,71.6,35.12,2.48,2871,2.43,18.0,18.43,0
5.795,-4.69,-0.78,0.00,14.59,0.79,0.73,1.000,0.00,0.00,43.50,11.04,71.6,35.27,2.48,2875,2.26,18.0,18.43,0
5.896,-3.91,-0.78,0.00,14.70,0.78,0.74,1.000,0.00,0.00,43.50,11.17,71.6,35.63,2.48,2909,2.25,18.0,18.43,0
5.995,-3.12,-0.78,0.00,14.59,0.76,0.74,1.000,0.00,0.00,43.50,11.21,71.6,36.12,2.48,2920,2.34,18.0,18.43,0
6.100,-3.12,-0.78,0.00,14.59,0.83,0.74,1.000,0.00,0.00,43.50,11.26,71.6,36.00,2.48,2934,2.32,18.0,18.82,0
6.197,-3.91,-0.78,-0.12,14.47,0.82,0.74,1.000,0.00,0.00,44.00,11.16,71.6,33.18,2.42,2906,2.19,16.9,18.82,0
6.295,-4.69,-0.78,-0.12,14.13,0.88,0.70,1.000,0.00,0.00,44.00,10.61,71.6,32.75,2.42,2926,1.55,16.9,18.43,0
6.395,-4.69,-0.78,-0.12,14.36,0.86,0.68,1.000,0.00,0.00,44.50,10.61,71.6,32.41,2.42,2926,1.68,16.9,18.82,0
6.503,-3.12,-0.78,0.00,14.59,0.83,0.67,1.000,0.00,0.00,44.50,10.65,71.6,32.42,2.42,2936,1.79,16.9,18.82,0
6.604,-2.34,-0.78,0.00,14.70,0.81,0.66,1.000,0.00,0.00,44.50,10.68,71.6,31.17,2.36,2944,1.77,16.1,18.82,0
6.704,-3.12,-0.78,-0.12,14.47,0.79,0.64,1.000,0.00,0.00,45.00,10.17,71.6,30.63,2.36,2979,1.38,15.7,18.82,0
6.804,-3.12,-0.78,-0.12,14.47,0.86,0.63,1.000,0.00,0.00,45.00,10.15,71.6,30.74,2.38,2975,1.38,16.1,18.82,0
6.898,-2.34,-0.78,0.00,14.59,0.83,0.62,1.000,0.00,0.00,45.00,10.19,71.6,30.75,2.36,2985,1.62,16.1,18.82,0
6.997,-2.34,-0.78,0.00,14.59,0.82,0.62,1.000,0.00,0.00,45.00,10.20,71.6,30.75,2.38,2987,1.65,16.1,18.82,0
7.097,-1.56,-0.78,0.00,14.59,0.82,0.62,1.000,0.00,0.00,45.00,10.23,71.6,30.63,2.38,2997,1.66,16.1,18.82,0
7.195,-1.56,-0.78,0.00,14.47,0.83,0.62,1.000,0.00,0.00,41.00,10.25,71.6,31.31,2.38,3004,1.71,16.1,18.82,0
7.301,-1.56,-0.78,-0.12,14.47,0.83,0.63,1.000,0.00,-3.85,41.00,10.26,71.6,31.20,2.38,3005,1.72,16.1,19.22,0
7.396,-1.56,-0.78,-0.12,14.47,0.84,0.62,1.000,0.00,-3.85,41.50,10.27,71.6,30.64,2.38,3010,1.75,16.1,19.22,0
7.503,-1.56,-0.78,-0.12,14.47,0.85,0.62,1.000,0.00,-3.85,41.50,10.32,71.6,30.98,2.38,3022,1.76,16.1,19.22,0
7.604,-0.78,-0.78,0.00,14.59,0.84,0.61,1.000,0.00,-3.85,41.50,10.31,71.6,30.86,2.36,3020,1.78,16.1,19.22,0
7.700,-1.56,-0.78,-0.12,14.47,0.83,0.61,1.000,0.00,-3.85,42.00,7.75,71.6,22.16,1.94,3028,1.77,9.0,12.16,0
7.801,0.00,-0.78,-0.38,13.67,0.86,0.44,1.000,0.00,-3.85,40.00,1.93,71.6,13.01,1.82,3009,-1.46,7.8,12.16,0
7.906,0.00,-0.78,-0.25,14.01,0.92,0.31,1.000,0.00,-3.85,40.00,1.90,71.6,12.22,1.82,2973,0.06,7.8,11.76,0
7.996,0.00,-0.78,0.12,15.16,0.83,0.26,1.000,0.00,0.00,39.50,1.90,71.6,12.40,1.82,2973,1.32,7.8,11.76,0
8.101,0.00,-0.78,0.38,17.00,0.06,0.25,1.000,0.00,-3.85,35.00,1.93,71.6,12.35,1.84,3017,1.40,7.8,12.16,0
8.204,0.00,-0.78,0.38,17.46,0.04,0.25,1.000,0.00,-3.85,35.00,1.91,71.6,12.51,1.84,2982,1.59,8.2,12.16,0
8.294,0.00,-0.78,0.50,17.69,0.03,0.25,1.000,0.00,0.00,39.00,1.91,71.6,12.61,1.84,2978,1.78,8.2,12.16,0
8.402,0.00,-0.78,0.38,17.57,0.03,0.25,1.000,0.00,0.00,36.50,1.91,71.6,12.40,1.84,2989,1.68,7.8,0.00,0
8.504,0.00,-0.78,0.50,18.38,0.03,0.25,1.000,0.00,0.00,33.50,1.90,71.6,12.40,1.84,2963,1.65,7.8,0.00,0
8.599,0.00,-0.78,0.75,19.75,0.03,0.25,1.000,0.00,0.00,30.50,1.88,71.6,12.35,1.82,2937,1.81,7.8,0.00,0
8.695,0.00,-0.78,0.88,20.33,0.03,0.25,1.000,0.00,0.00,27.50,1.87,71.6,12.19,1.84,2920,1.88,7.8,0.00,0
8.803,0.00,-0.78,1.25,20.33,0.02,0.25,1.000,0.00,0.00,24.50,1.86,71.6,12.24,1.82,2913,1.69,7.8,0.00,0
8.903,0.00,-0.78,1.50,20.33,0.01,0.25,1.000,0.00,0.00,24.00,1.86,71.6,12.19,1.82,2905,1.74,7.8,0.00,0
9.000,0.00,-0.78,1.75,20.33,0.01,0.25,1.000,0.00,0.00,24.00,1.86,71.6,12.09,1.82,2914,1.72,7.8,0.00,0
9.104,0.00,-0.78,1.75,20.33,0.01,0.25,1.000,0.00,0.00,24.00,1.85,71.6,12.30,1.84,2894,1.94,7.8,0.00,0
9.204,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.83,71.6,12.09,1.82,2859,2.00,7.8,0.00,0
9.293,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.83,71.6,12.14,1.82,2861,2.08,7.8,0.00,0
9.397,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.82,71.6,11.93,1.80,2838,2.10,7.8,0.00,0
9.495,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.83,71.6,11.98,1.82,2860,2.18,7.8,0.00,0
9.597,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.82,71.6,11.77,1.82,2843,2.11,7.8,0.00,0
9.693,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.79,71.6,11.93,1.82,2804,2.21,7.8,0.00,0
9.799,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.80,71.6,11.87,1.82,2817,2.30,7.8,0.00,0
9.899,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.80,71.6,11.82,1.82,2816,2.33,7.8,0.00,0
9.994,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.77,71.6,11.82,1.80,2769,2.29,7.8,0.00,0
10.100,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.78,71.6,11.82,1.80,2782,2.46,7.8,0.00,0
10.199,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.75,71.6,11.66,1.80,2731,2.58,7.8,0.00,0
10.298,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.75,71.6,11.77,1.80,2739,2.73,7.8,0.00,0
10.404,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,26.50,4.71,71.6,11.56,1.80,2758,2.73,7.5,10.59,0
10.497,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,33.00,4.71,71.6,11.23,1.78,2762,2.69,7.5,10.59,0
10.594,0.00,-0.78,1.62,20.33,0.01,0.25,1.000,0.00,0.00,37.50,4.68,71.6,11.18,1.78,2744,2.92,7.5,10.59,0
10.694,0.00,-0.78,1.25,20.33,0.01,0.25,1.000,0.00,0.00,37.50,4.61,71.6,11.08,1.78,2702,2.99,7.5,10.59,0
10.795,0.00,-0.78,1.00,20.33,0.04,0.25,1.000,0.00,0.00,37.50,4.61,71.6,11.18,1.78,2699,3.20,7.5,10.20,0
10.895,0.00,-0.78,0.75,20.10,0.07,0.25,1.000,0.00,0.00,38.00,4.62,71.6,12.19,1.88,2708,3.30,9.0,12.94,0
10.995,0.00,-0.78,0.38,17.46,0.10,0.27,1.000,0.00,0.00,40.00,5.82,71.6,14.96,1.96,2728,3.23,10.2,14.12,0
11.099,0.00,-0.78,0.12,15.39,0.59,0.32,1.000,0.00,0.00,42.00,5.83,71.6,16.92,2.02,2731,2.95,11.0,15.69,0
11.204,-1.56,-0.78,0.00,14.59,0.73,0.35,1.000,0.00,0.00,43.50,6.36,71.6,17.28,2.04,2712,2.33,11.4,15.69,0
11.302,2.34,-0.78,0.00,14.59,0.77,0.38,1.000,0.00,0.00,33.00,6.28,71.6,17.53,2.04,2678,2.13,11.4,15.69,0
11.400,-1.56,-0.78,-0.12,14.36,0.78,0.39,1.000,0.00,0.00,44.50,6.42,71.6,17.40,2.04,2736,1.91,11.4,15.69,0
11.506,-4.69,-0.78,-0.25,13.90,0.85,0.39,1.000,0.00,0.00,45.00,6.26,71.6,18.35,2.18,2668,1.91,13.7,17.25,0
11.606,-7.03,-0.78,-0.25,13.78,0.90,0.44,1.000,0.00,0.00,46.00,8.82,71.6,26.32,2.34,2757,2.08,16.9,17.65,0
11.695,-7.81,-0.78,-0.12,14.01,0.90,0.57,1.000,0.00,0.00,45.00,9.72,71.6,32.09,2.42,2679,4.12,18.4,17.25,0
11.793,-6.25,-0.78,-0.12,14.36,0.88,0.68,1.000,0.00,0.00,44.00,11.06,71.6,33.92,2.46,2730,3.50,19.2,17.65,0
11.904,-7.03,-0.78,-0.12,14.47,0.82,0.73,1.000,0.00,0.00,43.50,11.13,71.6,35.10,2.46,2745,3.42,19.2,17.65,0
11.994,-7.03,-0.78,-0.12,14.36,0.85,0.76,1.000,0.00,0.00,43.00,11.03,71.6,34.80,2.46,2722,3.04,19.2,17.65,0
12.099,-6.25,-0.78,0.00,14.59,0.86,0.76,1.000,0.00,0.00,43.00,11.19,71.6,35.09,2.48,2762,2.92,19.2,17.65,0
12.198,-6.25,-0.78,0.00,14.47,0.82,0.77,1.000,0.00,0.00,43.00,10.53,71.6,34.53,2.44,2743,2.86,18.0,17.65,0
12.296,-7.03,-0.78,-0.12,14.36,0.82,0.75,1.000,0.00,0.00,44.00,9.45,71.6,30.32,2.36,2768,2.39,16.1,17.65,0
12.394,-6.25,-0.78,0.00,14.47,0.86,0.68,1.000,0.00,0.00,44.50,9.40,71.6,29.57,2.34,2755,1.43,15.7,17.65,0
12.494,-6.25,-0.78,0.00,14.59,0.83,0.64,1.000,0.00,0.00,45.50,8.21,71.6,24.71,2.20,2749,1.53,13.3,17.65,0
12.598,-5.47,-0.78,0.00,14.47,0.85,0.56,1.000,0.00,0.00,46.00,6.54,71.6,17.43,1.96,2786,0.27,9.4,15.29,0
12.698,-6.25,-0.78,0.00,14.47,0.83,0.43,1.000,0.00,0.00,44.00,4.68,71.6,13.20,1.80,2740,0.35,7.5,10.59,0
12.804,-1.56,-0.78,0.12,14.93,0.81,0.32,1.000,0.00,0.00,39.50,4.69,71.6,11.71,1.78,2746,1.52,7.5,10.59,0
12.894,0.00,-0.78,0.12,15.62,0.41,0.27,1.000,0.00,0.00,38.50,1.74,71.6,11.43,1.78,2712,2.59,7.5,10.59,0
13.005,0.00,-0.78,0.25,15.96,0.07,0.26,1.000,0.00,0.00,38.00,1.78,71.6,11.55,1.78,2775,2.80,7.5,10.59,0
13.101,0.00,-0.78,0.38,17.34,0.05,0.25,1.000,0.00,0.00,38.00,1.75,71.6,11.80,1.80,2742,2.74,7.8,10.98,0
13.205,0.00,-0.78,0.50,17.92,0.04,0.26,1.000,0.00,0.00,38.00,1.74,71.6,11.56,1.80,2716,2.89,7.8,10.98,0
13.296,0.00,-0.78,0.62,18.83,0.03,0.26,1.000,0.00,0.00,38.00,1.76,71.6,11.56,1.80,2753,2.95,7.8,10.98,0
13.400,0.00,-0.78,0.62,18.60,0.03,0.26,1.000,0.00,0.00,38.00,1.73,71.6,11.56,1.80,2703,2.92,7.8,10.59,0
13.505,0.00,-0.78,0.38,17.57,0.03,0.26,1.000,0.00,0.00,35.50,1.74,71.6,11.51,1.80,2720,3.08,7.8,0.00,0
13.604,0.00,-0.78,0.62,18.38,0.03,0.26,1.000,0.00,0.00,33.00,1.73,71.6,11.61,1.80,2696,2.97,7.5,0.00,0
13.694,0.00,-0.78,0.75,20.21,0.03,0.26,1.000,0.00,0.00,30.00,1.74,71.6,11.51,1.80,2718,3.02,7.5,0.00,0
13.794,0.00,-0.78,1.00,20.33,0.02,0.26,1.000,0.00,0.00,27.50,1.72,71.6,11.47,1.78,2681,3.10,7.5,0.00,0
13.894,0.00,-0.78,1.38,20.33,0.02,0.25,1.000,0.00,0.00,25.00,1.72,71.6,11.47,1.78,2690,3.11,7.5,0.00,0
13.994,0.00,-0.78,1.62,20.33,0.01,0.26,1.000,0.00,0.00,24.00,1.71,71.6,11.37,1.78,2667,3.14,7.5,0.00,0
14.098,0.00,-0.78,1.75,20.33,0.01,0.26,1.000,0.00,0.00,24.00,1.71,71.6,11.47,1.78,2668,3.01,7.5,0.00,0
14.193,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.70,71.6,11.27,1.78,2657,3.12,7.5,0.00,0
14.301,0.00,-0.78,1.75,20.33,0.00,0.25,1.000,0.00,0.00,24.00,1.69,71.6,11.37,1.78,2642,3.17,7.5,0.00,0
14.398,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.70,71.6,11.42,1.78,2663,3.24,7.5,0.00,0
14.501,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.68,71.6,11.27,1.78,2624,3.20,7.5,0.00,0
14.593,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.69,71.6,11.37,1.78,2642,3.24,7.5,0.00,0
14.698,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.68,71.6,11.08,1.78,2619,3.38,7.5,0.00,0
14.804,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.68,71.6,11.27,1.78,2617,3.36,7.5,0.00,0
14.904,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.68,71.6,11.18,1.76,2626,3.34,7.5,0.00,0
14.998,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,24.00,1.66,71.6,11.37,1.78,2596,3.44,7.5,0.00,0
15.102,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,28.00,4.47,71.6,11.18,1.78,2618,3.47,7.5,10.20,0
15.205,0.00,-0.78,1.75,20.33,0.00,0.26,1.000,0.00,0.00,33.50,4.51,71.6,11.27,1.78,2644,3.33,7.5,10.20,0
15.299,0.00,-0.78,1.62,20.33,0.01,0.26,1.000,0.00,0.00,37.50,4.43,71.6,11.27,1.78,2598,3.46,7.5,10.20,0
15.394,0.00,-0.78,1.25,20.33,0.01,0.26,1.000,0.00,0.00,37.50,4.44,71.6,11.18,1.76,2600,3.68,7.5,10.20,0
15.497,0.00,-0.78,1.00,20.33,0.04,0.26,1.000,0.00,0.00,37.50,4.43,71.6,11.27,1.78,2594,3.71,7.5,9.80,0
15.597,0.00,-0.78,0.62,19.87,0.07,0.26,1.000,0.00,0.00,37.50,4.43,71.6,11.47,1.80,2593,3.77,7.8,10.59,0
15.701,0.00,-0.78,0.38,17.34,0.10,0.26,1.000,0.00,0.00,38.00,4.46,71.6,11.77,1.82,2616,3.74,8.2,10.98,0
15.806,0.00,-0.78,0.12,15.16,0.67,0.27,1.000,0.00,0.00,38.50,5.03,71.6,13.04,1.86,2622,3.54,8.6,11.76,0
15.892,-1.56,-0.78,0.00,14.47,0.86,0.29,1.000,0.00,0.00,39.50,5.00,71.6,13.17,1.88,2605,3.48,9.0,12.16,0
15.994,-1.56,-0.78,0.00,14.59,0.86,0.30,1.000,0.00,0.00,40.00,5.03,71.6,13.74,1.90,2618,3.21,9.0,12.55,0
16.093,-0.78,-0.78,0.00,14.70,0.83,0.31,1.000,0.00,0.00,40.50,5.60,71.6,14.34,1.92,2627,3.02,9.4,12.94,0
16.197,-1.56,-0.78,0.00,14.59,0.77,0.33,1.000,0.00,0.00,41.00,5.60,71.6,14.42,1.92,2624,3.00,9.4,12.94,0
16.304,-3.12,-0.78,-0.12,14.36,0.74,0.33,1.000,0.00,0.00,41.00,5.55,71.6,14.73,1.94,2600,2.82,9.8,13.33,0
16.402,-3.91,-0.78,-0.12,14.36,0.83,0.34,1.000,0.00,0.00,41.50,5.56,71.6,14.86,1.92,2606,2.84,9.8,12.94,0
16.500,-4.69,-0.78,-0.12,14.36,0.86,0.34,1.000,0.00,0.00,41.50,5.53,71.6,15.01,1.94,2591,2.74,9.8,12.94,0
16.599,-4.69,-0.78,-0.12,14.36,0.83,0.34,1.000,0.00,0.00,41.50,5.57,71.6,14.80,1.92,2613,2.80,9.8,13.33,0
16.698,-4.69,-0.78,0.00,14.59,0.84,0.34,1.000,0.00,0.00,41.50,5.56,71.6,14.99,1.94,2607,2.73,9.8,13.33,0
16.798,-3.91,-0.78,0.00,14.70,0.80,0.34,1.000,0.00,0.00,41.50,4.97,71.6,15.02,1.94,2588,2.77,9.8,13.33,0
16.899,-3.12,-0.78,0.00,14.81,0.62,0.35,1.000,0.00,0.00,41.50,5.55,71.6,15.04,1.94,2604,2.77,9.8,13.33,0
16.999,-1.56,-0.78,0.00,14.93,0.21,0.35,1.000,0.00,0.00,42.00,5.56,71.6,15.01,1.94,2606,2.80,9.8,13.33,0
17.095,-0.78,-0.78,0.00,14.81,0.09,0.34,1.000,0.00,0.00,42.00,5.56,71.6,14.91,1.94,2607,2.72,9.8,13.33,0
17.192,0.00,-0.78,0.00,14.70,0.07,0.34,1.000,0.00,0.00,41.50,5.56,71.6,15.05,1.92,2608,2.73,9.0,12.94,0
17.294,0.00,-0.78,0.00,14.70,0.07,0.34,1.000,0.00,0.00,41.00,4.98,71.6,13.45,1.86,2594,2.72,8.6,11.76,0
