Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
292.257,-0.78,14.84,0.00,14.59,0.78,-47.16,0.49,16.30,0.00,0.53,46.50,8.56,25,23.91,2.20,2866,11.51,14.9,0.00,0
292.349,-0.78,14.84,0.00,14.47,0.75,-47.16,0.50,16.25,0.00,0.53,46.50,9.24,25,23.81,2.20,2887,11.45,14.9,0.00,0
292.450,-0.78,14.84,0.00,14.59,0.77,-47.09,0.50,16.26,0.00,0.53,46.50,9.18,25,23.72,2.20,2870,11.51,14.9,0.00,0
292.550,-1.56,14.84,0.00,14.47,0.81,-47.09,0.49,16.27,0.00,0.53,46.50,8.58,25,23.71,2.20,2871,11.38,14.9,0.00,0
292.644,-1.56,14.84,0.00,14.47,0.78,-47.02,0.49,16.26,0.00,0.53,46.50,8.63,25,23.53,2.20,2890,11.58,14.9,0.00,0
292.746,-0.78,14.84,0.00,14.59,0.74,-47.02,0.49,16.27,0.00,0.53,46.50,8.64,25,23.71,2.22,2894,11.45,14.9,0.00,0
292.841,-0.78,14.84,0.00,14.59,0.72,-46.88,0.49,16.26,0.00,0.53,46.50,9.19,25,23.72,2.22,2871,11.31,14.9,0.00,0
292.943,-1.56,14.84,0.00,14.47,0.71,-47.09,0.50,16.25,0.00,0.53,46.50,9.27,25,23.71,2.20,2896,11.38,14.9,0.00,0
293.041,-1.56,14.84,0.00,14.47,0.79,-46.82,0.49,16.25,0.00,0.53,46.50,8.65,25,23.90,2.22,2897,11.38,14.9,0.00,0
293.140,-1.56,14.84,0.00,14.59,0.77,-47.09,0.50,16.24,0.00,0.53,46.50,9.19,25,23.90,2.20,2872,11.51,14.9,0.00,0
293.230,-1.56,14.84,0.00,14.47,0.73,-47.09,0.50,16.23,0.00,0.53,46.50,9.21,25,23.71,2.20,2877,11.17,14.9,0.00,0
293.328,-1.56,14.84,0.00,14.47,0.78,-46.88,0.49,16.27,0.00,0.53,46.50,9.28,25,23.72,2.22,2900,11.17,14.9,0.00,0
293.432,-1.56,14.84,0.00,14.59,0.79,-47.09,0.49,16.25,0.00,0.53,46.50,8.66,25,24.00,2.22,2900,11.31,14.9,0.00,0
293.526,-1.56,14.84,0.00,14.59,0.71,-47.23,0.50,16.25,0.00,0.53,46.50,8.60,25,23.90,2.22,2881,11.24,14.9,0.00,0
293.622,-1.56,14.84,0.00,14.59,0.75,-47.09,0.50,16.24,0.00,0.53,46.50,8.60,25,23.71,2.20,2879,11.31,14.9,0.00,0
293.720,-2.34,14.84,0.00,14.47,0.78,-47.16,0.49,16.26,0.00,0.53,46.50,8.67,25,23.90,2.20,2904,11.45,14.9,0.00,0
293.826,-1.56,14.84,0.00,14.59,0.71,-47.02,0.49,16.24,0.00,0.53,46.50,8.62,25,24.00,2.20,2884,11.51,14.9,0.00,0
293.921,-1.56,14.84,0.00,14.59,0.69,-47.16,0.49,16.27,0.00,0.53,46.50,8.62,25,24.10,2.22,2885,11.17,14.9,0.00,0
294.023,-1.56,14.84,0.00,14.59,0.70,-47.09,0.49,16.24,0.00,0.53,46.50,9.30,25,24.00,2.22,2906,11.24,14.9,0.00,0
294.119,-1.56,14.84,0.00,14.59,0.74,-47.02,0.50,16.25,0.00,0.53,46.50,8.69,25,23.71,2.20,2908,11.31,14.9,0.00,0
294.214,-1.56,14.84,0.00,14.59,0.76,-46.82,0.49,16.24,0.00,0.53,46.50,8.62,25,23.90,2.20,2886,11.45,14.9,0.00,0
294.310,-1.56,14.84,0.00,14.59,0.68,-47.16,0.49,16.25,0.00,0.53,46.50,9.24,25,24.00,2.20,2888,11.31,14.9,0.00,0
294.416,-1.56,14.84,0.00,14.59,0.67,-46.88,0.49,16.25,0.00,0.53,46.50,8.70,25,23.90,2.20,2912,11.51,14.9,0.00,0
294.504,-1.56,14.84,0.00,14.59,0.77,-47.16,0.49,16.24,0.00,0.53,46.50,8.69,25,24.00,2.20,2910,11.17,14.9,0.00,0
294.606,-1.56,14.84,0.00,14.59,0.73,-47.02,0.49,16.25,0.00,0.53,46.50,8.64,25,23.90,2.20,2892,11.17,14.9,0.00,0
294.700,-1.56,14.84,0.00,14.59,0.74,-46.88,0.49,16.26,0.00,0.53,46.50,8.64,25,23.91,2.22,2893,11.24,14.9,0.00,0
294.806,-1.56,14.84,0.00,14.59,0.76,-47.02,0.49,16.24,0.00,0.53,46.50,8.69,25,24.10,2.20,2911,11.10,14.9,0.00,0
294.897,-1.56,14.84,0.00,14.59,0.69,-47.02,0.49,16.25,0.00,0.53,46.50,8.71,25,23.71,2.20,2915,11.10,14.9,0.00,0
295.000,-0.78,14.84,0.00,14.70,0.67,-46.88,0.49,16.25,0.00,0.53,46.50,9.26,25,23.71,2.20,2894,11.24,14.9,0.00,0
295.096,-1.56,14.84,0.00,14.59,0.64,-46.82,0.49,16.24,0.00,0.53,46.50,9.27,25,23.81,2.20,2896,11.17,14.9,0.00,0
295.194,-0.78,14.84,0.00,14.59,0.73,-46.47,0.49,16.26,0.00,0.53,46.50,8.71,25,24.29,2.22,2917,11.10,15.7,0.00,0
295.291,0.00,14.84,0.00,14.70,0.70,-45.09,0.50,16.17,0.00,0.53,46.50,9.34,25,25.03,2.24,2920,14.13,15.7,0.00,0
295.391,1.56,14.84,0.00,14.81,0.36,-44.75,0.51,16.16,0.00,0.53,46.50,9.89,25,25.12,2.24,2898,13.58,15.7,0.00,0
295.494,1.56,14.84,0.00,14.59,0.26,-44.47,0.52,16.13,0.00,0.53,46.50,9.29,25,24.93,2.24,2902,13.03,15.7,0.00,0
295.583,0.78,14.84,-0.12,14.36,0.53,-44.40,0.51,16.12,0.00,0.53,46.50,9.36,25,25.03,2.24,2924,13.03,15.7,0.00,0
295.687,0.78,14.84,0.00,14.47,0.80,-44.47,0.51,16.12,0.00,0.53,46.50,9.37,25,25.03,2.24,2928,12.96,15.7,0.00,0
295.783,0.00,14.84,-0.12,14.47,0.81,-44.26,0.52,16.12,0.00,0.53,46.50,9.30,25,24.93,2.24,2906,12.20,15.7,0.00,0
295.882,0.00,14.84,-0.12,14.47,0.80,-44.33,0.51,16.11,0.00,0.53,46.50,9.31,25,24.65,2.24,2909,12.20,15.7,0.00,0
295.978,0.00,14.84,0.00,14.59,0.80,-44.33,0.51,16.11,0.00,0.53,46.50,9.38,25,25.03,2.24,2930,12.82,15.7,0.00,0
296.076,0.00,14.84,0.00,14.47,0.77,-44.40,0.51,16.12,0.00,0.53,46.50,9.38,25,25.12,2.24,2930,12.20,15.7,0.00,0
296.178,0.00,14.84,0.00,14.59,0.74,-44.47,0.51,16.14,0.00,0.53,46.50,9.32,25,25.03,2.24,2912,12.96,15.7,0.00,0
296.268,0.78,14.84,0.00,14.70,0.77,-44.06,0.52,16.10,0.00,0.53,46.50,9.32,25,25.03,2.24,2912,13.03,15.7,0.00,0
296.366,0.00,14.84,0.00,14.47,0.71,-44.06,0.52,16.11,0.00,0.53,46.50,9.39,25,25.21,2.24,2935,12.69,15.7,0.00,0
296.468,0.00,14.84,0.00,14.47,0.81,-43.92,0.52,16.09,0.00,0.53,46.50,9.39,25,25.21,2.24,2935,12.48,15.7,0.00,0
296.567,-0.78,14.84,-0.12,14.47,0.79,-44.13,0.52,16.09,0.00,0.53,46.50,9.32,25,25.02,2.24,2914,12.48,15.7,0.00,0
296.661,-0.78,14.84,0.00,14.47,0.79,-43.99,0.52,16.10,0.00,0.53,46.50,9.34,25,25.03,2.24,2919,12.34,15.7,0.00,0
296.758,0.00,14.84,0.00,14.59,0.78,-43.85,0.52,16.12,0.00,0.53,46.50,9.34,25,25.21,2.26,2918,12.55,15.7,0.00,0
296.866,-0.78,14.84,0.00,14.59,0.73,-44.33,0.52,16.08,0.00,0.53,46.50,9.41,25,25.21,2.24,2939,12.41,15.7,0.00,0
296.954,-0.78,14.84,0.00,14.59,0.72,-44.13,0.52,16.10,0.00,0.53,46.50,9.41,25,25.21,2.24,2940,12.41,14.9,0.00,0
297.051,-2.34,14.84,-0.12,14.36,0.80,-47.02,0.51,16.11,0.00,0.53,46.50,9.35,25,22.93,2.18,2921,11.79,13.7,0.00,0
297.153,-6.25,14.84,-0.25,13.90,0.84,-49.78,0.47,16.31,0.00,0.53,46.50,8.11,25,22.19,2.16,2923,6.07,13.7,0.00,0
297.258,-6.25,14.84,-0.12,14.13,0.88,-50.68,0.46,16.34,0.00,0.53,46.50,8.16,25,21.86,2.16,2943,7.10,13.7,0.00,0
297.358,-5.47,14.84,0.00,14.47,0.83,-51.16,0.45,16.39,0.00,0.53,46.50,8.16,25,21.89,2.16,2943,8.89,13.7,0.00,0
297.444,-3.91,14.84,0.00,14.81,0.62,-51.09,0.45,16.44,0.00,0.53,46.50,8.16,25,21.72,2.16,2941,8.14,13.7,0.00,0
297.545,-3.12,14.84,0.00,14.81,0.32,-51.09,0.45,16.45,0.00,0.53,46.50,8.11,25,21.97,2.16,2924,9.24,13.7,0.00,0
297.641,-3.12,14.84,0.00,14.70,0.18,-51.37,0.45,16.50,0.00,0.53,46.50,8.11,25,22.06,2.16,2924,9.10,13.7,0.00,0
297.740,-1.56,14.84,0.00,14.70,0.17,-51.30,0.45,16.47,0.00,0.53,46.50,8.16,25,22.06,2.16,2942,9.51,13.7,0.00,0
297.840,-1.56,14.84,0.00,14.59,0.15,-51.37,0.45,16.47,0.00,0.53,46.50,8.17,25,21.98,2.16,2945,9.38,13.7,0.00,0
297.940,-2.34,14.84,0.00,14.59,0.14,-51.37,0.45,16.46,0.00,0.53,46.50,8.16,25,22.14,2.16,2942,9.24,13.7,0.00,0
298.039,-2.34,14.84,-0.12,14.47,0.18,-51.37,0.45,16.46,0.00,0.53,46.50,8.10,25,21.98,2.16,2922,9.45,13.7,0.00,0
298.135,-3.12,14.84,-0.12,14.47,0.33,-51.43,0.45,16.48,0.00,0.53,46.50,8.10,25,22.07,2.16,2922,9.51,13.7,0.00,0
298.229,-2.34,14.84,0.00,14.59,0.57,-51.57,0.45,16.47,0.00,0.53,46.50,8.15,25,22.06,2.16,2940,9.79,13.7,0.00,0
298.336,-2.34,14.84,0.00,14.47,0.42,-51.78,0.45,16.46,0.00,0.53,46.50,8.16,25,21.81,2.16,2943,9.65,13.7,0.00,0
298.431,-2.34,14.84,0.00,14.47,0.57,-51.50,0.45,16.48,0.00,0.53,46.50,8.11,25,21.89,2.16,2922,9.51,13.7,0.00,0
298.523,-2.34,14.84,-0.12,14.47,0.72,-51.71,0.45,16.47,0.00,0.53,46.50,8.10,25,21.98,2.16,2920,9.51,13.7,0.00,0
298.619,-2.34,14.84,0.00,14.47,0.76,-51.85,0.45,16.50,0.00,0.53,46.50,8.11,25,21.81,2.14,2924,9.72,13.7,0.00,0
298.718,-2.34,14.84,0.00,14.59,0.75,-51.78,0.45,16.50,0.00,0.53,46.50,8.16,25,22.15,2.16,2942,9.86,13.7,0.00,0
298.822,-2.34,14.84,0.00,14.59,0.73,-51.78,0.45,16.47,0.00,0.53,46.50,8.16,25,21.81,2.16,2942,9.79,13.7,0.00,0
298.914,-2.34,14.84,0.00,14.59,0.63,-51.78,0.45,16.46,0.00,0.53,46.50,8.10,25,21.89,2.16,2922,9.72,13.7,0.00,0
299.019,-2.34,14.84,0.00,14.59,0.66,-51.71,0.45,16.49,0.00,0.53,46.50,8.09,25,21.98,2.16,2918,9.79,13.7,0.00,0
299.117,-2.34,14.84,0.00,14.59,0.72,-51.85,0.45,16.48,0.00,0.53,46.50,8.16,25,21.80,2.14,2941,9.72,13.7,0.00,0
299.209,-2.34,14.84,0.00,14.59,0.70,-51.85,0.45,16.49,0.00,0.53,46.50,8.16,25,21.89,2.16,2941,10.00,13.7,0.00,0
299.306,-2.34,14.84,0.00,14.59,0.75,-51.92,0.45,16.50,0.00,0.53,46.50,8.15,25,21.90,2.16,2940,10.00,13.7,0.00,0
299.405,-2.34,14.84,0.00,14.59,0.67,-51.99,0.45,16.50,0.00,0.53,46.50,8.10,25,21.98,2.16,2920,9.79,13.7,0.00,0
299.502,-2.34,14.84,0.00,14.59,0.65,-52.19,0.45,16.47,0.00,0.53,46.50,8.09,25,21.81,2.16,2917,10.07,13.7,0.00,0
299.601,-3.12,14.84,0.00,14.47,0.73,-51.92,0.45,16.48,0.00,0.53,46.50,8.15,25,21.72,2.14,2937,10.07,13.7,0.00,0
299.697,-3.12,14.84,0.00,14.47,0.74,-51.99,0.45,16.50,0.00,0.53,46.50,8.16,25,21.89,2.14,2943,9.86,13.7,0.00,0
299.798,-2.34,14.84,0.00,14.59,0.71,-51.85,0.45,16.50,0.00,0.53,46.50,8.09,25,21.98,2.16,2916,10.07,13.7,0.00,0
299.896,-2.34,14.84,0.00,14.59,0.58,-51.71,0.45,16.49,0.00,0.53,46.50,8.08,25,21.81,2.14,2915,9.79,13.7,0.00,0
299.991,-2.34,14.84,0.00,14.59,0.45,-51.99,0.45,16.46,0.00,0.53,46.50,8.09,25,21.80,2.16,2916,9.79,13.7,0.00,0
300.093,-3.12,14.84,-0.12,14.47,0.65,-51.92,0.45,16.49,0.00,0.53,46.50,8.15,25,21.64,2.14,2940,9.93,13.7,0.00,0
300.193,-2.34,14.84,0.00,14.59,0.75,-52.12,0.45,16.51,0.00,0.53,46.50,8.14,25,21.81,2.14,2935,10.00,13.7,0.00,0
300.291,-2.34,14.84,0.00,14.59,0.71,-52.19,0.45,16.50,0.00,0.53,46.50,8.08,25,21.81,2.16,2912,10.07,13.7,0.00,0
300.392,-2.34,14.84,0.00,14.59,0.69,-51.99,0.45,16.50,0.00,0.53,46.50,8.07,25,22.32,2.18,2911,10.27,14.9,0.00,0
300.490,-1.56,14.84,0.00,14.59,0.74,-49.78,0.46,16.37,0.00,0.53,46.50,8.78,25,23.64,2.20,2939,14.20,14.9,0.00,0
300.588,0.00,14.84,0.00,14.81,0.47,-48.75,0.47,16.32,0.00,0.53,46.50,8.76,25,23.53,2.20,2933,13.72,14.9,0.00,0
300.684,-0.78,14.84,0.00,14.59,0.21,-48.40,0.48,16.28,0.00,0.53,46.50,8.69,25,23.44,2.20,2910,11.79,14.9,0.00,0
300.779,-0.78,14.84,0.00,14.47,0.26,-48.47,0.48,16.27,0.00,0.53,46.50,8.70,25,23.63,2.20,2912,11.79,14.9,0.00,0
300.876,-1.56,14.84,-0.12,14.36,0.64,-48.68,0.48,16.29,0.00,0.53,46.50,8.72,25,23.25,2.20,2918,11.65,14.9,0.00,0
300.973,-1.56,14.84,-0.12,14.47,0.81,-48.61,0.48,16.31,0.00,0.53,46.50,8.77,25,23.25,2.20,2936,12.20,14.9,0.00,0
301.074,-1.56,14.84,0.00,14.47,0.82,-48.68,0.48,16.32,0.00,0.53,46.50,8.77,25,23.34,2.20,2938,11.79,14.9,0.00,0
301.178,-1.56,14.84,0.00,14.59,0.76,-48.47,0.48,16.31,0.00,0.53,46.50,8.72,25,23.53,2.20,2919,11.93,14.9,0.00,0
301.278,-1.56,14.84,0.00,14.59,0.72,-48.40,0.48,16.32,0.00,0.53,46.50,8.70,25,23.54,2.20,2914,11.93,14.9,0.00,0
301.366,-1.56,14.84,0.00,14.59,0.73,-48.40,0.48,16.31,0.00,0.53,46.50,8.78,25,23.44,2.20,2940,11.86,14.9,0.00,0
301.467,-1.56,14.84,0.00,14.59,0.77,-48.26,0.48,16.31,0.00,0.53,46.50,8.78,25,23.24,2.20,2940,11.65,14.9,0.00,0
301.559,-1.56,14.84,0.00,14.59,0.77,-48.47,0.48,16.30,0.00,0.53,46.50,8.71,25,23.34,2.18,2917,11.58,14.9,0.00,0
301.660,-0.78,14.84,0.00,14.59,0.69,-48.26,0.48,16.32,0.00,0.53,46.50,8.71,25,23.35,2.20,2918,11.72,14.9,0.00,0
301.758,-0.78,14.84,0.00,14.70,0.67,-48.26,0.48,16.30,0.00,0.53,46.50,8.71,25,23.34,2.20,2918,11.58,14.9,0.00,0
301.857,-0.78,14.84,0.00,14.59,0.62,-48.33,0.48,16.27,0.00,0.53,46.50,8.80,25,23.34,2.20,2945,11.65,14.9,0.00,0
301.956,-0.78,14.84,0.00,14.59,0.74,-48.06,0.48,16.29,0.00,0.53,46.50,8.79,25,23.44,2.20,2944,11.72,14.9,0.00,0
302.053,-1.56,14.84,0.00,14.59,0.77,-48.26,0.48,16.28,0.00,0.53,46.50,8.73,25,23.34,2.20,2922,11.45,14.9,0.00,0
302.149,-0.78,14.84,0.00,14.59,0.75,-48.26,0.48,16.30,0.00,0.53,46.50,8.73,25,23.25,2.20,2924,11.24,14.9,0.00,0
302.248,-0.78,14.84,0.00,14.59,0.74,-48.06,0.48,16.31,0.00,0.53,46.50,8.73,25,23.54,2.20,2924,11.51,14.9,0.00,0
302.350,-0.78,14.84,0.00,14.59,0.74,-48.33,0.48,16.29,0.00,0.53,46.50,8.80,25,23.53,2.20,2945,11.51,14.9,0.00,0
302.441,-0.78,14.84,0.00,14.59,0.73,-48.26,0.48,16.30,0.00,0.53,46.50,8.79,25,23.53,2.20,2943,11.65,14.9,0.00,0
302.539,-1.56,14.84,0.00,14.47,0.76,-48.19,0.48,16.30,0.00,0.53,46.50,8.73,25,23.53,2.20,2924,11.51,14.9,0.00,0
302.642,-1.56,14.84,0.00,14.47,0.77,-48.06,0.48,16.29,0.00,0.53,46.50,8.75,25,23.34,2.20,2928,11.45,14.9,0.00,0
302.738,-1.56,14.84,0.00,14.59,0.77,-48.33,0.48,16.29,0.00,0.53,46.50,8.81,25,23.53,2.20,2949,11.31,14.9,0.00,0
302.837,-2.34,14.84,0.00,14.47,0.72,-48.19,0.48,16.30,0.00,0.53,46.50,8.79,25,23.53,2.18,2945,11.65,14.1,0.00,0
302.938,-2.34,14.84,0.00,14.47,0.75,-50.12,0.47,16.32,0.00,0.53,46.50,8.81,25,22.29,2.16,2950,8.00,13.7,0.00,0
303.035,-5.47,14.84,-0.12,14.24,0.82,-51.57,0.46,16.39,0.00,0.53,46.50,8.13,25,21.63,2.14,2931,7.24,13.3,0.00,0
303.135,-5.47,14.84,-0.12,14.24,0.84,-52.33,0.44,16.47,0.00,0.53,46.50,8.12,25,21.30,2.14,2926,8.00,13.3,0.00,0
303.227,-4.69,14.84,0.00,14.47,0.82,-52.61,0.44,16.55,0.00,0.53,46.50,8.18,25,21.65,2.14,2948,8.07,13.7,0.00,0
303.324,-3.91,14.84,0.00,14.81,0.68,-52.33,0.44,16.55,0.00,0.53,46.50,8.17,25,21.73,2.16,2946,9.86,13.7,0.00,0
303.436,-2.34,14.84,0.00,14.81,0.33,-52.12,0.44,16.50,0.00,0.53,46.50,8.18,25,21.56,2.14,2951,9.51,13.7,0.00,0
303.521,-2.34,14.84,0.00,14.70,0.19,-52.54,0.44,16.52,0.00,0.53,46.50,8.11,25,21.55,2.14,2925,9.38,13.7,0.00,0
303.618,-2.34,14.84,0.00,14.59,0.19,-52.68,0.44,16.55,0.00,0.53,46.50,8.11,25,21.48,2.14,2923,8.69,13.7,0.00,0
303.726,-2.34,14.84,0.00,14.59,0.20,-52.68,0.44,16.53,0.00,0.53,46.50,8.17,25,21.65,2.14,2946,8.96,13.7,0.00,0
303.813,-2.34,14.84,-0.12,14.47,0.23,-52.88,0.44,16.54,0.00,0.53,46.50,8.18,25,21.48,2.14,2950,9.03,13.7,0.00,0
303.916,-3.12,14.84,-0.12,14.47,0.35,-52.61,0.44,16.54,0.00,0.53,46.50,8.17,25,21.48,2.14,2947,9.24,13.7,0.00,0
304.014,-3.12,14.84,0.00,14.47,0.61,-52.74,0.44,16.56,0.00,0.53,46.50,8.11,25,21.48,2.14,2924,8.96,13.7,0.00,0
304.119,-2.34,14.84,0.00,14.59,0.58,-52.95,0.44,16.55,0.00,0.53,46.50,8.11,25,21.56,2.14,2924,9.03,13.7,0.00,0
304.218,-1.56,14.84,0.00,14.59,0.43,-52.74,0.44,16.54,0.00,0.53,46.50,8.18,25,21.48,2.14,2949,9.10,13.7,0.00,0
304.307,-2.34,14.84,0.00,14.47,0.45,-52.61,0.44,16.54,0.00,0.53,46.50,8.18,25,21.47,2.14,2948,9.03,13.7,0.00,0
304.408,-2.34,14.84,0.00,14.47,0.58,-52.88,0.44,16.52,0.00,0.53,46.50,8.17,25,21.65,2.14,2948,9.72,13.7,0.00,0
304.503,-2.34,14.84,0.00,14.47,0.78,-52.61,0.44,16.55,0.00,0.53,46.50,8.11,25,21.48,2.14,2926,9.03,13.7,0.00,0
304.599,-3.12,14.84,0.00,14.47,0.75,-52.61,0.44,16.54,0.00,0.53,46.50,8.11,25,21.56,2.14,2924,8.83,13.7,0.00,0
304.698,-3.12,14.84,-0.12,14.47,0.77,-52.68,0.44,16.53,0.00,0.53,46.50,8.17,25,21.56,2.14,2946,9.03,13.7,0.00,0
304.797,-3.91,14.84,0.00,14.47,0.77,-52.74,0.44,16.54,0.00,0.53,46.50,8.17,25,21.48,2.14,2948,9.17,13.7,0.00,0
304.896,-3.12,14.84,0.00,14.59,0.72,-52.61,0.44,16.55,0.00,0.53,46.50,8.17,25,21.48,2.14,2946,9.24,13.7,0.00,0
304.992,-3.12,14.84,0.00,14.59,0.62,-52.74,0.44,16.54,0.00,0.53,46.50,8.10,25,21.48,2.14,2922,8.96,13.7,0.00,0
305.094,-3.12,14.84,0.00,14.47,0.53,-52.74,0.44,16.54,0.00,0.53,46.50,8.11,25,21.48,2.14,2924,9.03,13.7,0.00,0
305.186,-2.34,14.84,0.00,14.59,0.57,-52.74,0.44,16.53,0.00,0.53,46.50,8.17,25,21.64,2.14,2944,9.03,13.7,0.00,0
305.282,-2.34,14.84,0.00,14.59,0.56,-52.88,0.44,16.53,0.00,0.53,46.50,8.16,25,21.56,2.14,2944,9.03,13.7,0.00,0
305.381,-2.34,14.84,0.00,14.47,0.46,-52.74,0.44,16.55,0.00,0.53,46.50,8.11,25,21.39,2.14,2924,9.24,13.7,0.00,0
305.486,-2.34,14.84,0.00,14.47,0.58,-53.02,0.44,16.55,0.00,0.53,46.50,8.09,25,21.48,2.14,2917,9.38,13.7,0.00,0
305.585,-3.12,14.84,0.00,14.47,0.70,-52.95,0.44,16.57,0.00,0.53,46.50,8.11,25,21.65,2.14,2923,9.31,13.7,0.00,0
305.681,-3.12,14.84,0.00,14.47,0.55,-52.74,0.44,16.54,0.00,0.53,46.50,8.16,25,21.56,2.14,2942,9.31,13.7,0.00,0
305.779,-3.12,14.84,0.00,14.59,0.70,-53.02,0.44,16.53,0.00,0.53,46.50,8.15,25,21.56,2.14,2938,9.17,13.7,0.00,0
305.876,-2.34,14.84,0.00,14.59,0.69,-52.74,0.44,16.55,0.00,0.53,46.50,8.10,25,21.48,2.14,2921,9.17,13.7,0.00,0
305.975,-3.12,14.84,0.00,14.59,0.70,-52.88,0.44,16.57,0.00,0.53,46.50,8.09,25,21.65,2.14,2918,9.17,13.7,0.00,0
306.076,-3.12,14.84,0.00,14.59,0.69,-52.88,0.44,16.53,0.00,0.53,46.50,8.15,25,21.48,2.14,2938,10.14,13.7,0.00,0
306.171,-3.12,14.84,0.00,14.47,0.59,-52.61,0.44,16.56,0.00,0.53,46.50,8.15,25,21.48,2.14,2938,8.96,13.7,0.00,0
306.269,-3.12,14.84,0.00,14.59,0.71,-52.88,0.44,16.54,0.00,0.53,46.50,8.15,25,21.48,2.14,2938,10.14,13.7,0.00,0
306.366,-3.12,14.84,0.00,14.59,0.60,-52.95,0.44,16.56,0.00,0.53,46.50,8.09,25,21.39,2.14,2916,9.38,13.7,0.00,0
306.465,-3.12,14.84,0.00,14.59,0.58,-53.02,0.44,16.57,0.00,0.53,46.50,8.08,25,21.57,2.14,2914,9.31,13.7,0.00,0
306.561,-3.12,14.84,0.00,14.47,0.67,-53.09,0.44,16.55,0.00,0.53,46.50,8.14,25,21.31,2.14,2934,9.31,13.7,0.00,0
306.656,-3.91,14.84,-0.12,14.47,0.73,-52.95,0.44,16.55,0.00,0.53,46.50,8.15,25,21.48,2.14,2939,9.38,13.7,0.00,0
306.752,-3.12,14.84,0.00,14.59,0.76,-52.95,0.44,16.54,0.00,0.53,46.50,8.07,25,21.48,2.14,2911,9.10,13.7,0.00,0
306.853,-3.12,14.84,0.00,14.59,0.63,-52.74,0.44,16.55,0.00,0.53,46.50,8.07,25,21.48,2.14,2911,10.20,13.7,0.00,0
306.955,-3.12,14.84,0.00,14.59,0.44,-52.68,0.44,16.55,0.00,0.53,46.50,8.14,25,21.64,2.14,2934,10.14,13.7,0.00,0
307.048,-2.34,14.84,0.00,14.59,0.42,-52.74,0.44,16.52,0.00,0.53,46.50,8.14,25,21.56,2.14,2935,9.86,13.7,0.00,0
307.148,-3.12,14.84,-0.12,14.47,0.36,-52.54,0.44,16.53,0.00,0.53,46.50,8.13,25,21.31,2.14,2930,8.76,13.7,0.00,0
307.244,-3.91,14.84,-0.12,14.36,0.71,-53.02,0.44,16.56,0.00,0.53,46.50,8.06,25,21.14,2.14,2906,9.03,13.7,0.00,0
307.347,-3.91,14.84,0.00,14.47,0.80,-53.09,0.44,16.58,0.00,0.53,46.50,8.06,25,21.31,2.14,2906,9.38,13.7,0.00,0
307.438,-3.12,14.84,0.00,14.59,0.65,-53.16,0.44,16.58,0.00,0.53,46.50,8.12,25,21.14,2.14,2929,9.72,13.7,0.00,0
307.541,-3.12,14.84,0.00,14.59,0.44,-53.16,0.44,16.57,0.00,0.53,46.50,8.13,25,21.65,2.14,2930,9.79,13.7,0.00,0
307.634,-2.34,14.84,0.00,14.59,0.39,-53.02,0.44,16.57,0.00,0.53,46.50,8.06,25,21.56,2.14,2907,10.14,13.7,0.00,0
307.733,-2.34,14.84,0.00,14.59,0.36,-52.68,0.44,16.56,0.00,0.53,46.50,8.05,25,21.56,2.14,2904,10.07,13.7,0.00,0
307.830,-2.34,14.84,0.00,14.47,0.45,-52.74,0.44,16.55,0.00,0.53,46.50,8.11,25,21.65,2.14,2925,10.14,13.7,0.00,0
307.929,-2.34,14.84,0.00,14.47,0.63,-52.68,0.44,16.56,0.00,0.53,46.50,8.13,25,21.39,2.14,2931,10.00,13.7,0.00,0
308.028,-2.34,14.84,0.00,14.59,0.73,-52.88,0.44,16.55,0.00,0.53,46.50,8.05,25,21.39,2.14,2904,9.31,13.7,0.00,0
308.124,-3.12,14.84,0.00,14.47,0.78,-52.88,0.44,16.55,0.00,0.53,46.50,8.06,25,21.48,2.14,2905,9.31,13.7,0.00,0
308.222,-3.12,14.84,0.00,14.47,0.77,-52.95,0.44,16.55,0.00,0.53,46.50,8.12,25,21.48,2.14,2927,9.31,13.7,0.00,0
308.326,-3.12,14.84,0.00,14.47,0.76,-53.02,0.44,16.57,0.00,0.53,46.50,8.10,25,21.14,2.14,2921,9.31,12.9,0.00,0
308.421,-3.91,14.84,0.00,14.47,0.70,-53.92,0.44,16.61,0.00,0.53,46.50,8.07,25,20.81,2.12,2909,7.17,12.9,0.00,0
308.520,-3.91,14.84,-0.12,14.47,0.73,-54.33,0.43,16.61,0.00,0.53,46.50,7.43,25,20.73,2.12,2900,7.79,13.3,0.00,0
308.620,-4.69,14.84,0.00,14.47,0.80,-54.05,0.43,16.62,0.00,0.53,46.50,7.48,25,21.23,2.12,2923,9.72,13.3,0.00,0
308.716,-3.12,14.84,0.00,14.70,0.67,-53.85,0.43,16.62,0.00,0.53,46.50,8.09,25,21.06,2.12,2919,9.72,13.3,0.00,0
