Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
0.000,-18.75,14.84,0.00,14.59,0.24,-71.57,0.26,15.93,0.00,0.53,39.00,4.74,25,12.15,1.82,2775,18.55,8.2,0.00,0
0.066,-17.97,14.84,0.00,14.70,0.18,-71.50,0.26,15.91,0.00,0.53,39.50,4.76,25,12.27,1.82,2790,18.00,8.2,0.00,0
0.160,-17.97,14.84,0.00,14.70,0.10,-71.71,0.26,15.97,0.00,0.53,39.00,4.70,25,12.20,1.82,2756,18.41,8.2,0.00,0
0.273,-17.97,14.84,0.00,14.59,0.08,-71.57,0.26,15.90,0.00,0.53,39.00,4.72,25,12.20,1.82,2764,18.62,8.2,0.00,0
0.354,-17.97,14.84,0.00,14.59,0.07,-71.71,0.27,15.86,0.00,0.53,39.00,4.66,25,12.25,1.82,2730,19.24,8.2,0.00,0
0.458,-17.97,14.84,0.00,14.59,0.07,-71.77,0.27,15.84,0.00,0.53,39.00,4.71,25,12.10,1.82,2762,19.99,8.2,0.00,0
0.565,-17.97,14.84,0.00,14.59,0.07,-71.77,0.26,15.90,0.00,0.53,39.00,4.67,25,12.14,1.82,2736,19.58,8.2,0.00,0
0.648,-17.19,14.84,0.00,14.70,0.07,-71.77,0.26,15.82,0.00,0.53,39.00,4.69,25,12.14,1.82,2745,20.13,8.6,0.00,0
0.760,-16.41,14.84,0.00,14.81,0.07,-70.53,0.27,15.80,0.00,0.53,39.50,4.68,25,13.00,1.88,2744,20.62,9.8,0.00,0
0.851,-14.84,14.84,0.00,14.93,0.06,-65.64,0.29,15.76,0.00,0.53,41.50,5.82,25,16.36,2.02,2729,19.58,12.2,0.00,0
0.957,-9.38,14.84,0.12,15.16,0.06,-59.78,0.35,13.93,0.00,0.53,45.00,6.55,25,18.84,2.08,2793,15.79,12.9,0.00,0
1.044,-4.69,14.84,0.12,15.73,0.04,-57.30,0.39,15.74,0.00,0.53,46.00,6.87,25,19.24,2.08,2683,12.62,12.9,0.00,0
1.139,-3.12,14.84,0.12,15.39,0.05,-55.85,0.41,15.90,0.00,0.53,31.00,7.12,25,19.88,2.12,2782,10.62,14.5,0.00,0
1.255,-4.69,14.84,0.00,14.81,0.06,-50.54,0.44,14.75,0.00,0.53,35.00,8.10,25,23.08,2.20,2712,16.27,15.7,0.00,0
1.338,-0.78,14.84,0.12,15.04,0.07,-46.88,0.49,15.92,0.00,0.53,46.50,8.74,25,23.97,2.22,2730,18.55,15.7,0.00,0
1.437,2.34,14.84,0.12,15.39,0.06,-45.57,0.52,16.07,0.00,0.53,46.50,8.74,25,24.00,2.22,2732,16.48,15.7,0.00,0
1.541,1.56,14.84,0.00,14.81,0.06,-45.23,0.52,16.25,0.00,0.53,46.50,8.80,25,23.92,2.22,2751,14.00,15.7,0.00,0
1.637,0.78,14.84,0.00,14.59,0.09,-45.02,0.52,16.42,0.00,0.53,46.50,8.73,25,24.32,2.22,2728,14.75,15.7,0.00,0
1.736,3.12,14.84,0.00,14.81,0.10,-44.54,0.53,16.48,0.00,0.53,46.50,8.82,25,24.15,2.22,2756,13.44,15.7,0.00,0
1.830,2.34,14.84,0.00,14.70,0.09,-44.54,0.53,16.62,0.00,0.53,46.50,8.74,25,24.36,2.22,2732,13.31,15.7,0.00,0
1.929,3.91,14.84,0.00,14.70,0.10,-44.40,0.53,16.74,0.00,0.53,46.50,8.82,25,24.28,2.22,2755,14.07,15.7,0.00,0
2.026,3.91,14.84,0.00,14.70,0.10,-44.33,0.53,16.83,0.00,0.53,46.50,8.78,25,24.78,2.24,2744,13.10,15.7,0.00,0
2.121,5.47,14.84,0.00,14.81,0.09,-43.92,0.54,16.92,0.00,0.53,46.50,8.82,25,24.22,2.22,2758,12.62,15.7,0.00,0
2.217,4.69,14.84,0.00,14.70,0.10,-43.71,0.53,17.08,0.00,0.53,46.50,8.76,25,24.53,2.22,2737,12.55,15.7,0.00,0
2.314,6.25,14.84,0.00,14.81,0.10,-43.71,0.54,17.16,0.00,0.53,46.50,8.84,25,24.64,2.22,2761,12.62,15.7,0.00,0
2.420,7.03,14.84,0.00,14.81,0.09,-43.64,0.54,17.25,0.00,0.53,46.50,8.78,25,24.65,2.24,2742,12.48,15.7,0.00,0
2.511,7.81,14.84,0.00,14.70,0.09,-43.16,0.54,17.34,0.00,0.53,46.50,8.87,25,25.03,2.24,2771,12.20,16.1,0.00,0
2.611,9.38,14.84,0.00,14.81,0.10,-42.06,0.55,17.26,0.00,0.53,46.50,9.38,25,25.59,2.24,2748,13.72,16.1,0.00,0
2.711,9.38,14.84,0.00,14.81,0.07,-41.92,0.55,17.20,0.00,0.53,46.50,9.46,25,25.59,2.26,2771,13.24,16.1,0.00,0
2.808,9.38,14.84,0.00,14.59,0.09,-41.64,0.56,17.16,0.00,0.53,46.50,9.41,25,25.40,2.24,2758,12.76,16.1,0.00,0
2.903,9.38,14.84,0.00,14.47,0.14,-41.51,0.55,17.20,0.00,0.53,46.50,9.47,25,25.39,2.26,2774,12.82,16.1,0.00,0
3.001,9.38,14.84,-0.12,14.47,0.45,-41.58,0.55,17.19,0.00,0.53,46.50,9.41,25,25.39,2.26,2756,12.96,16.1,0.00,0
3.101,8.59,14.84,0.00,14.47,0.66,-41.64,0.55,17.23,0.00,0.53,46.50,9.50,25,25.58,2.24,2784,11.93,16.1,0.00,0
3.199,8.59,14.84,0.00,14.47,0.73,-41.71,0.55,17.27,0.00,0.53,46.50,9.45,25,25.59,2.26,2768,12.62,16.1,0.00,0
3.297,9.38,14.84,0.00,14.59,0.79,-41.51,0.55,17.22,0.00,0.53,46.50,9.50,25,25.58,2.26,2784,12.55,16.1,0.00,0
3.394,8.59,14.84,0.00,14.59,0.79,-40.95,0.55,17.23,0.00,0.53,46.50,9.45,25,25.58,2.24,2768,12.55,16.1,0.00,0
3.497,8.59,14.84,0.00,14.47,0.74,-41.30,0.55,17.26,0.00,0.53,46.50,9.50,25,25.58,2.26,2784,12.48,16.1,0.00,0
3.587,9.38,14.84,0.00,14.59,0.80,-41.02,0.55,17.20,0.00,0.53,46.50,9.47,25,25.87,2.26,2774,12.34,16.1,0.00,0
3.688,9.38,14.84,0.00,14.59,0.75,-40.95,0.56,17.19,0.00,0.53,46.50,9.56,25,25.77,2.26,2802,12.13,16.1,0.00,0
3.791,8.59,14.84,-0.12,14.47,0.78,-40.95,0.56,17.16,0.00,0.53,46.50,9.56,25,25.97,2.26,2800,12.41,16.1,0.00,0
3.888,8.59,14.84,0.00,14.47,0.79,-41.16,0.56,17.19,0.00,0.53,46.50,9.49,25,25.77,2.26,2780,12.27,16.1,0.00,0
3.985,9.38,14.84,0.00,14.59,0.81,-40.89,0.56,17.17,0.00,0.53,46.50,9.56,25,25.67,2.26,2801,12.00,16.1,0.00,0
4.077,8.59,14.84,0.00,14.59,0.81,-40.82,0.55,17.20,0.00,0.53,46.50,9.50,25,26.16,2.26,2782,11.65,16.1,0.00,0
4.178,8.59,14.84,0.00,14.59,0.76,-40.95,0.56,17.18,0.00,0.53,46.50,9.59,25,26.07,2.26,2810,12.20,16.1,0.00,0
4.276,8.59,14.84,0.00,14.47,0.75,-40.89,0.56,17.17,0.00,0.53,46.50,9.52,25,26.16,2.26,2790,12.20,16.1,0.00,0
4.374,7.81,14.84,-0.12,14.47,0.82,-40.61,0.56,17.17,0.00,0.53,46.50,9.60,25,25.86,2.26,2812,12.00,16.1,0.00,0
4.484,7.81,14.84,-0.12,14.47,0.83,-40.95,0.55,17.20,0.00,0.53,46.50,9.61,25,25.96,2.26,2816,11.72,16.1,0.00,0
4.581,7.81,14.84,0.00,14.59,0.78,-40.82,0.55,17.18,0.00,0.53,46.50,9.55,25,25.86,2.26,2799,12.13,16.1,0.00,0
4.683,8.59,14.84,0.00,14.59,0.77,-40.61,0.55,17.17,0.00,0.53,46.50,9.63,25,26.16,2.26,2822,11.86,16.1,0.00,0
4.779,8.59,14.84,0.00,14.59,0.74,-40.61,0.55,17.16,0.00,0.53,46.50,9.56,25,25.96,2.26,2800,11.79,16.1,0.00,0
4.868,7.81,14.84,0.00,14.47,0.77,-40.61,0.56,17.15,0.00,0.53,46.50,9.64,25,26.16,2.26,2825,11.79,16.1,0.00,0
4.964,7.81,14.84,0.00,14.59,0.79,-40.61,0.56,17.15,0.00,0.53,46.50,9.57,25,26.16,2.26,2805,11.65,16.1,0.00,0
5.060,7.81,14.84,0.00,14.59,0.80,-40.61,0.56,17.15,0.00,0.53,46.50,9.58,25,26.05,2.26,2808,12.07,16.1,0.00,0
5.160,7.81,14.84,0.00,14.59,0.79,-40.89,0.55,17.10,0.00,0.53,46.50,9.66,25,25.95,2.26,2831,12.07,16.1,0.00,0
5.259,7.03,14.84,0.00,14.59,0.76,-40.75,0.56,17.06,0.00,0.53,46.50,9.60,25,26.15,2.26,2812,11.79,16.1,0.00,0
5.358,7.81,14.84,0.00,14.59,0.80,-40.75,0.56,17.01,0.00,0.53,46.50,9.68,25,26.15,2.26,2835,11.72,16.1,0.00,0
5.449,6.25,14.84,-0.12,14.47,0.81,-40.89,0.55,16.96,0.00,0.53,46.50,9.69,25,26.15,2.26,2840,12.13,16.1,0.00,0
5.547,6.25,14.84,0.00,14.47,0.80,-40.89,0.55,16.96,0.00,0.53,46.50,9.63,25,26.15,2.26,2820,12.00,16.1,0.00,0
5.654,7.03,14.84,0.00,14.59,0.83,-40.75,0.55,16.91,0.00,0.53,46.50,9.70,25,26.06,2.26,2841,11.86,16.1,0.00,0
5.746,6.25,14.84,0.00,14.59,0.78,-40.61,0.55,16.87,0.00,0.53,46.50,9.63,25,26.15,2.26,2821,11.79,16.1,0.00,0
5.852,6.25,14.84,0.00,14.47,0.78,-41.16,0.55,16.84,0.00,0.53,46.50,9.64,25,26.05,2.26,2825,12.07,16.1,0.00,0
5.940,5.47,14.84,0.00,14.59,0.80,-40.82,0.55,16.82,0.00,0.53,46.50,9.72,25,26.15,2.28,2847,12.20,16.1,0.00,0
6.047,5.47,14.84,0.00,14.59,0.79,-40.75,0.55,16.77,0.00,0.53,46.50,9.67,25,26.26,2.28,2834,12.00,16.1,0.00,0
6.146,4.69,14.84,0.00,14.47,0.75,-40.89,0.55,16.74,0.00,0.53,46.50,9.75,25,26.15,2.26,2856,11.93,16.1,0.00,0
6.241,4.69,14.84,0.00,14.47,0.81,-40.82,0.55,16.71,0.00,0.53,46.50,9.75,25,26.05,2.26,2857,12.13,16.1,0.00,0
6.331,4.69,14.84,0.00,14.47,0.83,-40.89,0.55,16.69,0.00,0.53,46.50,9.69,25,26.37,2.28,2840,12.20,16.1,0.00,0
6.436,3.91,14.84,0.00,14.47,0.78,-41.02,0.55,16.62,0.00,0.53,46.50,9.77,25,26.15,2.28,2864,12.27,16.1,0.00,0
6.533,3.91,14.84,0.00,14.47,0.80,-40.82,0.55,16.64,0.00,0.53,46.50,9.77,25,26.16,2.26,2864,12.07,16.1,0.00,0
6.634,3.91,14.84,0.00,14.59,0.81,-40.89,0.55,16.67,0.00,0.53,46.50,9.72,25,26.15,2.26,2847,12.13,16.1,0.00,0
6.726,3.12,14.84,0.00,14.59,0.74,-41.16,0.55,16.65,0.00,0.53,46.50,9.77,25,25.95,2.26,2864,12.20,16.1,0.00,0
6.825,3.91,14.84,0.00,14.59,0.70,-40.82,0.55,16.63,0.00,0.53,46.50,9.78,25,26.26,2.28,2866,12.20,16.1,0.00,0
6.924,3.91,14.84,0.00,14.59,0.73,-41.02,0.55,16.64,0.00,0.53,46.50,9.74,25,26.15,2.28,2853,12.13,16.1,0.00,0
7.020,3.12,14.84,0.00,14.47,0.73,-41.16,0.55,16.63,0.00,0.53,46.50,9.83,25,25.95,2.28,2879,12.07,16.1,0.00,0
7.116,2.34,14.84,0.00,14.47,0.78,-40.89,0.55,16.67,0.00,0.53,46.50,9.83,25,26.16,2.28,2879,12.27,16.1,0.00,0
7.219,3.12,14.84,0.00,14.59,0.78,-40.89,0.55,16.66,0.00,0.53,46.50,9.75,25,25.96,2.28,2858,12.20,16.1,0.00,0
7.318,3.12,14.84,0.00,14.59,0.63,-41.16,0.55,16.66,0.00,0.53,46.50,9.84,25,26.16,2.26,2884,12.34,16.1,0.00,0
7.414,3.91,14.84,0.00,14.70,0.46,-41.16,0.55,16.69,0.00,0.53,46.50,9.86,25,26.16,2.28,2888,12.27,16.1,0.00,0
7.510,3.91,14.84,0.00,14.70,0.42,-41.16,0.54,16.68,0.00,0.53,46.50,9.77,25,26.16,2.28,2862,12.27,16.1,0.00,0
7.612,3.91,14.84,0.00,14.59,0.42,-41.16,0.55,16.68,0.00,0.53,46.50,9.79,25,26.26,2.28,2867,12.27,16.1,0.00,0
7.708,4.69,14.84,0.00,14.59,0.67,-41.16,0.55,16.69,0.00,0.53,46.50,9.86,25,26.05,2.26,2890,12.27,16.1,0.00,0
7.802,3.91,14.84,0.00,14.59,0.74,-41.23,0.54,16.69,0.00,0.53,46.50,9.80,25,26.16,2.26,2872,12.48,16.1,0.00,0
7.909,3.91,14.84,0.00,14.59,0.74,-41.23,0.54,16.69,0.00,0.53,46.50,9.81,25,26.06,2.26,2873,12.13,16.1,0.00,0
8.020,3.91,14.84,0.00,14.70,0.71,-41.23,0.54,16.69,0.00,0.53,46.50,9.88,25,26.37,2.26,2893,12.20,16.1,0.00,0
8.096,3.12,14.84,0.00,14.59,0.69,-41.30,0.54,16.68,0.00,0.53,46.50,9.90,25,26.16,2.28,2900,12.20,16.1,0.00,0
8.196,3.91,14.84,0.00,14.59,0.73,-41.16,0.54,16.66,0.00,0.53,46.50,9.85,25,26.27,2.28,2884,12.27,16.1,0.00,0
8.291,3.91,14.84,0.00,14.59,0.77,-41.02,0.54,16.68,0.00,0.53,46.50,9.83,25,26.06,2.28,2881,12.34,16.1,0.00,0
8.396,3.12,14.84,0.00,14.59,0.72,-41.37,0.54,16.66,0.00,0.53,46.50,9.92,25,26.37,2.28,2908,12.48,16.1,0.00,0
8.495,3.91,14.84,0.00,14.59,0.73,-41.23,0.54,16.66,0.00,0.53,46.50,9.93,25,26.05,2.26,2910,12.27,16.1,0.00,0
8.586,3.91,14.84,0.00,14.70,0.72,-41.16,0.54,16.66,0.00,0.53,46.50,9.86,25,26.37,2.28,2890,12.34,16.1,0.00,0
8.686,3.12,14.84,0.00,14.59,0.64,-41.37,0.54,16.65,0.00,0.53,46.50,9.94,25,26.37,2.28,2912,12.34,16.1,0.00,0
8.786,3.12,14.84,0.00,14.59,0.75,-41.23,0.54,16.67,0.00,0.53,46.50,9.96,25,26.16,2.28,2918,12.55,16.1,0.00,0
8.888,3.91,14.84,0.00,14.59,0.73,-41.30,0.54,16.68,0.00,0.53,46.50,9.89,25,26.16,2.26,2899,12.34,16.1,0.00,0
8.982,3.91,14.84,0.00,14.70,0.64,-41.51,0.54,16.68,0.00,0.53,46.50,9.91,25,26.16,2.26,2902,12.48,16.1,0.00,0
9.076,3.91,14.84,0.00,14.70,0.68,-41.30,0.54,16.70,0.00,0.53,46.50,9.98,25,26.05,2.28,2922,12.48,16.1,0.00,0
9.177,3.91,14.84,0.00,14.70,0.66,-41.51,0.54,16.68,0.00,0.53,46.50,9.99,25,26.27,2.28,2927,12.48,16.1,0.00,0
9.275,3.91,14.84,0.00,14.59,0.45,-41.23,0.54,16.68,0.00,0.53,46.50,9.99,25,26.48,2.28,2927,12.48,16.1,0.00,0
9.371,3.91,14.84,0.00,14.59,0.61,-41.16,0.54,16.69,0.00,0.53,46.50,9.92,25,26.05,2.28,2908,12.48,16.1,0.00,0
9.469,4.69,14.84,0.00,14.59,0.57,-41.58,0.54,16.69,0.00,0.53,46.50,9.94,25,25.96,2.26,2911,12.34,16.1,0.00,0
9.573,4.69,14.84,0.00,14.70,0.64,-41.58,0.54,16.69,0.00,0.53,46.50,10.01,25,26.27,2.28,2934,12.55,16.1,0.00,0
9.662,4.69,14.84,0.00,14.59,0.46,-41.64,0.54,16.68,0.00,0.53,46.50,10.02,25,26.47,2.28,2937,12.76,16.1,0.00,0
9.769,4.69,14.84,0.00,14.59,0.68,-41.71,0.54,16.67,0.00,0.53,46.50,9.96,25,26.58,2.28,2918,12.76,16.1,0.00,0
9.865,3.91,14.84,0.00,14.59,0.80,-41.64,0.54,16.67,0.00,0.53,46.50,9.96,25,26.26,2.28,2918,12.69,16.1,0.00,0
9.961,3.12,14.84,-0.12,14.47,0.81,-41.64,0.54,16.68,0.00,0.53,46.50,10.04,25,26.27,2.28,2942,12.69,16.1,0.00,0
10.059,3.12,14.84,0.00,14.59,0.82,-41.30,0.54,16.69,0.00,0.53,46.50,10.06,25,25.96,2.28,2948,12.69,16.1,0.00,0
10.160,3.91,14.84,0.00,14.59,0.76,-41.51,0.54,16.67,0.00,0.53,46.50,10.06,25,26.37,2.28,2946,12.55,16.1,0.00,0
10.257,3.12,14.84,0.00,14.59,0.63,-41.78,0.54,16.66,0.00,0.53,46.50,10.00,25,26.05,2.28,2929,12.76,16.1,0.00,0
10.350,3.12,14.84,0.00,14.59,0.73,-41.58,0.54,16.67,0.00,0.53,46.50,10.00,25,26.37,2.28,2930,12.69,16.1,0.00,0
10.447,3.91,14.84,0.00,14.59,0.73,-41.71,0.54,16.67,0.00,0.53,46.50,10.09,25,26.37,2.28,2957,12.76,16.1,0.00,0
10.553,3.12,14.84,0.00,14.59,0.73,-41.51,0.54,16.66,0.00,0.53,46.50,10.08,25,26.37,2.28,2952,12.89,16.1,0.00,0
10.643,3.12,14.84,0.00,14.59,0.79,-41.71,0.54,16.70,0.00,0.53,46.50,10.10,25,26.59,2.28,2958,12.62,16.1,0.00,0
10.745,3.12,14.84,0.00,14.59,0.70,-41.71,0.54,16.68,0.00,0.53,46.50,10.04,25,26.58,2.28,2942,12.82,16.1,0.00,0
10.844,3.12,14.84,0.00,14.70,0.78,-41.58,0.54,16.67,0.00,0.53,46.50,10.05,25,26.37,2.28,2944,12.82,16.1,0.00,0
10.942,2.34,14.84,0.00,14.59,0.72,-41.58,0.54,16.68,0.00,0.53,46.50,10.04,25,26.69,2.28,2942,12.89,16.1,0.00,0
11.036,3.12,14.84,0.00,14.70,0.72,-41.58,0.54,16.66,0.00,0.53,46.50,10.13,25,26.37,2.28,2967,12.76,16.1,0.00,0
11.132,3.12,14.84,0.00,14.59,0.61,-41.58,0.54,16.67,0.00,0.53,46.50,10.13,25,26.27,2.28,2969,12.76,16.1,0.00,0
11.231,3.91,14.84,0.00,14.70,0.56,-41.64,0.54,16.67,0.00,0.53,46.50,10.15,25,26.37,2.28,2972,12.82,16.1,0.00,0
11.335,3.12,14.84,0.00,14.59,0.38,-41.64,0.53,16.68,0.00,0.53,46.50,10.07,25,26.37,2.28,2950,12.89,16.1,0.00,0
11.434,3.12,14.84,0.00,14.59,0.41,-41.71,0.53,16.68,0.00,0.53,46.50,10.08,25,26.58,2.28,2954,12.89,16.1,0.00,0
11.527,3.91,14.84,0.00,14.59,0.55,-41.64,0.54,16.65,0.00,0.53,46.50,10.08,25,26.58,2.28,2954,12.69,16.1,0.00,0
11.622,3.12,14.84,0.00,14.47,0.53,-41.58,0.54,16.68,0.00,0.53,46.50,10.17,25,26.79,2.28,2981,12.76,16.1,0.00,0
11.721,3.12,14.84,0.00,14.59,0.78,-41.58,0.54,16.67,0.00,0.53,46.50,10.17,25,26.37,2.28,2980,12.76,16.1,0.00,0
11.820,3.12,14.84,0.00,14.59,0.78,-41.71,0.53,16.67,0.00,0.53,46.50,10.18,25,26.16,2.28,2983,12.69,16.5,0.00,0
11.921,3.12,14.84,0.00,14.59,0.72,-41.51,0.53,16.65,0.00,0.53,46.50,10.11,25,26.59,2.28,2960,12.82,16.1,0.00,0
12.015,3.12,14.84,0.00,14.59,0.78,-41.58,0.54,16.67,0.00,0.53,46.50,10.12,25,26.37,2.28,2966,12.96,16.1,0.00,0
12.112,3.12,14.84,0.00,14.59,0.74,-41.78,0.53,16.67,0.00,0.53,46.50,10.14,25,26.37,2.28,2971,12.76,16.1,0.00,0
12.210,3.12,14.84,0.00,14.70,0.67,-41.64,0.53,16.67,0.00,0.53,46.50,10.13,25,26.16,2.28,2968,12.96,16.1,0.00,0
12.309,3.91,14.84,0.00,14.59,0.46,-41.64,0.53,16.67,0.00,0.53,46.50,10.22,25,26.69,2.28,2993,12.76,16.1,0.00,0
12.416,3.12,14.84,0.00,14.59,0.42,-41.58,0.53,16.65,0.00,0.53,46.50,10.21,25,26.38,2.28,2990,12.76,16.1,0.00,0
12.505,3.12,14.84,0.00,14.59,0.71,-41.64,0.53,16.71,0.00,0.53,46.50,10.23,25,26.37,2.28,2998,12.69,16.1,0.00,0
12.602,3.91,14.84,0.00,14.59,0.63,-41.78,0.53,16.68,0.00,0.53,46.50,10.23,25,26.58,2.28,2996,12.82,16.1,0.00,0
12.708,3.91,14.84,0.00,14.70,0.59,-41.71,0.53,16.68,0.00,0.53,46.50,10.16,25,26.27,2.28,2978,13.65,16.1,0.00,0
12.798,4.69,14.84,0.00,14.70,0.58,-41.64,0.53,16.68,0.00,0.20,46.50,10.19,25,26.58,2.28,2984,12.69,16.1,0.00,0
12.897,3.91,14.84,0.00,14.59,0.61,-41.64,0.53,16.66,0.00,0.20,46.50,10.18,25,26.69,2.28,2983,13.72,16.5,0.00,0
12.997,3.91,14.84,0.00,14.47,0.71,-41.78,0.53,16.64,0.00,0.20,46.50,10.19,25,26.37,2.28,2985,13.79,15.7,0.00,0
13.092,2.34,14.84,-0.12,14.47,0.80,-43.37,0.52,16.66,0.00,0.20,46.50,10.26,25,25.40,2.24,3005,10.89,15.3,0.00,0
13.191,0.78,14.84,-0.12,14.24,0.84,-44.75,0.51,16.82,0.00,0.20,46.50,9.63,25,25.03,2.24,3008,10.34,15.3,0.00,0
13.292,0.78,14.84,0.00,14.47,0.84,-45.09,0.50,16.89,0.00,0.20,46.50,9.64,25,24.94,2.24,3011,10.62,15.3,0.00,0
13.390,1.56,14.84,0.00,14.59,0.80,-45.23,0.50,16.95,0.00,0.20,46.50,9.64,25,24.84,2.24,3012,10.89,15.3,0.00,0
13.492,2.34,14.84,0.00,14.70,0.62,-45.09,0.50,16.94,0.00,0.20,46.50,9.64,25,24.94,2.24,3012,12.00,15.3,0.00,0
13.588,3.12,14.84,0.00,14.81,0.33,-45.02,0.50,16.94,0.00,0.20,46.50,9.57,25,25.03,2.24,2990,11.79,15.3,0.00,0
13.688,3.91,14.84,0.00,14.70,0.18,-45.09,0.50,16.90,0.00,0.20,46.50,9.58,25,25.03,2.24,2995,11.58,15.3,0.00,0
13.788,3.12,14.84,0.00,14.70,0.16,-45.16,0.50,16.90,0.00,0.20,46.50,9.58,25,24.84,2.24,2992,11.65,15.3,0.00,0
13.878,3.91,14.84,0.00,14.59,0.17,-45.99,0.49,16.95,0.00,0.20,46.50,9.58,25,24.37,2.22,2994,11.31,14.9,0.00,0
13.987,2.34,14.84,-0.12,14.36,0.21,-47.64,0.49,17.02,0.00,0.20,46.50,8.95,25,23.34,2.20,2996,9.93,14.1,0.00,0
14.073,0.78,14.84,-0.12,14.24,0.75,-48.81,0.47,17.18,0.00,0.20,46.50,8.96,25,22.98,2.18,3000,8.34,14.1,0.00,0
14.175,0.78,14.84,0.00,14.47,0.83,-49.16,0.46,17.19,0.00,0.20,46.50,9.03,25,22.81,2.18,3024,9.17,14.1,0.00,0
14.270,2.34,14.84,0.00,14.70,0.76,-49.57,0.46,17.23,0.00,0.20,46.50,8.36,25,22.29,2.16,3014,9.72,13.3,0.00,0
14.376,1.56,14.84,0.00,14.70,0.30,-52.54,0.44,17.36,0.00,0.20,46.50,8.38,25,20.44,2.10,3023,4.27,12.2,0.00,0
14.465,-1.56,14.84,-0.12,14.13,0.19,-55.71,0.42,17.70,0.00,0.20,46.50,7.74,25,19.33,2.08,3022,3.03,12.2,0.00,0
14.568,-1.56,14.84,-0.12,14.24,0.82,-56.67,0.39,17.73,0.00,0.20,46.00,7.08,25,19.28,2.08,3016,5.31,12.2,0.00,0
14.662,0.78,14.84,0.00,14.81,0.80,-57.23,0.39,17.76,0.00,0.20,45.50,7.04,25,19.38,2.08,2998,6.27,12.2,0.00,0
14.761,2.34,14.84,0.00,14.93,0.23,-57.36,0.38,17.85,0.00,0.20,45.50,7.03,25,19.18,2.08,2996,6.96,12.2,0.00,0
14.866,4.69,14.84,0.12,15.04,0.07,-57.36,0.38,18.04,0.00,0.20,45.50,7.02,25,19.26,2.08,2991,6.76,12.2,0.00,0
14.961,6.25,14.84,0.12,15.04,0.06,-57.71,0.39,18.02,0.00,0.20,45.50,7.65,25,19.41,2.08,2988,6.76,12.2,0.00,0
15.053,6.25,14.84,0.00,14.81,0.06,-57.43,0.39,18.10,0.00,0.20,45.50,7.66,25,19.34,2.08,2992,7.03,12.2,0.00,0
15.170,6.25,14.84,0.00,14.59,0.07,-57.71,0.39,18.09,0.00,0.20,45.50,7.67,25,19.26,2.08,2994,7.03,12.2,0.00,0
15.249,6.25,14.84,0.00,14.59,0.07,-57.78,0.39,18.11,0.00,0.20,45.50,7.70,25,19.33,2.08,3009,7.10,12.2,0.00,0
15.352,6.25,14.84,0.00,14.59,0.08,-58.05,0.39,18.07,0.00,0.20,45.50,7.71,25,19.26,2.08,3011,7.31,12.2,0.00,0
15.452,6.25,14.84,0.00,14.59,0.08,-57.78,0.39,18.13,0.00,0.20,45.50,7.71,25,19.18,2.08,3012,7.65,12.2,0.00,0
15.545,6.25,14.84,0.00,14.59,0.09,-58.05,0.38,18.11,0.00,0.20,45.50,7.70,25,19.10,2.08,3010,7.45,12.2,0.00,0
15.641,6.25,14.84,0.00,14.59,0.09,-58.05,0.38,18.08,0.00,0.20,45.50,7.70,25,19.11,2.08,3008,7.38,12.2,0.00,0
15.746,5.47,14.84,-0.12,14.47,0.09,-57.98,0.39,18.10,0.00,0.20,45.50,7.65,25,19.34,2.08,2990,7.79,12.2,0.00,0
15.836,5.47,14.84,-0.12,14.47,0.10,-58.12,0.38,18.16,0.00,0.20,45.50,7.63,25,19.18,2.08,2981,7.58,12.2,0.00,0
15.937,4.69,14.84,-0.12,14.47,0.11,-58.12,0.38,18.10,0.00,0.20,45.50,7.62,25,19.26,2.08,2977,7.52,12.2,0.00,0
16.031,4.69,14.84,0.00,14.47,0.12,-58.26,0.38,18.10,0.00,0.20,45.50,7.64,25,19.03,2.08,2986,7.65,12.2,0.00,0
16.130,4.69,14.84,-0.12,14.47,0.13,-58.40,0.38,18.11,0.00,0.20,45.50,7.06,25,19.10,2.06,3008,7.58,12.2,0.00,0
16.228,4.69,14.84,0.00,14.47,0.12,-58.40,0.38,18.11,0.00,0.20,45.50,7.06,25,19.11,2.08,3006,7.86,12.2,0.00,0
16.331,4.69,14.84,0.00,14.47,0.12,-58.26,0.38,18.17,0.00,0.20,45.50,7.03,25,19.26,2.08,2998,7.93,12.2,0.00,0
16.427,3.91,14.84,-0.12,14.47,0.12,-58.40,0.38,18.14,0.00,0.20,45.50,7.03,25,19.18,2.08,2997,8.07,12.2,0.00,0
16.526,3.91,14.84,0.00,14.47,0.14,-58.40,0.38,18.13,0.00,0.20,45.50,6.98,25,18.96,2.08,2974,8.00,12.2,0.00,0
