Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Calculated Load (g/rev),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.6.0-27787][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
0.000,3.91,-2.34,-0.12,14.36,0.70,0.45,1.000,0.00,0.00,45.00,6.61,68.0,19.39,2.08,2581,1.52,11.8,16.08,0
0.044,3.91,-2.34,-0.12,14.36,0.72,0.45,1.000,0.00,0.00,45.00,6.64,68.0,19.01,2.06,2593,1.51,11.8,16.08,0
0.140,3.12,-2.34,-0.12,14.24,0.70,0.44,1.000,0.00,0.00,45.00,6.66,68.0,19.25,2.06,2601,1.50,11.8,15.69,0
0.240,4.69,-2.34,0.00,14.47,0.70,0.44,1.000,0.00,0.00,45.00,6.59,68.0,19.39,2.08,2574,1.46,11.8,16.08,0
0.348,3.91,-2.34,-0.12,14.47,0.41,0.45,1.000,0.00,0.00,45.00,6.65,68.0,19.39,2.08,2596,1.48,11.8,15.69,0
0.457,4.69,-2.34,-0.12,14.47,0.25,0.45,1.000,0.00,0.00,45.00,6.66,68.0,19.31,2.08,2600,1.50,11.8,15.69,0
0.540,3.91,-2.34,-0.12,14.36,0.22,0.45,1.000,0.00,0.00,45.00,6.61,68.0,19.24,2.08,2580,1.50,11.8,16.08,0
0.645,3.91,-2.34,-0.12,14.36,0.28,0.45,1.000,0.00,0.00,45.00,6.66,68.0,19.39,2.08,2603,1.44,11.8,15.69,0
0.750,4.69,-2.34,-0.12,14.47,0.48,0.45,1.000,0.00,0.00,45.00,6.66,68.0,19.24,2.08,2604,1.51,11.8,15.69,0
0.844,3.91,-2.34,-0.12,14.36,0.43,0.45,1.000,0.00,0.00,45.00,6.61,68.0,19.23,2.08,2580,1.48,11.4,16.08,0
0.941,4.69,-2.34,-0.12,14.36,0.71,0.44,1.000,0.00,0.00,44.50,5.56,68.0,15.08,1.82,2605,1.46,8.2,12.55,0
1.051,0.00,-2.34,-0.25,13.90,0.69,0.36,1.000,0.00,0.00,41.00,4.42,68.0,12.56,1.82,2592,2.42,7.8,10.59,0
1.145,3.91,-2.34,0.00,14.36,0.86,0.31,1.000,0.00,0.00,39.50,4.35,68.0,12.56,1.80,2551,2.80,7.8,10.59,0
1.240,4.69,-2.34,0.00,14.81,0.75,0.30,1.000,0.00,0.00,39.00,4.43,68.0,12.30,1.80,2593,3.25,7.8,10.59,0
1.341,3.12,-2.34,-0.12,14.47,0.14,0.29,1.000,0.00,0.00,38.50,4.45,68.0,12.21,1.82,2610,3.34,7.8,10.59,0
1.443,2.34,-2.34,-0.12,14.24,0.10,0.28,1.000,0.00,0.00,38.50,4.39,68.0,12.24,1.82,2574,3.36,7.8,10.59,0
1.539,1.56,-2.34,-0.12,14.13,0.13,0.28,1.000,0.00,0.00,38.50,4.42,68.0,12.24,1.82,2589,3.44,7.8,10.59,0
1.640,1.56,-2.34,-0.12,14.24,0.19,0.28,1.000,0.00,0.00,38.50,4.44,68.0,12.33,1.82,2602,3.47,7.8,10.59,0
1.740,0.00,-2.34,-0.12,14.13,0.54,0.28,1.000,0.00,0.00,38.50,4.40,68.0,12.34,1.82,2577,3.41,7.8,10.59,0
1.840,0.00,-2.34,-0.12,14.24,0.82,0.29,1.000,0.00,0.00,39.00,4.42,68.0,12.44,1.82,2587,3.46,7.8,10.59,0
1.941,-1.56,-2.34,-0.12,14.24,0.83,0.29,1.000,0.00,0.00,38.50,4.44,68.0,12.27,1.82,2604,3.39,7.8,10.59,0
2.049,-1.56,-2.34,-0.12,14.24,0.77,0.29,1.000,0.00,0.00,38.50,4.40,68.0,12.38,1.82,2576,3.44,7.8,10.59,0
2.151,-1.56,-2.34,-0.12,14.36,0.78,0.29,1.000,0.00,0.00,38.50,4.41,68.0,12.27,1.82,2586,3.47,7.8,10.59,0
2.240,-1.56,-2.34,0.00,14.47,0.70,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.37,1.82,2594,3.45,7.8,10.59,0
2.347,-1.56,-2.34,-0.12,14.47,0.42,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.16,1.80,2598,3.48,7.8,10.59,0
2.441,-1.56,-2.34,-0.12,14.47,0.26,0.28,1.000,0.00,0.00,38.50,4.40,68.0,12.25,1.82,2578,3.46,7.8,10.59,0
2.554,-1.56,-2.34,-0.12,14.47,0.18,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.26,1.82,2598,3.48,7.8,10.59,0
2.651,-1.56,-2.34,-0.12,14.47,0.13,0.28,1.000,0.00,0.00,38.50,4.42,68.0,12.20,1.80,2592,3.51,7.8,10.59,0
2.745,-0.78,-2.34,-0.12,14.47,0.10,0.28,1.000,0.00,0.00,38.50,4.39,68.0,12.26,1.82,2572,3.48,7.8,10.59,0
2.845,-0.78,-2.34,0.00,14.47,0.09,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.26,1.80,2594,3.51,7.8,10.59,0
2.939,-0.78,-2.34,0.00,14.47,0.09,0.28,1.000,0.00,0.00,38.50,4.41,68.0,12.14,1.82,2586,3.49,7.8,10.59,0
3.039,-1.56,-2.34,-0.12,14.47,0.10,0.28,1.000,0.00,0.00,38.50,4.40,68.0,12.20,1.82,2580,3.51,7.8,10.59,0
3.145,-0.78,-2.34,-0.12,14.47,0.10,0.28,1.000,0.00,0.00,38.50,4.37,68.0,12.15,1.80,2562,3.51,7.8,10.59,0
3.244,-0.78,-2.34,-0.12,14.47,0.10,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.26,1.80,2594,3.51,7.8,10.59,0
3.339,-0.78,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.37,68.0,12.15,1.82,2559,3.50,7.8,10.59,0
3.445,-0.78,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.39,68.0,12.14,1.80,2571,3.53,7.8,10.59,0
3.540,-0.78,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.40,68.0,12.26,1.82,2577,3.51,7.8,10.59,0
3.639,-0.78,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.24,1.82,2593,3.48,7.8,10.59,0
3.744,-1.56,-2.34,-0.12,14.36,0.12,0.29,1.000,0.00,0.00,38.50,4.38,68.0,12.15,1.82,2566,3.51,7.8,10.59,0
3.843,-1.56,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.43,68.0,12.26,1.82,2598,3.48,7.8,10.59,0
3.948,-1.56,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.38,68.0,12.21,1.82,2566,3.51,7.8,10.59,0
4.048,-1.56,-2.34,-0.12,14.47,0.10,0.29,1.000,0.00,0.00,38.50,4.38,68.0,12.25,1.80,2566,3.53,7.8,10.59,0
4.146,-0.78,-2.34,0.00,14.47,0.09,0.28,1.000,0.00,0.00,38.50,4.37,68.0,12.25,1.80,2562,3.51,7.8,10.59,0
4.243,-1.56,-2.34,-0.12,14.36,0.09,0.28,1.000,0.00,0.00,38.50,4.41,68.0,12.31,1.82,2586,3.52,7.8,10.59,0
4.343,-1.56,-2.34,-0.12,14.36,0.09,0.28,1.000,0.00,0.00,38.50,4.37,68.0,12.14,1.82,2562,3.49,7.8,10.59,0
4.440,-0.78,-2.34,-0.12,14.47,0.10,0.29,1.000,0.00,0.00,38.50,4.37,68.0,12.21,1.80,2558,3.52,7.8,10.59,0
4.540,-0.78,-2.34,-0.12,14.47,0.10,0.28,1.000,0.00,0.00,38.50,4.40,68.0,12.09,1.82,2578,3.51,7.8,10.59,0
4.640,-2.34,-2.34,-0.12,14.36,0.10,0.29,1.000,0.00,0.00,38.50,4.40,68.0,12.24,1.82,2581,3.52,7.8,10.59,0
4.740,-1.56,-2.34,-0.12,14.24,0.10,0.28,1.000,0.00,0.00,38.50,4.38,68.0,12.25,1.80,2567,3.51,7.8,10.59,0
4.840,-0.78,-2.34,0.00,14.47,0.10,0.28,1.000,0.00,0.00,38.50,4.36,68.0,12.05,1.82,2556,3.49,7.8,10.59,0
4.940,-0.78,-2.34,0.00,14.59,0.10,0.28,1.000,0.00,0.00,38.50,4.40,68.0,12.26,1.80,2580,3.55,7.8,10.59,0
5.044,0.00,-2.34,0.00,14.59,0.09,0.28,1.000,0.00,0.00,38.50,4.39,68.0,12.35,1.80,2575,3.48,7.8,10.59,0
5.143,-0.78,-2.34,-0.12,14.47,0.08,0.29,1.000,0.00,0.00,38.50,4.36,68.0,12.15,1.80,2555,3.51,7.8,10.59,0
5.242,-0.78,-2.34,-0.12,14.47,0.09,0.28,1.000,0.00,0.00,38.50,4.41,68.0,11.99,1.80,2585,3.54,7.8,10.59,0
5.342,-1.56,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.36,68.0,12.12,1.82,2557,3.48,7.8,10.59,0
5.440,-1.56,-2.34,-0.12,14.36,0.10,0.28,1.000,0.00,0.00,38.50,4.36,68.0,12.13,1.80,2552,3.57,7.8,10.59,0
5.548,-0.78,-2.34,-0.12,14.47,0.09,0.28,1.000,0.00,0.00,38.50,4.35,68.0,12.13,1.82,2550,3.51,7.8,10.59,0
5.646,0.00,-2.34,0.00,14.47,0.08,0.28,1.000,0.00,0.00,38.50,4.41,68.0,12.15,1.80,2584,3.56,7.8,10.59,0
5.741,-0.78,-2.34,-0.12,14.47,0.09,0.28,1.000,0.00,0.00,38.50,4.37,68.0,12.25,1.80,2561,3.48,7.8,10.59,0
5.847,-0.78,-2.34,-0.12,14.36,0.09,0.29,1.000,0.00,0.00,38.50,4.37,68.0,12.30,1.82,2558,3.54,8.2,10.98,0
5.940,-0.78,-2.34,-0.12,14.47,0.09,0.29,1.000,0.00,0.00,40.00,4.90,68.0,15.01,1.96,2552,3.53,10.2,12.94,0
6.040,-3.12,-2.34,-0.12,14.13,0.09,0.33,1.000,0.00,0.00,42.00,4.97,68.0,15.78,1.96,2586,2.93,10.2,13.33,0
6.140,1.56,-2.34,0.00,14.81,0.11,0.36,1.000,0.00,0.00,42.50,5.46,68.0,15.95,1.96,2560,2.78,10.2,13.73,0
6.240,3.12,-2.34,0.00,14.93,0.07,0.37,1.000,0.00,0.00,42.50,5.44,68.0,15.71,1.96,2550,2.57,10.2,13.73,0
6.340,1.56,-2.34,0.00,14.59,0.06,0.37,1.000,0.00,0.00,43.00,5.50,68.0,16.87,2.02,2576,2.55,11.4,14.90,0
6.440,3.91,-2.34,0.00,14.59,0.08,0.39,1.000,0.00,0.00,44.00,6.03,68.0,18.04,2.04,2568,2.43,11.4,15.29,0
6.540,5.47,-2.34,0.00,14.93,0.07,0.41,1.000,0.00,0.00,44.50,6.02,68.0,18.45,2.04,2564,1.98,11.4,15.29,0
6.640,3.12,-2.34,-0.12,14.36,0.06,0.42,1.000,0.00,0.00,44.50,6.01,69.8,18.26,2.04,2559,1.95,11.4,15.29,0
6.742,3.12,-2.34,-0.12,14.24,0.10,0.42,1.000,0.00,0.00,44.50,6.04,69.8,18.11,2.04,2572,1.84,11.4,15.29,0
6.840,3.91,-2.34,0.00,14.47,0.14,0.43,1.000,0.00,0.00,44.50,6.61,69.8,19.09,2.08,2581,1.88,11.8,15.69,0
6.940,5.47,-2.34,0.00,14.59,0.14,0.44,1.000,0.00,0.00,45.00,6.57,69.8,19.01,2.06,2565,1.65,11.8,15.69,0
7.040,4.69,-2.34,0.00,14.47,0.10,0.44,1.000,0.00,0.00,45.00,6.62,69.8,19.01,2.06,2584,1.67,11.4,15.69,0
7.145,3.91,-2.34,-0.12,14.36,0.10,0.44,1.000,0.00,0.00,44.50,6.05,69.8,18.71,2.06,2576,1.70,11.4,15.69,0
7.247,3.91,-2.34,-0.12,14.36,0.14,0.44,1.000,0.00,0.00,44.50,6.58,69.8,18.87,2.06,2571,1.67,11.4,15.69,0
7.347,4.69,-2.34,-0.12,14.47,0.21,0.44,1.000,0.00,0.00,45.00,6.58,69.8,19.09,2.06,2570,1.70,11.8,15.69,0
7.446,5.47,-2.34,-0.12,14.47,0.20,0.44,1.000,0.00,0.00,45.00,6.63,69.8,19.25,2.08,2591,1.59,11.8,16.08,0
7.540,5.47,-2.34,0.00,14.47,0.15,0.45,1.000,0.00,0.00,45.00,6.62,69.8,19.09,2.08,2586,1.59,11.8,16.08,0
7.640,6.25,-2.34,0.00,14.47,0.13,0.45,1.000,0.00,0.00,45.00,6.55,69.8,19.24,2.08,2560,1.59,11.8,15.69,0
7.740,5.47,-2.34,-0.12,14.36,0.12,0.45,1.000,0.00,0.00,45.00,6.62,69.8,19.16,2.08,2587,1.58,11.8,15.69,0
7.839,5.47,-2.34,-0.12,14.36,0.14,0.45,1.000,0.00,0.00,45.00,6.64,69.8,19.16,2.08,2593,1.61,11.8,15.69,0
7.939,4.69,-2.34,-0.12,14.36,0.41,0.45,1.000,0.00,0.00,45.00,6.61,69.8,18.93,2.06,2581,1.55,11.8,16.08,0
8.041,4.69,-2.34,-0.12,14.36,0.61,0.44,1.000,0.00,0.00,45.00,6.57,69.8,19.47,2.08,2567,1.55,11.8,15.69,0
8.140,5.47,-2.34,-0.12,14.47,0.68,0.45,1.000,0.00,0.00,45.00,6.62,69.8,19.31,2.08,2587,1.56,11.8,16.08,0
8.240,5.47,-2.34,-0.12,14.36,0.48,0.45,1.000,0.00,0.00,45.00,6.61,69.8,19.24,2.06,2581,1.55,11.4,16.08,0
8.339,4.69,-2.34,-0.12,14.24,0.56,0.44,1.000,0.00,0.00,45.00,6.61,69.8,19.01,2.06,2583,1.60,11.8,15.69,0
8.443,3.91,-2.34,-0.12,14.24,0.74,0.44,1.000,0.00,0.00,45.00,6.10,69.8,19.24,2.08,2601,1.57,11.8,16.08,0
8.544,3.91,-2.34,-0.12,14.36,0.74,0.44,1.000,0.00,0.00,45.00,6.59,69.8,19.24,2.08,2575,1.57,11.8,16.08,0
8.643,3.91,-2.34,-0.12,14.47,0.61,0.44,1.000,0.00,0.00,45.00,6.61,69.8,19.24,2.08,2583,1.56,11.8,15.69,0
8.739,4.69,-2.34,-0.12,14.47,0.40,0.44,1.000,0.00,0.00,45.00,6.67,69.8,19.09,2.08,2607,1.57,11.8,16.08,0
8.845,3.91,-2.34,-0.12,14.36,0.37,0.44,1.000,0.00,0.00,45.00,6.65,69.8,19.09,2.08,2599,1.57,11.8,15.69,0
8.943,5.47,-2.34,-0.12,14.47,0.36,0.44,1.000,0.00,0.00,45.00,6.05,69.8,19.16,2.08,2580,1.57,11.8,15.69,0
9.040,4.69,-2.34,-0.12,14.36,0.42,0.44,1.000,0.00,0.00,45.00,6.12,69.8,18.69,2.06,2606,1.57,11.4,15.69,0
9.139,5.47,-2.34,-0.12,14.47,0.45,0.44,1.000,0.00,0.00,45.00,6.67,69.8,19.09,2.06,2604,1.56,11.4,15.69,0
9.239,5.47,-2.34,-0.12,14.47,0.38,0.44,1.000,0.00,0.00,45.00,6.60,69.8,19.40,2.08,2580,1.59,11.8,16.08,0
9.341,5.47,-2.34,-0.12,14.47,0.35,0.44,1.000,0.00,0.00,45.00,6.70,69.8,19.16,2.08,2616,1.55,11.8,16.08,0
9.445,5.47,-2.34,-0.12,14.36,0.32,0.44,1.000,0.00,0.00,45.00,6.67,69.8,19.24,2.08,2605,1.53,11.8,15.69,0
9.539,5.47,-2.34,-0.12,14.36,0.28,0.44,1.000,0.00,0.00,45.00,6.61,69.8,19.24,2.08,2583,1.55,11.8,16.08,0
9.645,5.47,-2.34,-0.12,14.36,0.38,0.44,1.000,0.00,0.00,45.00,6.67,69.8,19.09,2.08,2607,1.51,11.4,16.08,0
9.745,4.69,-2.34,-0.12,14.36,0.67,0.44,1.000,0.00,0.00,45.00,6.12,69.8,18.77,2.08,2610,1.57,11.4,15.69,0
9.842,4.69,-2.34,-0.12,14.36,0.78,0.44,1.000,0.00,0.00,45.00,6.65,69.8,19.16,2.06,2596,1.59,11.4,15.69,0
9.939,4.69,-2.34,-0.12,14.36,0.77,0.44,1.000,0.00,0.00,45.00,6.14,69.8,19.24,2.08,2618,1.55,11.8,16.08,0
10.039,3.91,-2.34,-0.12,14.36,0.74,0.44,1.000,0.00,0.00,45.00,6.68,69.8,19.31,2.08,2608,1.58,11.8,16.08,0
10.139,4.69,-2.34,-0.12,14.36,0.70,0.45,1.000,0.00,0.00,45.00,6.66,69.8,19.08,2.08,2602,1.47,11.8,16.08,0
10.246,4.69,-2.34,-0.12,14.47,0.66,0.44,1.000,0.00,0.00,45.00,6.15,69.8,19.24,2.06,2620,1.52,11.8,16.08,0
10.343,3.91,-2.34,-0.12,14.36,0.69,0.44,1.000,0.00,0.00,45.00,6.69,69.8,19.09,2.08,2612,1.55,11.8,15.69,0
10.439,3.91,-2.34,-0.12,14.36,0.70,0.44,1.000,0.00,0.00,45.00,6.66,69.8,19.24,2.08,2602,1.51,11.8,16.08,0
10.539,3.91,-2.34,-0.12,14.47,0.70,0.44,1.000,0.00,0.00,45.00,6.70,69.8,19.39,2.08,2619,1.56,11.8,16.08,0
10.639,3.91,-2.34,-0.12,14.36,0.52,0.44,1.000,0.00,0.00,45.00,6.64,69.8,19.39,2.08,2594,1.56,11.8,16.08,0
10.747,4.69,-2.34,-0.12,14.47,0.36,0.44,1.000,0.00,0.00,45.00,6.68,69.8,19.24,2.08,2609,1.55,11.8,16.08,0
10.846,3.91,-2.34,-0.12,14.36,0.32,0.44,1.000,0.00,0.00,45.00,6.73,69.8,19.47,2.08,2627,1.55,11.8,16.08,0
10.946,4.69,-2.34,-0.12,14.47,0.38,0.45,1.000,0.00,0.00,45.00,6.66,69.8,19.39,2.08,2601,1.50,11.8,16.08,0
11.046,4.69,-2.34,-0.12,14.47,0.51,0.45,1.000,0.00,0.00,45.00,6.67,69.8,19.09,2.08,2604,1.49,11.8,16.08,0
11.145,3.91,-2.34,-0.12,14.24,0.53,0.44,1.000,0.00,0.00,45.00,6.17,69.8,19.17,2.08,2631,1.49,11.8,16.08,0
11.243,5.47,-2.34,-0.12,14.47,0.79,0.44,1.000,0.00,0.00,45.00,6.69,69.8,19.24,2.08,2614,1.51,11.8,16.08,0
11.341,5.47,-2.34,0.00,14.47,0.73,0.44,1.000,0.00,0.00,45.00,6.72,69.8,19.16,2.08,2626,1.52,11.8,16.08,0
11.439,4.69,-2.34,-0.12,14.47,0.61,0.44,1.000,0.00,0.00,45.00,6.74,69.8,19.47,2.08,2632,1.50,11.8,16.08,0
11.543,4.69,-2.34,-0.12,14.36,0.55,0.44,1.000,0.00,0.00,45.00,6.70,69.8,19.24,2.08,2618,1.54,11.8,16.08,0
11.647,3.91,-2.34,-0.12,14.24,0.73,0.44,1.000,0.00,0.00,45.00,6.76,69.8,19.39,2.08,2641,1.53,11.8,16.08,0
11.746,3.91,-2.34,-0.12,14.36,0.81,0.44,1.000,0.00,0.00,45.00,6.68,69.8,19.32,2.08,2608,1.47,11.8,16.08,0
11.844,4.69,-2.34,-0.12,14.47,0.75,0.44,1.000,0.00,0.00,45.00,6.14,69.8,19.08,2.08,2618,1.56,11.8,16.08,0
11.944,4.69,-2.34,0.00,14.47,0.60,0.44,1.000,0.00,0.00,45.00,6.76,69.8,19.39,2.08,2640,1.59,11.8,16.47,0
12.043,4.69,-2.34,0.00,14.59,0.67,0.44,1.000,0.00,0.00,45.00,6.70,69.8,19.39,2.08,2616,1.44,11.8,16.08,0
12.143,3.91,-2.34,-0.12,14.36,0.46,0.44,1.000,0.00,0.00,45.00,6.75,69.8,19.09,2.08,2635,1.44,11.4,15.69,0
12.243,3.12,-2.34,-0.12,14.24,0.75,0.44,1.000,0.00,0.00,45.00,6.18,69.8,19.26,2.08,2636,1.55,11.4,16.08,0
12.341,3.91,-2.34,-0.12,14.24,0.81,0.44,1.000,0.00,0.00,45.00,6.15,69.8,19.24,2.08,2621,1.55,11.8,16.08,0
12.439,3.91,-2.34,0.00,14.47,0.78,0.44,1.000,0.00,0.00,45.00,6.79,69.8,18.93,2.08,2653,1.54,11.8,16.08,0
12.539,3.91,-2.34,-0.12,14.47,0.60,0.44,1.000,0.00,0.00,45.00,6.15,69.8,19.24,2.06,2622,1.52,11.8,16.08,0
12.639,3.91,-2.34,-0.12,14.36,0.41,0.44,1.000,0.00,0.00,45.00,6.15,69.8,18.94,2.08,2622,1.52,11.8,16.08,0
12.746,4.69,-2.34,-0.12,14.36,0.40,0.43,1.000,0.00,0.00,45.00,6.76,69.8,19.47,2.08,2642,1.54,11.8,16.08,0
12.843,5.47,-2.34,0.00,14.47,0.38,0.44,1.000,0.00,0.00,45.00,6.73,69.8,19.39,2.08,2629,1.52,11.8,16.08,0
12.946,5.47,-2.34,0.00,14.47,0.27,0.44,1.000,0.00,0.00,45.00,6.78,69.8,19.62,2.08,2648,1.49,11.8,16.47,0
13.043,5.47,-2.34,-0.12,14.47,0.24,0.44,1.000,0.00,0.00,45.00,6.73,69.8,19.24,2.08,2628,1.43,11.8,16.08,0
13.139,3.91,-2.34,-0.12,14.24,0.32,0.44,1.000,0.00,0.00,45.00,6.16,69.8,19.32,2.08,2626,1.52,11.8,16.08,0
13.238,4.69,-2.34,-0.12,14.24,0.78,0.44,1.000,0.00,0.00,45.00,6.78,69.8,19.24,2.08,2649,1.53,11.8,16.08,0
13.343,4.69,-2.34,-0.12,14.36,0.80,0.44,1.000,0.00,0.00,45.00,6.16,69.8,19.32,2.08,2626,1.48,11.8,16.08,0
13.447,5.47,-2.34,0.00,14.47,0.70,0.44,1.000,0.00,0.00,45.00,6.80,69.8,19.39,2.08,2656,1.50,11.8,16.08,0
13.538,4.69,-2.34,-0.12,14.47,0.59,0.44,1.000,0.00,0.00,45.00,6.74,69.8,19.31,2.08,2631,1.52,11.8,16.08,0
13.644,4.69,-2.34,-0.12,14.36,0.52,0.44,1.000,0.00,0.00,45.00,6.74,69.8,19.08,2.08,2633,1.50,11.8,16.08,0
13.740,3.91,-2.34,-0.12,14.24,0.72,0.43,1.000,0.00,0.00,45.00,6.24,69.8,19.24,2.08,2659,1.53,11.8,16.08,0
13.848,4.69,-2.34,-0.12,14.36,0.76,0.44,1.000,0.00,0.00,45.50,6.20,68.0,19.47,2.08,2640,1.55,11.8,16.08,0
13.938,4.69,-2.34,-0.12,14.47,0.71,0.44,1.000,0.00,0.00,45.00,6.79,68.0,19.54,2.08,2651,1.51,11.8,16.08,0
14.043,4.69,-2.34,-0.12,14.47,0.51,0.44,1.000,0.00,0.00,45.00,6.74,68.0,19.53,2.08,2632,1.49,11.8,16.47,0
14.143,4.69,-2.34,-0.12,14.36,0.52,0.44,1.000,0.00,0.00,45.50,6.82,68.0,19.39,2.08,2662,1.43,11.8,16.08,0
14.238,3.91,-2.34,-0.12,14.24,0.65,0.44,1.000,0.00,0.00,45.00,6.83,68.0,19.39,2.08,2668,1.49,11.8,16.47,0
14.340,3.91,-2.34,-0.12,14.24,0.78,0.44,1.000,0.00,0.00,45.50,6.18,68.0,19.16,2.08,2635,1.50,11.8,16.08,0
14.438,3.12,-2.34,-0.12,14.36,0.77,0.44,1.000,0.00,0.00,45.00,6.24,68.0,19.39,2.08,2659,1.43,11.8,16.08,0
14.538,3.12,-2.34,-0.12,14.36,0.75,0.44,1.000,0.00,0.00,45.50,6.20,68.0,19.54,2.08,2642,1.47,11.8,16.08,0
14.639,3.12,-2.34,-0.12,14.36,0.68,0.44,1.000,0.00,0.00,45.50,6.85,68.0,19.54,2.08,2674,1.52,11.8,16.08,0
14.743,3.91,-2.34,-0.12,14.36,0.61,0.44,1.000,0.00,0.00,45.00,6.22,68.0,19.39,2.08,2651,1.54,11.8,16.47,0
14.841,3.91,-2.34,0.00,14.47,0.73,0.44,1.000,0.00,0.00,45.50,6.21,68.0,19.39,2.08,2646,1.47,11.8,16.47,0
14.943,3.91,-2.34,-0.12,14.47,0.57,0.44,1.000,0.00,0.00,45.00,6.25,68.0,19.62,2.08,2662,1.47,11.8,16.47,0
15.040,3.91,-2.34,-0.12,14.47,0.46,0.44,1.000,0.00,0.00,45.50,6.81,68.0,19.47,2.08,2658,1.52,11.8,16.08,0
15.145,3.12,-2.34,-0.12,14.24,0.42,0.44,1.000,0.00,0.00,45.00,6.27,68.0,19.09,2.08,2670,1.51,11.8,16.47,0
15.245,3.91,-2.34,-0.12,14.36,0.61,0.43,1.000,0.00,0.00,45.50,6.23,68.0,19.25,2.08,2654,1.49,11.8,16.47,0
15.338,4.69,-2.34,0.00,14.47,0.68,0.43,1.000,0.00,0.00,45.50,6.27,68.0,19.54,2.08,2670,1.47,11.8,16.08,0
15.438,3.91,-2.34,-0.12,14.47,0.42,0.44,1.000,0.00,0.00,45.00,6.22,68.0,19.31,2.08,2649,1.54,11.8,16.08,0
15.543,3.91,-2.34,-0.12,14.47,0.33,0.44,1.000,0.00,0.00,45.50,6.82,68.0,19.39,2.08,2666,1.53,11.8,16.47,0
15.640,3.91,-2.34,-0.12,14.36,0.34,0.44,1.000,0.00,0.00,45.00,6.27,68.0,19.39,2.08,2674,1.45,11.8,16.47,0
15.738,4.69,-2.34,-0.12,14.36,0.35,0.44,1.000,0.00,0.00,45.50,6.23,68.0,19.70,2.08,2656,1.47,11.8,16.47,0
15.843,3.91,-2.34,-0.12,14.36,0.60,0.44,1.000,0.00,0.00,45.00,6.84,68.0,19.54,2.08,2672,1.47,11.8,16.47,0
15.938,3.91,-2.34,-0.12,14.36,0.72,0.44,1.000,0.00,0.00,45.50,6.79,68.0,19.63,2.08,2651,1.41,11.8,16.47,0
16.038,3.91,-2.34,-0.12,14.36,0.72,0.44,1.000,0.00,0.00,45.50,6.29,68.0,19.31,2.08,2680,1.46,11.4,16.08,0
16.139,3.91,-2.34,-0.12,14.36,0.66,0.43,1.000,0.00,0.00,45.00,6.22,68.0,19.16,2.08,2650,1.53,11.8,16.08,0
16.238,3.12,-2.34,-0.12,14.36,0.75,0.43,1.000,0.00,0.00,45.50,6.28,68.0,19.09,2.08,2674,1.54,11.8,16.08,0
16.341,3.12,-2.34,-0.12,14.47,0.73,0.43,1.000,0.00,0.00,45.50,6.25,68.0,19.70,2.08,2663,1.57,11.8,16.47,0
16.438,4.69,-2.34,0.00,14.59,0.64,0.44,1.000,0.00,0.00,45.50,6.80,68.0,19.70,2.08,2656,1.47,11.8,16.47,0
16.538,4.69,-2.34,0.00,14.47,0.28,0.44,1.000,0.00,0.00,45.00,6.27,68.0,19.24,2.08,2673,1.42,11.8,16.08,0
16.638,3.91,-2.34,-0.12,14.24,0.22,0.44,1.000,0.00,0.00,45.50,6.23,68.0,19.46,2.08,2654,1.49,11.8,16.08,0
16.738,3.91,-2.34,-0.12,14.36,0.46,0.44,1.000,0.00,0.00,45.00,6.27,68.0,19.39,2.08,2672,1.51,11.8,16.47,0
16.838,3.12,-2.34,-0.12,14.36,0.58,0.43,1.000,0.00,0.00,45.50,6.23,68.0,19.39,2.08,2653,1.46,11.8,16.47,0
16.938,3.12,-2.34,-0.12,14.24,0.70,0.43,1.000,0.00,0.00,45.00,6.28,68.0,19.32,2.08,2675,1.53,11.8,16.08,0
17.038,4.69,-2.34,0.00,14.47,0.74,0.44,1.000,0.00,0.00,45.50,6.24,68.0,19.46,2.08,2658,1.56,11.8,16.47,0
17.138,3.91,-2.34,0.00,14.47,0.55,0.44,1.000,0.00,0.00,45.50,6.85,68.0,19.85,2.08,2676,1.49,11.8,16.47,0
