Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
95.330,0.78,14.84,-0.12,14.47,0.59,-23.37,0.70,15.78,0.00,0.79,45.00,11.78,20,31.94,2.40,2761,10.41,18.8,0.00,0
95.422,0.78,14.84,-0.12,14.36,0.68,-23.44,0.70,15.80,0.00,0.79,45.00,11.69,20,31.93,2.40,2739,10.34,18.8,0.00,0
95.511,1.56,14.84,-0.12,14.47,0.78,-23.72,0.70,15.79,0.00,0.79,45.00,11.81,20,31.83,2.40,2768,10.07,18.8,0.00,0
95.617,0.78,14.84,-0.12,14.47,0.71,-23.44,0.69,15.80,0.00,0.79,45.00,11.16,20,31.94,2.40,2753,10.55,18.8,0.00,0
95.713,0.78,14.84,-0.12,14.47,0.57,-23.37,0.70,15.79,0.00,0.79,45.00,11.81,20,31.82,2.40,2767,10.62,18.8,0.00,0
95.806,1.56,14.84,0.00,14.47,0.66,-23.72,0.69,15.79,0.00,0.79,45.00,11.73,20,32.28,2.40,2749,10.07,18.8,0.00,0
95.909,0.78,14.84,-0.12,14.36,0.74,-23.58,0.70,15.79,0.00,0.79,45.00,11.81,20,32.05,2.40,2768,9.93,18.8,0.00,0
96.008,0.78,14.84,-0.12,14.36,0.73,-23.03,0.70,15.79,0.00,0.79,45.00,11.17,20,31.82,2.40,2756,10.27,18.8,0.00,0
96.099,0.78,14.84,-0.12,14.47,0.59,-23.30,0.69,15.80,0.00,0.79,45.00,11.82,20,32.06,2.40,2770,10.14,18.8,0.00,0
96.199,0.78,14.84,-0.12,14.36,0.70,-23.58,0.70,15.79,0.00,0.79,45.00,11.15,20,32.16,2.40,2751,10.14,18.8,0.00,0
96.298,0.78,14.84,0.00,14.47,0.76,-23.58,0.70,15.79,0.00,0.79,45.00,11.85,20,32.05,2.40,2776,10.62,18.8,0.00,0
96.394,1.56,14.84,0.00,14.47,0.69,-23.03,0.70,15.77,0.00,0.79,45.00,11.78,20,32.16,2.40,2760,10.55,18.8,0.00,0
96.491,0.00,14.84,-0.12,14.36,0.68,-23.24,0.70,15.79,0.00,0.79,45.00,11.76,20,32.05,2.40,2757,10.34,18.8,0.00,0
96.592,0.00,14.84,-0.12,14.36,0.73,-23.44,0.70,15.76,0.00,0.79,45.00,11.26,20,31.82,2.40,2777,10.34,18.8,0.00,0
96.689,0.78,14.84,0.00,14.47,0.73,-23.58,0.69,15.79,0.00,0.79,45.00,11.20,20,32.05,2.40,2762,10.48,18.8,0.00,0
96.791,0.78,14.84,0.00,14.59,0.67,-23.24,0.69,15.77,0.00,0.79,45.00,11.88,20,32.39,2.40,2784,11.03,18.8,0.00,0
96.891,0.78,14.84,-0.12,14.47,0.59,-22.89,0.70,15.77,0.00,0.79,45.00,11.80,20,31.93,2.40,2766,11.03,18.8,0.00,0
96.981,0.00,14.84,-0.12,14.36,0.76,-23.30,0.69,15.78,0.00,0.79,45.00,11.29,20,32.05,2.40,2786,10.82,18.8,0.00,0
97.081,1.56,14.84,0.00,14.59,0.68,-23.30,0.69,15.78,0.00,0.79,45.00,11.80,20,32.72,2.40,2764,11.10,18.8,0.00,0
97.179,1.56,14.84,-0.12,14.47,0.62,-23.24,0.70,15.76,0.00,0.79,45.00,11.91,20,32.05,2.40,2791,11.03,18.8,0.00,0
97.285,0.78,14.84,-0.12,14.36,0.70,-23.24,0.69,15.78,0.00,0.79,45.00,11.84,20,32.05,2.40,2774,11.03,18.8,0.00,0
97.376,0.78,14.84,-0.12,14.36,0.76,-23.44,0.69,15.79,0.00,0.79,45.00,11.34,20,32.27,2.40,2798,10.96,18.8,0.00,0
97.471,0.78,14.84,-0.12,14.47,0.70,-23.44,0.69,15.77,0.00,0.79,45.00,11.84,20,32.16,2.40,2776,11.31,18.8,0.00,0
97.570,0.00,14.84,-0.12,14.36,0.64,-23.24,0.69,15.79,0.00,0.79,45.00,11.94,20,32.28,2.40,2798,11.03,18.8,0.00,0
97.670,0.00,14.84,-0.12,14.36,0.73,-24.06,0.69,15.78,0.00,0.79,45.00,11.26,20,32.06,2.40,2777,10.34,18.4,0.00,0
97.766,0.00,14.84,-0.12,14.36,0.73,-24.75,0.69,15.82,0.00,0.79,45.00,11.27,20,31.38,2.38,2781,10.27,18.4,0.00,0
97.865,0.00,14.84,-0.12,14.36,0.73,-24.82,0.68,15.84,0.00,0.79,45.00,11.36,20,31.39,2.38,2802,10.62,18.4,0.00,0
97.966,0.00,14.84,-0.12,14.47,0.64,-24.61,0.68,15.88,0.00,0.79,45.00,11.28,20,31.51,2.38,2782,10.27,18.4,0.00,0
98.067,0.00,14.84,0.00,14.47,0.73,-25.17,0.68,15.89,0.00,0.79,45.00,11.39,20,31.51,2.38,2811,10.34,18.4,0.00,0
98.159,0.00,14.84,0.00,14.47,0.69,-25.17,0.67,15.89,0.00,0.79,45.00,11.32,20,31.63,2.40,2794,10.82,18.4,0.00,0
98.256,0.78,14.84,-0.12,14.47,0.60,-24.89,0.67,15.90,0.00,0.79,45.00,11.41,20,31.29,2.40,2816,10.89,18.4,0.00,0
98.355,0.78,14.84,-0.12,14.47,0.68,-25.37,0.68,15.88,0.00,0.79,45.00,11.31,20,31.63,2.40,2790,10.41,18.4,0.00,0
98.451,1.56,14.84,0.00,14.59,0.74,-25.44,0.68,15.89,0.00,0.79,45.00,11.31,20,31.51,2.40,2790,10.89,18.4,0.00,0
98.550,0.78,14.84,-0.12,14.47,0.70,-25.23,0.67,15.88,0.00,0.79,45.00,11.42,20,31.40,2.40,2817,10.96,18.4,0.00,0
98.651,0.78,14.84,-0.12,14.36,0.70,-25.30,0.67,15.91,0.00,0.79,45.00,11.35,20,31.40,2.40,2799,11.10,18.4,0.00,0
98.748,0.00,14.84,-0.12,14.36,0.73,-25.79,0.67,15.90,0.00,0.79,45.00,11.42,20,31.18,2.38,2817,10.82,18.4,0.00,0
98.846,0.78,14.84,0.00,14.47,0.73,-25.92,0.67,15.92,0.00,0.79,45.00,11.37,20,31.63,2.38,2805,11.10,18.4,0.00,0
98.945,0.78,14.84,-0.12,14.59,0.57,-25.65,0.67,15.93,0.00,0.79,45.00,11.44,20,31.18,2.40,2823,10.62,18.4,0.00,0
99.045,0.00,14.84,-0.12,14.36,0.71,-25.99,0.67,15.92,0.00,0.79,45.00,11.44,20,31.41,2.40,2822,11.51,18.4,0.00,0
99.138,0.78,14.84,0.00,14.47,0.74,-25.72,0.67,15.91,0.00,0.79,45.00,11.38,20,31.18,2.40,2808,11.38,18.4,0.00,0
99.237,0.78,14.84,0.00,14.47,0.70,-25.65,0.67,15.93,0.00,0.79,45.00,11.47,20,31.41,2.38,2829,10.62,18.4,0.00,0
99.333,0.00,14.84,-0.12,14.36,0.67,-25.79,0.67,15.94,0.00,0.79,45.50,11.38,20,31.30,2.38,2808,11.10,18.4,0.00,0
99.434,0.00,14.84,-0.12,14.36,0.76,-25.99,0.67,15.94,0.00,0.79,45.50,11.48,20,31.18,2.38,2833,11.65,18.4,0.00,0
99.537,0.78,14.84,0.00,14.59,0.66,-26.06,0.66,15.95,0.00,0.79,45.50,11.49,20,31.30,2.38,2835,10.89,18.4,0.00,0
99.627,0.00,14.84,-0.12,14.47,0.64,-25.99,0.67,15.94,0.00,0.79,45.50,11.41,20,31.19,2.38,2816,10.76,18.4,0.00,0
99.731,0.00,14.84,-0.12,14.47,0.75,-26.20,0.67,15.96,0.00,0.79,45.50,11.50,20,31.19,2.38,2837,10.89,18.4,0.00,0
99.828,0.00,14.84,0.00,14.47,0.70,-26.13,0.66,15.96,0.00,0.79,45.50,11.44,20,31.41,2.38,2824,11.17,18.4,0.00,0
99.929,0.00,14.84,-0.12,14.47,0.60,-26.06,0.66,15.96,0.00,0.79,45.00,11.42,20,31.64,2.38,2816,11.24,18.4,0.00,0
100.019,-0.78,14.84,-0.12,14.36,0.73,-26.48,0.67,15.94,0.00,0.79,45.50,11.52,20,31.19,2.38,2841,10.82,18.4,0.00,0
100.123,0.00,14.84,0.00,14.47,0.73,-26.48,0.66,15.98,0.00,0.79,45.50,11.46,20,31.19,2.38,2828,11.24,18.0,0.00,0
100.221,0.00,14.84,-0.12,14.47,0.60,-26.75,0.66,15.99,0.00,0.79,45.50,11.53,20,31.31,2.38,2845,11.24,18.0,0.00,0
100.321,-0.78,14.84,-0.12,14.36,0.66,-27.58,0.66,16.01,0.00,0.79,45.50,10.92,20,30.86,2.38,2844,10.34,18.0,0.00,0
100.423,-0.78,14.84,0.00,14.36,0.76,-27.37,0.65,16.00,0.00,0.79,45.50,10.87,20,30.97,2.38,2831,10.62,18.0,0.00,0
100.513,-0.78,14.84,-0.12,14.47,0.68,-27.58,0.65,16.02,0.00,0.79,45.50,10.95,20,30.74,2.38,2851,10.82,18.0,0.00,0
100.625,-0.78,14.84,-0.12,14.47,0.67,-27.92,0.65,16.02,0.00,0.79,45.50,10.96,20,30.75,2.38,2855,10.62,18.0,0.00,0
100.716,-0.78,14.84,0.00,14.47,0.70,-27.65,0.65,16.03,0.00,0.79,45.50,10.89,20,30.86,2.38,2835,11.45,18.0,0.00,0
100.815,0.00,14.84,0.00,14.59,0.52,-27.65,0.65,16.06,0.00,0.79,45.50,10.97,20,30.52,2.36,2857,11.38,18.0,0.00,0
100.916,0.00,14.84,-0.12,14.47,0.57,-27.72,0.65,16.05,0.00,0.79,45.50,10.91,20,30.75,2.38,2842,11.58,18.0,0.00,0
101.006,0.78,14.84,0.00,14.59,0.67,-27.65,0.65,16.06,0.00,0.79,45.50,10.90,20,30.53,2.38,2838,11.58,18.0,0.00,0
101.105,0.78,14.84,0.00,14.47,0.60,-27.58,0.65,16.06,0.00,0.79,45.50,10.98,20,30.98,2.38,2859,11.51,18.0,0.00,0
101.196,0.78,14.84,-0.12,14.47,0.63,-27.99,0.65,16.06,0.00,0.79,45.50,10.91,20,30.98,2.38,2842,11.79,18.0,0.00,0
101.296,0.78,14.84,0.00,14.47,0.73,-27.99,0.65,16.05,0.00,0.79,45.50,10.93,20,30.53,2.38,2846,11.93,18.0,0.00,0
101.390,0.78,14.84,-0.12,14.47,0.70,-27.72,0.65,16.03,0.00,0.79,45.50,11.01,20,30.75,2.38,2866,11.03,18.0,0.00,0
101.490,0.00,14.84,-0.12,14.47,0.69,-27.92,0.64,16.05,0.00,0.79,45.50,10.93,20,30.64,2.36,2846,10.89,18.0,0.00,0
101.589,-0.78,14.84,-0.12,14.36,0.74,-28.41,0.64,16.06,0.00,0.79,45.50,10.95,20,30.53,2.36,2852,11.45,17.6,0.00,0
101.686,0.00,14.84,0.00,14.47,0.71,-28.41,0.64,16.10,0.00,0.79,45.50,11.02,20,30.31,2.36,2870,10.76,17.6,0.00,0
101.786,-0.78,14.84,0.00,14.47,0.66,-28.68,0.64,16.11,0.00,0.79,45.50,10.94,20,30.31,2.38,2848,11.03,17.6,0.00,0
101.887,0.00,14.84,0.00,14.47,0.73,-28.68,0.64,16.09,0.00,0.79,45.50,10.97,20,30.65,2.38,2856,11.65,18.0,0.00,0
101.984,0.78,14.84,0.00,14.59,0.63,-28.48,0.64,16.08,0.00,0.79,45.50,11.04,20,30.54,2.36,2876,11.86,17.6,0.00,0
102.086,-0.78,14.84,-0.12,14.47,0.65,-29.23,0.64,16.11,0.00,0.79,45.50,10.98,20,30.31,2.36,2858,10.76,17.6,0.00,0
102.186,0.00,14.84,0.00,14.47,0.76,-29.23,0.63,16.11,0.00,0.79,45.50,11.00,20,30.20,2.36,2865,11.24,17.6,0.00,0
102.277,0.00,14.84,-0.12,14.47,0.68,-29.23,0.63,16.14,0.00,0.79,46.00,11.08,20,29.98,2.36,2886,11.65,17.6,0.00,0
102.379,-0.78,14.84,-0.12,14.47,0.64,-29.37,0.63,16.14,0.00,0.79,45.50,11.06,20,30.43,2.36,2882,11.79,17.6,0.00,0
102.470,0.00,14.84,0.00,14.47,0.72,-29.51,0.63,16.14,0.00,0.79,45.50,11.00,20,30.32,2.38,2866,11.72,17.6,0.00,0
102.568,0.00,14.84,-0.12,14.47,0.59,-29.30,0.63,16.14,0.00,0.79,45.50,11.11,20,30.55,2.36,2892,11.58,17.6,0.00,0
102.677,-0.78,14.84,-0.12,14.36,0.67,-29.23,0.63,16.14,0.00,0.79,45.50,11.10,20,30.65,2.38,2892,11.72,17.6,0.00,0
102.776,0.00,14.84,0.00,14.47,0.68,-29.37,0.63,16.11,0.00,0.79,45.50,11.04,20,30.65,2.36,2874,11.65,17.6,0.00,0
102.873,0.00,14.84,-0.12,14.47,0.64,-29.30,0.63,16.15,0.00,0.79,45.50,11.02,20,30.32,2.36,2870,11.65,17.6,0.00,0
102.974,-0.78,14.84,0.00,14.47,0.69,-29.51,0.63,16.14,0.00,0.79,46.00,11.12,20,30.09,2.36,2896,11.65,17.6,0.00,0
103.060,0.00,14.84,0.00,14.47,0.72,-29.37,0.63,16.14,0.00,0.79,46.00,11.06,20,30.32,2.36,2880,11.72,17.6,0.00,0
103.155,0.00,14.84,0.00,14.47,0.58,-29.72,0.63,16.13,0.00,0.79,46.00,11.04,20,30.32,2.36,2876,11.79,17.6,0.00,0
103.256,0.00,14.84,0.00,14.47,0.68,-29.79,0.63,16.15,0.00,0.79,46.00,11.14,20,30.32,2.36,2901,11.93,17.6,0.00,0
103.352,0.00,14.84,-0.12,14.47,0.69,-29.72,0.63,16.17,0.00,0.79,46.00,11.13,20,30.20,2.36,2898,12.20,17.6,0.00,0
103.450,0.00,14.84,0.00,14.47,0.67,-29.72,0.63,16.15,0.00,0.79,46.00,11.06,20,30.21,2.36,2879,12.20,17.6,0.00,0
103.551,0.00,14.84,0.00,14.47,0.70,-29.79,0.63,16.15,0.00,0.79,46.00,11.07,20,30.32,2.36,2883,12.13,17.6,0.00,0
103.647,0.00,14.84,-0.12,14.47,0.71,-29.79,0.63,16.16,0.00,0.79,46.00,11.16,20,30.09,2.36,2906,12.00,17.6,0.00,0
103.747,-0.78,14.84,-0.12,14.36,0.70,-29.79,0.62,16.16,0.00,0.79,46.00,11.17,20,30.21,2.36,2908,12.20,17.6,0.00,0
103.840,-0.78,14.84,0.00,14.47,0.74,-29.85,0.62,16.17,0.00,0.79,46.00,11.09,20,30.21,2.36,2888,12.20,17.6,0.00,0
103.944,-0.78,14.84,-0.12,14.47,0.55,-29.85,0.63,16.15,0.00,0.79,46.00,11.10,20,30.09,2.36,2890,12.00,17.6,0.00,0
104.041,0.00,14.84,0.00,14.47,0.68,-29.85,0.63,16.15,0.00,0.79,46.00,11.18,20,30.10,2.36,2910,12.41,17.6,0.00,0
104.139,0.00,14.84,0.00,14.47,0.70,-29.65,0.62,16.18,0.00,0.79,46.00,11.20,20,30.21,2.36,2916,12.41,17.6,0.00,0
104.232,-0.78,14.84,-0.12,14.47,0.68,-29.85,0.62,16.16,0.00,0.79,46.00,11.11,20,30.32,2.36,2894,12.41,17.6,0.00,0
104.332,-1.56,14.84,-0.12,14.36,0.74,-30.06,0.62,16.16,0.00,0.79,46.00,11.14,20,30.32,2.36,2900,12.41,17.6,0.00,0
104.437,-0.78,14.84,0.00,14.47,0.70,-29.92,0.62,16.17,0.00,0.79,46.00,11.22,20,30.10,2.36,2923,12.34,17.6,0.00,0
104.538,-0.78,14.84,-0.12,14.47,0.59,-30.13,0.62,16.18,0.00,0.79,46.00,11.22,20,30.10,2.36,2923,12.48,17.6,0.00,0
104.634,-0.78,14.84,0.00,14.47,0.73,-30.06,0.62,16.17,0.00,0.79,44.00,11.16,20,29.87,2.36,2907,12.62,17.6,0.00,0
104.723,-0.78,14.84,0.00,14.47,0.63,-30.20,0.62,16.18,-2.00,0.79,44.00,11.15,20,30.10,2.36,2904,12.62,17.6,0.00,0
104.822,-0.78,14.84,0.00,14.59,0.58,-30.34,0.62,16.19,-2.00,0.79,44.00,11.26,20,30.10,2.36,2933,12.69,17.6,0.00,0
104.921,-0.78,14.84,-0.12,14.47,0.70,-29.79,0.62,16.18,-2.00,0.79,44.00,11.28,20,30.10,2.36,2938,12.69,17.6,0.00,0
105.021,-0.78,14.84,-0.12,14.47,0.59,-30.06,0.62,16.18,-2.00,0.79,44.00,11.18,20,30.10,2.36,2912,12.27,17.6,0.00,0
105.118,-1.56,14.84,0.00,14.47,0.73,-30.96,0.62,16.18,-2.00,0.79,44.00,11.17,20,29.42,2.34,2910,11.65,16.9,0.00,0
105.214,-3.12,14.84,-0.12,14.24,0.73,-33.99,0.60,16.25,-2.00,0.79,44.50,10.63,20,27.74,2.30,2932,9.86,16.1,0.00,0
105.316,-5.47,14.84,-0.25,14.01,0.81,-35.92,0.58,16.41,-2.00,0.79,44.50,10.03,20,27.35,2.30,2938,7.72,16.1,0.00,0
105.409,-4.69,14.84,-0.12,14.36,0.80,-37.30,0.56,16.51,0.00,0.79,47.00,9.97,20,26.73,2.28,2921,7.79,15.3,0.00,0
105.517,-4.69,14.84,-0.12,14.47,0.68,-38.96,0.55,16.65,0.00,0.79,47.00,9.32,20,25.52,2.24,2914,7.03,14.9,0.00,0
105.604,-6.25,14.84,-0.12,14.36,0.71,-42.13,0.53,16.86,0.00,0.79,47.00,8.73,20,24.11,2.20,2922,2.90,14.1,0.00,0
105.701,-6.25,14.84,-0.12,14.47,0.79,-43.57,0.50,17.11,0.00,0.79,47.00,8.15,20,23.56,2.20,2939,4.14,14.1,0.00,0
105.801,-4.69,14.84,0.00,14.70,0.66,-44.61,0.49,17.19,0.00,0.79,47.00,8.15,20,23.39,2.20,2940,6.07,14.1,0.00,0
105.906,-3.12,14.84,0.00,14.93,0.40,-45.51,0.48,17.27,0.00,0.79,47.00,8.10,20,22.85,2.18,2920,5.52,13.7,0.00,0
105.997,-2.34,14.84,0.00,14.81,0.24,-45.92,0.47,17.39,0.00,0.79,47.00,8.07,20,22.77,2.18,2910,5.93,13.7,0.00,0
106.107,-1.56,14.84,0.00,14.81,0.16,-47.64,0.47,17.48,0.00,0.79,47.00,8.13,20,21.83,2.14,2932,6.21,12.9,0.00,0
106.205,-3.12,14.84,-0.12,14.47,0.14,-49.71,0.45,17.73,0.00,0.79,47.00,7.51,20,20.40,2.10,2934,1.31,12.5,0.00,0
106.290,-3.12,14.84,-0.12,14.36,0.27,-51.16,0.43,17.86,0.00,0.79,47.00,7.45,20,20.31,2.12,2912,2.90,12.9,0.00,0
106.390,-0.78,14.84,0.00,14.81,0.41,-50.95,0.42,17.82,0.00,0.79,47.00,7.45,20,20.51,2.12,2909,5.79,12.9,0.00,0
106.488,2.34,14.84,0.12,15.16,0.15,-50.88,0.42,17.93,0.00,0.79,47.00,7.43,20,20.78,2.12,2902,6.62,12.9,0.00,0
106.591,3.12,14.84,0.00,14.93,0.07,-51.09,0.43,17.91,0.00,0.79,47.00,7.49,20,20.60,2.12,2926,5.93,12.9,0.00,0
106.691,2.34,14.84,0.00,14.59,0.08,-51.23,0.42,17.96,0.00,0.79,47.00,7.51,20,20.43,2.12,2932,6.00,12.9,0.00,0
106.787,2.34,14.84,0.00,14.59,0.11,-51.57,0.42,17.99,0.00,0.79,47.00,7.43,20,20.61,2.12,2902,6.27,12.9,0.00,0
106.886,2.34,14.84,0.00,14.47,0.12,-51.85,0.42,18.01,0.00,0.79,47.00,7.44,20,20.44,2.12,2905,6.41,12.9,0.00,0
106.983,1.56,14.84,-0.12,14.47,0.13,-51.99,0.42,17.97,0.00,0.79,47.00,7.49,20,20.60,2.10,2926,6.69,12.9,0.00,0
107.075,1.56,14.84,-0.12,14.47,0.18,-52.06,0.42,18.01,0.00,0.79,47.00,7.48,20,20.44,2.10,2921,7.03,12.9,0.00,0
107.177,1.56,14.84,0.00,14.47,0.25,-52.19,0.42,18.02,0.00,0.79,47.00,7.43,20,20.35,2.10,2904,7.17,12.9,0.00,0
107.278,2.34,14.84,0.00,14.59,0.28,-52.19,0.42,18.05,0.00,0.79,47.00,7.41,20,20.44,2.10,2895,7.24,12.9,0.00,0
107.374,2.34,14.84,0.00,14.59,0.23,-52.33,0.42,18.00,0.00,0.79,47.00,7.47,20,20.35,2.10,2919,7.24,12.9,0.00,0
107.468,2.34,14.84,0.00,14.59,0.18,-52.40,0.42,18.03,0.00,0.79,47.00,7.46,20,20.28,2.12,2916,7.24,12.9,0.00,0
107.572,2.34,14.84,0.00,14.47,0.21,-52.26,0.42,18.04,0.00,0.79,47.00,7.40,20,20.35,2.10,2891,7.31,12.9,0.00,0
107.666,1.56,14.84,0.00,14.47,0.23,-52.61,0.42,18.01,0.00,0.79,47.00,7.41,20,20.44,2.12,2894,7.24,12.9,0.00,0
107.760,2.34,14.84,0.00,14.47,0.22,-52.40,0.42,18.02,0.00,0.79,47.00,7.45,20,20.20,2.10,2908,7.52,12.9,0.00,0
107.857,2.34,14.84,0.00,14.59,0.24,-52.61,0.42,18.01,0.00,0.79,47.00,7.45,20,20.20,2.10,2908,7.52,12.9,0.00,0
107.964,2.34,14.84,0.00,14.47,0.19,-52.47,0.42,18.06,0.00,0.79,47.00,7.40,20,20.13,2.10,2891,7.65,12.9,0.00,0
108.059,2.34,14.84,0.00,14.59,0.16,-52.40,0.42,18.05,0.00,0.79,47.00,7.39,20,20.28,2.10,2886,7.65,12.9,0.00,0
108.158,2.34,14.84,0.00,14.47,0.14,-52.68,0.42,18.02,0.00,0.79,47.00,7.43,20,20.28,2.10,2904,7.38,12.9,0.00,0
108.249,2.34,14.84,0.00,14.47,0.12,-52.68,0.42,18.04,0.00,0.79,47.00,7.39,20,20.20,2.10,2885,7.52,12.9,0.00,0
108.353,3.12,14.84,0.00,14.59,0.13,-52.68,0.42,18.03,0.00,0.79,47.00,7.38,20,20.28,2.10,2884,7.52,12.9,0.00,0
108.451,3.12,14.84,0.00,14.59,0.14,-52.61,0.42,18.07,0.00,0.79,47.00,7.43,20,20.28,2.10,2902,7.72,12.9,0.00,0
108.551,3.12,14.84,0.00,14.47,0.12,-52.68,0.42,18.05,0.00,0.79,47.00,7.43,20,20.28,2.10,2902,7.72,12.9,0.00,0
108.649,3.12,14.84,0.00,14.47,0.15,-52.54,0.42,18.02,0.00,0.79,47.00,7.37,20,20.44,2.10,2877,7.65,12.9,0.00,0
108.739,2.34,14.84,-0.12,14.47,0.19,-52.74,0.42,18.08,0.00,0.79,47.00,7.38,20,20.36,2.10,2882,7.86,12.9,0.00,0
108.838,2.34,14.84,-0.12,14.47,0.21,-52.61,0.42,18.04,0.00,0.79,47.00,7.41,20,20.28,2.10,2895,7.65,12.9,0.00,0
108.936,3.12,14.84,0.00,14.47,0.24,-52.74,0.42,18.05,0.00,0.79,47.00,7.42,20,20.28,2.10,2899,7.58,12.9,0.00,0
109.034,2.34,14.84,0.00,14.47,0.23,-52.74,0.42,18.04,0.00,0.79,47.00,7.37,20,20.28,2.10,2878,7.79,12.9,0.00,0
109.136,2.34,14.84,-0.12,14.47,0.21,-52.74,0.42,18.03,0.00,0.79,47.00,7.43,20,20.28,2.10,2900,7.72,12.9,0.00,0
109.235,3.12,14.84,0.00,14.47,0.22,-52.74,0.42,18.02,0.00,0.79,47.00,7.43,20,20.20,2.10,2902,7.93,12.9,0.00,0
109.334,3.12,14.84,0.00,14.59,0.20,-52.61,0.42,18.09,0.00,0.79,47.00,7.36,20,20.28,2.10,2874,7.93,12.9,0.00,0
109.431,3.91,14.84,0.00,14.59,0.18,-52.61,0.42,18.06,0.00,0.79,47.00,7.36,20,20.36,2.10,2875,7.72,12.9,0.00,0
109.529,2.34,14.84,-0.12,14.36,0.18,-52.61,0.42,18.06,0.00,0.79,47.00,7.41,20,20.28,2.10,2893,7.86,12.9,0.00,0
109.628,3.12,14.84,0.00,14.47,0.21,-52.68,0.42,18.09,0.00,0.79,47.00,7.40,20,20.28,2.10,2890,7.72,12.9,0.00,0
109.736,3.12,14.84,-0.12,14.47,0.21,-52.68,0.42,18.06,0.00,0.79,47.00,7.34,20,20.36,2.12,2868,7.86,12.9,0.00,0
109.825,2.34,14.84,-0.12,14.36,0.24,-52.95,0.42,18.02,0.00,0.79,47.00,7.40,20,20.28,2.10,2890,7.72,12.9,0.00,0
109.922,3.12,14.84,0.00,14.47,0.30,-52.68,0.42,18.05,0.00,0.79,47.00,7.41,20,20.28,2.10,2895,7.72,12.9,0.00,0
110.026,2.34,14.84,-0.12,14.47,0.47,-52.74,0.42,18.09,0.00,0.79,47.00,7.34,20,20.28,2.10,2869,7.79,12.9,0.00,0
110.126,3.12,14.84,0.00,14.47,0.40,-52.74,0.42,18.06,0.00,0.79,47.00,7.34,20,20.21,2.10,2868,8.00,12.9,0.00,0
110.212,3.91,14.84,0.00,14.59,0.38,-52.74,0.42,18.10,0.00,0.79,47.00,7.40,20,20.36,2.10,2892,7.93,12.9,0.00,0
110.307,3.91,14.84,0.00,14.59,0.36,-52.74,0.42,18.06,0.00,0.79,47.00,7.33,20,20.21,2.10,2864,7.93,12.9,0.00,0
110.405,3.12,14.84,0.00,14.47,0.35,-52.81,0.42,18.11,0.00,0.79,47.00,7.35,20,20.13,2.10,2869,7.93,12.9,0.00,0
110.505,3.91,14.84,0.00,14.59,0.39,-52.81,0.42,18.07,0.00,0.79,47.00,7.40,20,20.06,2.10,2892,7.86,12.9,0.00,0
110.606,3.12,14.84,-0.12,14.47,0.40,-52.74,0.42,18.06,0.00,0.79,47.00,7.39,20,20.28,2.10,2885,7.72,12.9,0.00,0
110.707,3.91,14.84,0.00,14.47,0.42,-53.02,0.42,18.10,0.00,0.79,47.00,7.36,20,20.29,2.10,2874,7.93,12.9,0.00,0
110.802,3.12,14.84,-0.12,14.47,0.42,-52.81,0.42,18.08,0.00,0.79,47.00,7.39,20,20.36,2.10,2888,7.86,12.9,0.00,0
110.900,3.12,14.84,-0.12,14.36,0.64,-52.81,0.42,18.07,0.00,0.79,47.00,7.39,20,20.13,2.10,2885,7.86,12.9,0.00,0
111.000,3.12,14.84,0.00,14.47,0.70,-52.81,0.42,18.09,0.00,0.79,47.00,7.34,20,20.28,2.10,2866,7.86,12.9,0.00,0
111.097,3.12,14.84,0.00,14.47,0.69,-52.81,0.42,18.06,0.00,0.79,47.00,7.33,20,20.20,2.10,2864,7.93,12.9,0.00,0
111.195,3.12,14.84,0.00,14.47,0.66,-52.81,0.42,18.09,0.00,0.79,47.00,7.39,20,20.28,2.10,2885,7.93,12.9,0.00,0
111.289,3.91,14.84,0.00,14.59,0.51,-52.74,0.42,18.10,0.00,0.79,47.00,7.34,20,20.28,2.10,2866,8.07,12.9,0.00,0
111.387,3.91,14.84,0.00,14.59,0.42,-52.74,0.42,18.09,0.00,0.79,47.00,7.33,20,20.05,2.10,2865,7.93,12.9,0.00,0
111.488,3.91,14.84,0.00,14.47,0.39,-52.88,0.42,18.09,0.00,0.79,47.00,7.38,20,20.20,2.10,2883,7.93,12.9,0.00,0
111.588,3.91,14.84,0.00,14.47,0.39,-52.81,0.42,18.06,0.00,0.79,47.00,7.38,20,20.36,2.10,2884,7.72,12.9,0.00,0
111.683,3.91,14.84,0.00,14.47,0.52,-52.33,0.42,18.14,0.00,0.79,47.00,7.33,20,20.94,2.12,2864,7.86,13.7,0.00,0
111.777,5.47,14.84,0.00,14.70,0.53,-50.75,0.44,17.91,0.00,0.79,47.00,8.01,20,21.53,2.14,2888,11.24,13.7,0.00,0
