Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Calculated Load (g/rev),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.6.0-27787][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
80.480,-5.47,0.00,0.00,14.47,0.75,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.51,2.32,2499,0.79,15.3,16.47,0
80.577,-6.25,0.00,-0.12,14.47,0.69,0.66,0.750,0.00,0.00,44.50,9.05,69.8,27.62,2.32,2495,0.75,15.3,16.47,0
80.662,-5.47,0.00,0.00,14.47,0.67,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.83,2.32,2498,0.78,15.3,16.47,0
80.756,-5.47,0.00,0.00,14.47,0.46,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.83,2.32,2521,0.83,15.3,16.47,0
80.851,-6.25,0.00,-0.12,14.36,0.37,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.51,2.32,2517,0.76,15.3,16.47,0
80.954,-6.25,0.00,-0.12,14.36,0.48,0.66,0.750,0.00,0.00,44.50,8.58,69.8,27.51,2.30,2512,0.74,15.3,16.47,0
81.037,-6.25,0.00,-0.12,14.36,0.62,0.66,0.750,0.00,0.00,44.50,8.59,69.8,27.51,2.32,2517,0.79,15.7,16.47,0
81.127,-5.47,0.00,-0.12,14.47,0.54,0.66,0.750,0.00,0.00,44.50,9.05,69.8,27.51,2.32,2497,0.93,15.3,16.47,0
81.226,-5.47,0.00,-0.12,14.47,0.35,0.66,0.750,0.00,0.00,44.50,9.05,69.8,28.04,2.32,2497,0.73,15.3,16.47,0
81.306,-5.47,0.00,-0.12,14.47,0.38,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.94,2.32,2498,0.78,15.3,16.47,0
81.402,-6.25,0.00,-0.12,14.36,0.51,0.66,0.750,0.00,0.00,44.50,9.15,69.8,27.73,2.32,2524,0.75,15.7,16.47,0
81.496,-6.25,0.00,-0.12,14.36,0.66,0.66,0.750,0.00,0.00,44.50,9.15,69.8,27.51,2.32,2522,0.74,15.3,16.47,0
81.587,-6.25,0.00,-0.12,14.47,0.74,0.66,0.750,0.00,0.00,44.50,9.15,69.8,27.51,2.32,2523,0.75,15.3,16.47,0
81.685,-6.25,0.00,-0.12,14.36,0.70,0.66,0.750,0.00,0.00,44.50,8.56,69.8,27.62,2.32,2508,0.78,15.3,16.47,0
81.777,-6.25,0.00,-0.12,14.47,0.73,0.66,0.750,0.00,0.00,44.50,9.07,69.8,27.73,2.32,2502,0.74,15.7,16.47,0
81.866,-5.47,0.00,0.00,14.47,0.59,0.66,0.750,0.00,0.00,44.50,9.05,69.8,27.51,2.32,2497,0.76,15.3,16.47,0
81.953,-6.25,0.00,-0.12,14.36,0.48,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.83,2.32,2504,0.76,15.7,16.47,0
82.056,-6.25,0.00,-0.12,14.36,0.52,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.83,2.32,2517,0.85,15.7,16.47,0
82.144,-6.25,0.00,-0.12,14.36,0.62,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.73,2.32,2516,0.75,15.7,16.47,0
82.236,-5.47,0.00,-0.12,14.47,0.68,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.62,2.32,2518,0.90,15.7,16.47,0
82.320,-6.25,0.00,-0.12,14.47,0.65,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.62,2.32,2499,0.84,15.3,16.47,0
82.416,-6.25,0.00,-0.12,14.47,0.59,0.66,0.750,0.00,0.00,44.50,9.05,69.8,27.94,2.32,2495,0.80,15.7,16.47,0
82.502,-6.25,0.00,-0.12,14.47,0.69,0.66,0.750,0.00,0.00,44.50,9.05,69.8,27.62,2.32,2497,0.85,15.3,16.47,0
82.610,-5.47,0.00,-0.12,14.47,0.68,0.66,0.750,0.00,0.00,44.50,9.17,69.8,27.41,2.32,2528,0.76,15.3,16.47,0
82.685,-6.25,0.00,-0.12,14.47,0.72,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.83,2.32,2516,0.85,15.3,16.47,0
82.780,-6.25,0.00,-0.12,14.47,0.70,0.67,0.750,0.00,0.00,44.50,9.13,69.8,27.62,2.32,2518,0.89,15.7,16.47,0
82.878,-6.25,0.00,-0.12,14.47,0.74,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.62,2.32,2521,0.74,15.7,16.47,0
82.968,-6.25,0.00,-0.12,14.47,0.77,0.66,0.750,0.00,0.00,44.50,8.55,69.8,27.72,2.32,2504,0.76,15.3,16.47,0
83.057,-6.25,0.00,-0.12,14.36,0.69,0.66,0.750,0.00,0.00,44.50,8.55,69.8,27.41,2.32,2504,0.73,15.3,16.47,0
83.158,-6.25,0.00,-0.12,14.47,0.53,0.66,0.750,0.00,0.00,44.50,9.09,69.8,27.62,2.32,2508,0.78,15.3,16.47,0
83.248,-5.47,0.00,0.00,14.47,0.40,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.62,2.32,2519,0.72,15.3,16.47,0
83.334,-6.25,0.00,-0.12,14.36,0.40,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.72,2.32,2522,0.78,15.3,16.47,0
83.433,-6.25,0.00,-0.12,14.36,0.53,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.83,2.32,2521,0.85,15.3,16.47,0
83.520,-6.25,0.00,-0.12,14.47,0.57,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.62,2.32,2499,0.78,15.3,16.47,0
83.609,-7.03,0.00,-0.12,14.36,0.58,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.83,2.32,2498,0.73,15.3,16.47,0
83.706,-6.25,0.00,-0.12,14.36,0.59,0.66,0.750,0.00,0.00,44.50,9.04,69.8,27.51,2.32,2494,0.78,15.3,16.47,0
83.792,-5.47,0.00,-0.12,14.47,0.50,0.66,0.750,0.00,0.00,44.50,9.10,69.8,28.04,2.32,2510,0.82,15.3,16.47,0
83.892,-5.47,0.00,-0.12,14.47,0.47,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.62,2.32,2526,0.76,15.7,16.47,0
83.988,-5.47,0.00,-0.12,14.47,0.52,0.66,0.750,0.00,0.00,44.50,9.17,69.8,27.51,2.32,2529,0.85,15.3,16.47,0
84.079,-6.25,0.00,-0.12,14.47,0.74,0.66,0.750,0.00,0.00,44.50,9.18,69.8,27.94,2.30,2532,0.81,15.3,16.47,0
84.157,-5.47,0.00,-0.12,14.47,0.74,0.66,0.750,0.00,0.00,44.50,9.09,69.8,27.41,2.32,2506,0.79,15.3,16.47,0
84.249,-6.25,0.00,-0.12,14.47,0.66,0.66,0.750,0.00,0.00,44.50,8.55,69.8,27.72,2.32,2505,0.90,15.3,16.47,0
84.347,-6.25,0.00,-0.12,14.36,0.58,0.66,0.750,0.00,0.00,44.50,9.07,69.8,28.04,2.32,2502,0.79,15.3,16.47,0
84.443,-6.25,0.00,-0.12,14.47,0.44,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.62,2.32,2503,0.77,15.3,16.47,0
84.541,-6.25,0.00,-0.12,14.47,0.50,0.66,0.750,0.00,0.00,44.50,9.13,69.8,27.62,2.32,2517,0.76,15.3,16.47,0
84.618,-5.47,0.00,-0.12,14.36,0.58,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.83,2.32,2525,0.79,15.3,16.47,0
84.717,-6.25,0.00,-0.12,14.36,0.68,0.66,0.750,0.00,0.00,44.50,9.17,69.8,27.83,2.32,2529,0.80,15.7,16.47,0
84.812,-7.03,0.00,-0.12,14.24,0.71,0.66,0.750,0.00,0.00,44.50,8.54,69.8,27.72,2.32,2502,0.76,15.3,16.47,0
84.895,-5.47,0.00,0.00,14.47,0.74,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.72,2.32,2504,0.84,15.3,16.47,0
84.993,-6.25,0.00,-0.12,14.47,0.54,0.66,0.750,0.00,0.00,44.50,9.07,69.8,27.62,2.30,2502,0.76,15.3,16.47,0
85.092,-6.25,0.00,-0.12,14.47,0.45,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.62,2.32,2504,0.81,15.3,16.47,0
85.176,-5.47,0.00,0.00,14.47,0.56,0.66,0.750,0.00,0.00,44.50,9.18,69.8,27.62,2.30,2530,0.78,15.3,16.47,0
85.263,-5.47,0.00,0.00,14.59,0.49,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.83,2.32,2525,0.76,15.3,16.47,0
85.360,-4.69,0.00,0.00,14.47,0.61,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.62,2.32,2525,0.79,15.7,16.47,0
85.449,-5.47,0.00,-0.12,14.36,0.58,0.66,0.750,0.00,0.00,44.50,9.11,69.8,27.41,2.32,2513,0.74,15.3,16.47,0
85.546,-5.47,0.00,-0.12,14.36,0.74,0.66,0.750,0.00,0.00,44.50,9.11,69.8,27.72,2.32,2512,0.80,15.3,16.47,0
85.634,-6.25,0.00,-0.12,14.24,0.78,0.66,0.750,0.00,0.00,44.50,8.57,69.8,27.41,2.32,2510,0.80,15.3,16.47,0
85.728,-5.47,0.00,-0.12,14.47,0.72,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.83,2.32,2504,0.76,15.3,16.47,0
85.817,-5.47,0.00,0.00,14.47,0.55,0.66,0.750,0.00,0.00,44.50,9.15,69.8,27.83,2.32,2523,0.82,15.3,16.86,0
85.905,-6.25,0.00,-0.12,14.36,0.58,0.66,0.750,0.00,0.00,44.50,9.17,69.8,27.62,2.32,2530,0.78,15.3,16.47,0
85.997,-6.25,0.00,-0.12,14.36,0.69,0.66,0.750,0.00,0.00,44.50,9.18,69.8,27.62,2.32,2532,0.77,15.3,16.47,0
86.091,-7.03,0.00,-0.12,14.36,0.70,0.66,0.750,0.00,0.00,44.50,9.09,69.8,27.51,2.32,2506,0.79,15.3,16.47,0
86.183,-6.25,0.00,-0.12,14.47,0.61,0.66,0.750,0.00,0.00,44.50,9.10,69.8,27.41,2.32,2510,0.80,15.3,16.47,0
86.280,-6.25,0.00,0.00,14.59,0.56,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.94,2.32,2503,0.74,15.3,16.47,0
86.374,-5.47,0.00,0.00,14.59,0.35,0.66,0.750,0.00,0.00,44.50,9.08,69.8,27.62,2.32,2505,0.81,15.3,16.47,0
86.464,-6.25,0.00,-0.12,14.47,0.34,0.66,0.750,0.00,0.00,44.50,9.19,69.8,27.72,2.32,2534,0.70,15.3,16.47,0
86.563,-6.25,0.00,-0.12,14.36,0.63,0.66,0.750,0.00,0.00,44.50,9.19,69.8,28.04,2.32,2534,0.76,15.3,16.86,0
86.648,-6.25,0.00,-0.12,14.36,0.68,0.66,0.750,0.00,0.00,44.50,9.18,69.8,27.83,2.32,2532,0.84,15.3,16.47,0
86.734,-6.25,0.00,-0.12,14.47,0.73,0.66,0.750,0.00,0.00,44.50,9.18,69.8,27.41,2.32,2530,0.92,15.3,16.47,0
86.827,-6.25,0.00,-0.12,14.47,0.69,0.66,0.750,0.00,0.00,44.50,9.12,69.8,27.83,2.32,2514,0.76,15.3,16.47,0
86.927,-6.25,0.00,-0.12,14.36,0.61,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.72,2.32,2519,0.89,15.3,16.47,0
87.010,-6.25,0.00,-0.12,14.36,0.55,0.66,0.750,0.00,0.00,44.50,9.12,69.8,27.83,2.32,2514,0.78,15.3,16.47,0
87.106,-6.25,0.00,-0.12,14.36,0.47,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.41,2.32,2525,0.79,15.3,16.47,0
87.204,-6.25,0.00,-0.12,14.47,0.52,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.83,2.32,2525,0.76,15.3,16.47,0
87.297,-6.25,0.00,-0.12,14.36,0.42,0.66,0.750,0.00,0.00,44.50,9.16,69.8,27.83,2.32,2525,0.78,15.3,16.47,0
87.377,-6.25,0.00,-0.12,14.36,0.47,0.66,0.750,0.00,0.00,44.50,9.19,69.8,27.72,2.32,2533,0.74,15.3,16.86,0
87.476,-6.25,0.00,-0.12,14.47,0.52,0.66,0.750,0.00,0.00,44.50,9.09,69.8,27.83,2.32,2506,0.80,15.3,16.47,0
87.566,-6.25,0.00,-0.12,14.47,0.50,0.66,0.750,0.00,0.00,44.50,9.07,69.8,27.83,2.32,2502,0.75,15.3,16.47,0
87.660,-6.25,0.00,-0.12,14.47,0.49,0.66,0.750,0.00,0.00,44.50,9.09,69.8,27.51,2.32,2506,0.79,15.3,16.47,0
87.750,-5.47,0.00,-0.12,14.47,0.69,0.66,0.750,0.00,0.00,44.50,9.18,69.8,27.72,2.32,2532,0.74,15.3,16.47,0
87.837,-5.47,0.00,-0.12,14.47,0.70,0.66,0.750,0.00,0.00,44.50,9.17,69.8,27.94,2.32,2530,0.77,15.3,16.47,0
87.929,-5.47,0.00,-0.12,14.47,0.61,0.66,0.750,0.00,0.00,44.50,8.62,69.8,27.62,2.30,2526,0.76,15.3,16.47,0
88.029,-5.47,0.00,-0.12,14.47,0.73,0.66,0.750,0.00,0.00,44.50,9.17,69.8,27.74,2.32,2527,0.82,15.3,16.47,0
88.129,-5.47,0.00,-0.12,14.47,0.71,0.66,0.750,0.00,0.00,44.50,9.10,69.8,27.98,2.32,2510,0.71,15.3,16.47,0
88.205,-6.25,0.00,-0.12,14.36,0.62,0.66,0.750,0.00,0.00,44.50,8.58,69.8,27.78,2.32,2513,0.76,15.3,16.47,0
88.300,-5.47,0.00,-0.12,14.36,0.60,0.66,0.750,0.00,0.00,44.50,9.10,69.8,27.90,2.32,2510,0.83,15.3,16.47,0
88.393,-6.25,0.00,-0.12,14.36,0.58,0.66,0.750,0.00,0.00,44.50,9.15,69.8,27.29,2.32,2523,0.76,15.7,16.47,0
88.491,-6.25,0.00,-0.12,14.47,0.69,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.73,2.32,2520,0.88,15.3,16.47,0
88.576,-6.25,0.00,-0.12,14.47,0.62,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.65,2.32,2521,0.77,15.3,16.47,0
88.674,-6.25,0.00,-0.12,14.47,0.52,0.66,0.750,0.00,0.00,44.50,9.14,69.8,27.77,2.32,2521,0.77,15.7,16.47,0
88.758,-6.25,0.00,-0.12,14.47,0.49,0.66,0.750,0.00,0.00,44.50,9.06,69.8,27.58,2.32,2499,0.73,15.3,16.47,0
88.853,-6.25,0.00,-0.12,14.47,0.58,0.66,0.750,0.00,0.00,44.50,8.54,69.8,27.70,2.32,2501,0.86,15.3,16.47,0
88.954,-5.47,0.00,-0.12,14.47,0.65,0.66,0.750,0.00,0.00,44.50,8.54,69.8,27.63,2.32,2502,0.86,15.3,16.47,0
89.037,-4.69,0.00,0.00,14.59,0.46,0.66,0.750,0.00,0.00,44.50,8.61,69.8,27.85,2.30,2522,0.76,15.3,16.47,0
89.131,-3.91,0.00,0.00,14.59,0.29,0.66,0.750,0.00,0.00,44.50,8.63,69.8,27.88,2.32,2527,0.77,15.7,16.47,0
89.223,-3.12,0.00,0.00,14.70,0.18,0.67,0.750,0.00,0.00,44.50,8.65,69.8,28.10,2.32,2535,0.89,15.3,16.47,0
89.308,-3.12,0.00,0.00,14.59,0.10,0.67,0.750,0.00,0.00,44.50,8.63,69.8,27.80,2.32,2529,0.89,15.3,16.47,0
89.415,-2.34,0.00,0.00,14.47,0.10,0.67,0.750,0.00,0.00,44.50,8.55,69.8,27.83,2.32,2504,0.76,15.3,16.47,0
89.503,-2.34,0.00,0.00,14.47,0.09,0.67,0.750,0.00,0.00,44.50,8.54,69.8,28.16,2.32,2503,0.78,15.3,16.47,0
89.586,-2.34,0.00,0.00,14.47,0.08,0.67,0.750,0.00,0.00,44.50,8.52,69.8,28.19,2.32,2495,0.87,15.3,16.47,0
89.679,-1.56,0.00,0.00,14.47,0.09,0.67,0.750,0.00,0.00,44.50,9.14,69.8,28.30,2.32,2519,0.76,15.3,16.47,0
89.776,-0.78,0.00,-0.12,14.47,0.09,0.67,0.750,0.00,0.00,44.50,9.14,69.8,28.14,2.32,2521,0.78,15.3,16.47,0
89.873,-0.78,0.00,-0.12,14.47,0.10,0.67,0.750,0.00,0.00,44.50,9.12,69.8,28.48,2.30,2516,0.77,15.3,16.47,0
89.963,-0.78,0.00,-0.12,14.47,0.11,0.67,0.750,0.00,0.00,44.50,8.51,69.8,28.08,2.30,2494,0.75,15.3,16.47,0
90.055,0.00,0.00,-0.12,14.47,0.12,0.67,0.750,0.00,0.00,44.50,9.06,69.8,28.04,2.30,2498,0.73,15.3,16.47,0
90.136,0.78,0.00,0.00,14.59,0.12,0.67,0.750,0.00,0.00,44.50,9.07,69.8,28.38,2.32,2500,0.78,15.3,16.47,0
90.242,1.56,0.00,0.00,14.59,0.10,0.67,0.750,0.00,0.00,44.50,9.05,69.8,28.22,2.30,2497,0.74,15.3,16.47,0
90.333,1.56,0.00,0.00,14.59,0.10,0.68,0.750,0.00,0.00,44.50,9.14,69.8,28.42,2.32,2519,0.80,15.3,16.47,0
90.412,2.34,0.00,0.00,14.47,0.10,0.68,0.750,0.00,0.00,44.50,9.15,69.8,28.53,2.32,2522,0.72,15.3,16.47,0
90.511,3.12,0.00,0.00,14.47,0.10,0.68,0.750,0.00,0.00,44.50,8.59,69.8,27.79,2.32,2517,0.74,15.3,16.47,0
90.610,3.12,0.00,-0.12,14.47,0.10,0.67,0.750,0.00,0.00,44.50,8.54,69.8,28.22,2.32,2501,0.76,15.3,16.47,0
90.703,3.12,0.00,-0.12,14.36,0.12,0.67,0.750,0.00,0.00,44.50,9.06,69.8,28.11,2.32,2498,0.78,15.3,16.47,0
90.780,3.12,0.00,-0.12,14.36,0.14,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.21,2.32,2504,0.73,15.3,16.47,0
90.874,3.12,0.00,-0.12,14.36,0.18,0.68,0.750,0.00,0.00,44.50,9.12,69.8,28.11,2.32,2516,0.77,15.3,16.47,0
90.969,3.12,0.00,-0.12,14.36,0.30,0.67,0.750,0.00,0.00,44.50,9.12,69.8,28.22,2.32,2515,0.74,15.3,16.47,0
91.063,2.34,0.00,-0.12,14.24,0.48,0.68,0.750,0.00,0.00,44.50,9.14,69.8,28.11,2.32,2520,0.80,15.3,16.47,0
91.156,2.34,0.00,-0.12,14.24,0.68,0.67,0.750,0.00,0.00,44.50,9.06,69.8,27.90,2.32,2497,0.72,15.3,16.47,0
91.240,2.34,0.00,-0.12,14.36,0.74,0.67,0.750,0.00,0.00,44.50,9.04,69.8,28.32,2.32,2494,0.79,15.3,16.47,0
91.340,2.34,0.00,-0.12,14.47,0.75,0.67,0.750,0.00,0.00,44.50,9.04,69.8,28.12,2.32,2492,0.73,15.3,16.47,0
91.438,3.12,0.00,-0.12,14.47,0.72,0.67,0.750,0.00,0.00,44.50,9.04,69.8,28.21,2.32,2492,0.71,15.3,16.47,0
91.518,3.12,0.00,-0.12,14.47,0.76,0.67,0.750,0.00,0.00,44.50,9.14,69.8,28.22,2.32,2519,0.81,15.3,16.47,0
91.608,3.12,0.00,-0.12,14.47,0.76,0.67,0.750,0.00,0.00,44.50,9.14,69.8,28.22,2.30,2520,0.78,15.3,16.47,0
91.700,3.12,0.00,-0.12,14.36,0.75,0.67,0.750,0.00,0.00,44.50,9.14,69.8,28.32,2.32,2521,0.71,15.3,16.47,0
91.793,3.12,0.00,-0.12,14.36,0.80,0.67,0.750,0.00,0.00,44.50,9.06,69.8,28.53,2.32,2499,0.75,15.3,16.47,0
91.890,2.34,0.00,-0.12,14.36,0.80,0.67,0.750,0.00,0.00,44.50,8.53,69.8,28.43,2.32,2498,0.69,15.3,16.47,0
91.984,2.34,0.00,-0.12,14.36,0.78,0.67,0.750,0.00,0.00,44.50,9.05,69.8,28.64,2.32,2497,0.79,15.3,16.47,0
92.083,2.34,0.00,-0.12,14.36,0.76,0.68,0.750,0.00,0.00,44.50,9.10,69.8,28.11,2.32,2510,0.70,15.3,16.47,0
92.160,1.56,0.00,-0.12,14.24,0.74,0.68,0.750,0.00,0.00,44.50,8.58,69.8,28.00,2.32,2514,0.72,15.3,16.47,0
92.257,2.34,0.00,-0.12,14.36,0.77,0.67,0.750,0.00,0.00,44.50,9.11,69.8,28.10,2.32,2511,0.72,15.3,16.47,0
92.351,2.34,0.00,-0.12,14.36,0.76,0.67,0.750,0.00,0.00,44.50,9.04,69.8,28.32,2.32,2492,0.72,15.3,16.47,0
92.439,1.56,0.00,-0.12,14.36,0.74,0.67,0.750,0.00,0.00,44.50,9.05,69.8,28.43,2.32,2495,0.72,15.3,16.47,0
92.533,1.56,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,9.04,69.8,28.42,2.32,2494,0.71,15.3,16.47,0
92.626,2.34,0.00,-0.12,14.47,0.74,0.68,0.750,0.00,0.00,44.50,9.12,69.8,28.11,2.32,2516,0.70,15.3,16.47,0
92.716,1.56,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,8.59,69.8,28.21,2.32,2516,0.72,15.3,16.47,0
92.811,2.34,0.00,-0.12,14.47,0.80,0.68,0.750,0.00,0.00,44.50,8.59,69.8,28.21,2.32,2517,0.73,15.3,16.47,0
92.897,3.12,0.00,0.00,14.47,0.78,0.68,0.750,0.00,0.00,44.50,9.04,69.8,28.22,2.32,2494,0.72,15.3,16.47,0
92.988,2.34,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,8.53,69.8,28.00,2.32,2498,0.74,15.3,16.47,0
93.091,2.34,0.00,-0.12,14.36,0.74,0.67,0.750,0.00,0.00,44.50,8.53,69.8,28.32,2.32,2499,0.71,15.3,16.47,0
93.179,2.34,0.00,-0.12,14.36,0.72,0.67,0.750,0.00,0.00,44.50,8.53,69.8,27.69,2.30,2498,0.81,15.3,16.47,0
93.273,2.34,0.00,-0.12,14.47,0.66,0.67,0.750,0.00,0.00,44.50,8.58,69.8,28.00,2.32,2514,0.76,15.3,16.47,0
93.359,3.12,0.00,-0.12,14.47,0.54,0.67,0.750,0.00,0.00,44.50,9.12,69.8,28.43,2.32,2514,0.75,15.3,16.47,0
93.457,2.34,0.00,-0.12,14.36,0.45,0.67,0.750,0.00,0.00,44.50,9.11,69.8,28.22,2.32,2511,0.77,15.3,16.47,0
93.549,1.56,0.00,-0.12,14.24,0.64,0.68,0.750,0.00,0.00,44.50,8.51,69.8,28.32,2.32,2493,0.78,15.3,16.47,0
93.636,1.56,0.00,-0.12,14.36,0.74,0.67,0.750,0.00,0.00,44.50,9.05,69.8,28.32,2.32,2495,0.73,15.3,16.47,0
93.736,3.12,0.00,0.00,14.47,0.76,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.54,2.32,2495,0.73,15.3,16.47,0
93.825,1.56,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,9.13,69.8,28.32,2.32,2518,0.70,15.3,16.47,0
93.910,2.34,0.00,-0.12,14.36,0.81,0.68,0.750,0.00,0.00,44.50,8.58,69.8,28.21,2.30,2514,0.79,15.3,16.47,0
94.008,2.34,0.00,-0.12,14.47,0.82,0.67,0.750,0.00,0.00,44.50,8.61,69.8,28.00,2.32,2521,0.74,15.3,16.47,0
94.099,2.34,0.00,-0.12,14.47,0.76,0.67,0.750,0.00,0.00,44.50,8.53,69.8,28.22,2.32,2500,0.73,15.3,16.47,0
94.186,2.34,0.00,-0.12,14.47,0.70,0.67,0.750,0.00,0.00,44.50,8.51,69.8,28.11,2.32,2494,0.69,15.3,16.47,0
94.282,2.34,0.00,-0.12,14.36,0.62,0.67,0.750,0.00,0.00,44.50,8.52,69.8,28.22,2.32,2496,0.78,15.3,16.47,0
94.377,2.34,0.00,-0.12,14.36,0.58,0.68,0.750,0.00,0.00,44.50,8.59,69.8,28.11,2.30,2515,0.74,15.3,16.47,0
94.461,2.34,0.00,-0.12,14.36,0.55,0.68,0.750,0.00,0.00,44.50,9.10,69.8,28.11,2.30,2509,0.77,15.3,16.47,0
94.555,2.34,0.00,-0.12,14.36,0.55,0.67,0.750,0.00,0.00,44.50,8.56,69.8,28.22,2.32,2508,0.68,15.3,16.47,0
94.650,2.34,0.00,-0.12,14.47,0.57,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.11,2.32,2512,0.75,15.3,16.47,0
94.737,2.34,0.00,-0.12,14.36,0.54,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.00,2.32,2491,0.71,15.3,16.47,0
94.835,2.34,0.00,-0.12,14.36,0.65,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.43,2.32,2491,0.80,15.3,16.47,0
94.930,2.34,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.43,2.32,2494,0.72,15.3,16.47,0
95.018,2.34,0.00,-0.12,14.36,0.79,0.68,0.750,0.00,0.00,44.50,8.60,69.8,28.21,2.32,2520,0.75,15.3,16.47,0
95.111,2.34,0.00,-0.12,14.47,0.78,0.67,0.750,0.00,0.00,44.50,8.59,69.8,28.31,2.30,2516,0.75,15.3,16.47,0
95.201,3.12,0.00,0.00,14.47,0.76,0.68,0.750,0.00,0.00,44.50,8.58,69.8,28.01,2.32,2514,0.76,15.3,16.47,0
95.303,3.12,0.00,0.00,14.47,0.70,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.11,2.32,2500,0.80,15.3,16.47,0
95.379,3.12,0.00,-0.12,14.36,0.68,0.68,0.750,0.00,0.00,44.50,8.53,69.8,28.21,2.32,2500,0.78,15.3,16.47,0
95.471,2.34,0.00,-0.12,14.36,0.77,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.43,2.32,2494,0.80,15.3,16.47,0
95.570,2.34,0.00,-0.12,14.36,0.72,0.68,0.750,0.00,0.00,44.50,9.10,69.8,28.21,2.32,2510,0.77,15.3,16.47,0
95.661,2.34,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.22,2.32,2511,0.79,15.3,16.47,0
95.754,1.56,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.22,2.32,2511,0.76,15.3,16.47,0
95.846,0.78,0.00,-0.12,14.24,0.69,0.68,0.750,0.00,0.00,44.50,8.50,69.8,28.42,2.32,2491,0.73,15.3,16.47,0
95.935,1.56,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,9.04,69.8,28.11,2.32,2492,0.71,15.3,16.47,0
96.025,1.56,0.00,-0.12,14.36,0.71,0.68,0.750,0.00,0.00,44.50,8.52,69.8,28.42,2.32,2496,0.74,15.3,16.47,0
96.116,1.56,0.00,-0.12,14.47,0.74,0.68,0.750,0.00,0.00,44.50,8.59,69.8,28.22,2.32,2518,0.73,15.3,16.47,0
96.220,2.34,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.50,9.13,69.8,28.11,2.30,2518,0.79,15.3,16.47,0
96.306,3.12,0.00,0.00,14.47,0.71,0.67,0.750,0.00,0.00,44.50,8.56,69.8,28.00,2.30,2509,0.72,15.3,16.47,0
96.394,3.12,0.00,0.00,14.59,0.43,0.67,0.750,0.00,0.00,44.50,9.02,69.8,28.32,2.32,2488,0.75,15.3,16.47,0
