Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Calculated Load (g/rev),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.6.0-27787][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
0.000,5.47,0.00,0.00,14.47,0.83,0.56,0.750,0.00,0.00,46.00,9.94,71.6,29.33,2.34,3106,2.17,16.1,19.61,0
0.014,4.69,0.00,-0.12,14.47,0.83,0.56,0.750,0.00,0.00,46.00,10.01,71.6,29.32,2.34,3129,2.13,16.1,19.61,0
0.091,4.69,0.00,0.00,14.47,0.84,0.57,0.750,0.00,0.00,46.00,10.02,71.6,29.54,2.34,3130,2.10,16.1,19.61,0
0.203,4.69,0.00,0.00,14.59,0.82,0.57,0.750,0.00,0.00,46.00,9.94,71.6,29.42,2.34,3106,2.04,16.1,19.61,0
0.268,3.91,0.00,-0.12,14.47,0.83,0.57,0.750,0.00,0.00,46.00,9.94,71.6,29.42,2.34,3105,2.03,16.1,19.61,0
0.363,3.91,0.00,-0.12,14.36,0.83,0.57,0.750,0.00,0.00,46.00,9.95,71.6,29.54,2.34,3108,2.06,16.1,19.61,0
0.463,3.91,0.00,-0.12,14.47,0.84,0.57,0.750,0.00,0.00,46.00,10.01,71.6,29.43,2.34,3128,2.07,16.1,19.61,0
0.557,3.91,0.00,-0.12,14.47,0.84,0.57,0.750,0.00,0.00,46.00,10.02,71.6,29.65,2.34,3130,2.05,16.1,19.61,0
0.635,4.69,0.00,0.00,14.59,0.82,0.57,0.750,0.00,0.00,46.00,9.96,71.6,30.10,2.34,3112,2.06,16.1,19.61,0
0.743,4.69,0.00,0.00,14.59,0.81,0.57,0.750,0.00,0.00,46.00,10.60,71.6,29.76,2.36,3106,2.01,16.1,19.61,0
0.819,3.91,0.00,-0.12,14.47,0.81,0.57,0.750,0.00,0.00,45.50,10.69,71.6,30.20,2.34,3132,2.00,16.1,19.61,0
0.946,3.91,0.00,-0.12,14.47,0.83,0.57,0.750,0.00,0.00,46.00,10.02,71.6,29.65,2.34,3133,1.99,16.1,19.61,0
1.039,3.12,0.00,-0.12,14.47,0.85,0.57,0.750,0.00,0.00,46.00,10.02,71.6,29.11,2.34,3133,1.98,16.1,19.61,0
1.099,3.91,0.00,0.00,14.59,0.81,0.56,0.750,0.00,0.00,46.00,9.96,71.6,29.65,2.34,3112,2.00,16.1,19.61,0
1.197,4.69,0.00,0.00,14.70,0.77,0.57,0.750,0.00,0.00,46.00,9.95,71.6,29.33,2.34,3109,2.00,16.1,19.61,0
1.279,4.69,0.00,0.00,14.59,0.74,0.57,0.750,0.00,0.00,46.00,10.03,71.6,29.43,2.34,3133,2.01,16.1,19.61,0
1.410,4.69,0.00,0.00,14.59,0.75,0.57,0.750,0.00,0.00,46.00,10.03,71.6,29.53,2.34,3134,2.04,16.1,19.61,0
1.478,4.69,0.00,0.00,14.59,0.78,0.57,0.750,0.00,0.00,46.00,10.61,71.6,29.76,2.34,3109,2.01,16.1,19.61,0
1.555,4.69,0.00,0.00,14.47,0.77,0.57,0.750,0.00,0.00,46.00,9.96,71.6,29.87,2.34,3111,2.01,16.1,19.61,0
1.651,4.69,0.00,0.00,14.47,0.81,0.57,0.750,0.00,0.00,46.00,9.96,71.6,29.98,2.34,3112,1.97,16.1,19.61,0
1.739,4.69,0.00,0.00,14.47,0.81,0.57,0.750,0.00,0.00,46.00,10.70,71.6,29.87,2.34,3135,1.96,16.1,19.61,0
1.852,4.69,0.00,0.00,14.47,0.82,0.57,0.750,0.00,0.00,46.00,10.04,71.6,29.53,2.36,3136,1.97,16.1,19.61,0
1.938,3.91,0.00,-0.12,14.47,0.83,0.57,0.750,0.00,0.00,46.00,9.96,71.6,29.32,2.36,3114,2.00,16.1,19.61,0
2.051,3.91,0.00,0.00,14.47,0.83,0.57,0.750,0.00,0.00,46.00,9.97,71.6,29.77,2.34,3114,1.97,16.1,19.61,0
2.109,4.69,0.00,0.00,14.59,0.80,0.57,0.750,0.00,0.00,46.00,10.04,71.6,29.54,2.34,3138,1.95,16.1,19.61,0
2.204,4.69,0.00,0.00,14.59,0.78,0.57,0.750,0.00,0.00,46.00,10.04,71.6,29.99,2.36,3138,1.97,16.1,19.61,0
2.291,4.69,0.00,0.00,14.59,0.76,0.57,0.750,0.00,0.00,46.00,10.04,71.6,29.76,2.36,3138,1.95,16.1,19.61,0
2.405,4.69,0.00,-0.12,14.47,0.78,0.57,0.750,0.00,0.00,46.00,10.63,71.6,29.53,2.34,3114,1.85,15.7,19.61,0
2.499,4.69,0.00,-0.12,14.47,0.81,0.57,0.750,0.00,0.00,46.00,9.98,71.6,29.43,2.34,3118,1.97,16.1,19.61,0
2.574,4.69,0.00,0.00,14.59,0.83,0.57,0.750,0.00,0.00,46.00,10.04,71.6,30.21,2.36,3138,1.97,16.1,19.61,0
2.659,4.69,0.00,0.00,14.59,0.80,0.57,0.750,0.00,0.00,46.00,10.06,71.6,30.31,2.36,3144,1.93,16.1,19.61,0
2.753,4.69,0.00,0.00,14.59,0.77,0.57,0.750,0.00,0.00,45.50,10.72,71.6,30.09,2.36,3140,1.95,16.1,19.61,0
2.846,3.91,0.00,-0.12,14.47,0.80,0.58,0.750,0.00,0.00,45.50,9.97,71.6,29.97,2.36,3116,1.92,16.1,19.61,0
2.951,3.91,0.00,-0.12,14.36,0.83,0.58,0.750,0.00,0.00,45.50,9.98,71.6,29.98,2.36,3119,1.95,16.1,19.61,0
3.035,3.12,0.00,-0.12,14.47,0.84,0.58,0.750,0.00,0.00,46.00,10.06,71.6,29.32,2.36,3144,1.97,16.1,19.61,0
3.125,3.91,0.00,0.00,14.59,0.83,0.57,0.750,0.00,0.00,46.00,10.05,71.6,29.75,2.34,3142,2.01,15.7,19.61,0
3.219,3.91,0.00,0.00,14.59,0.76,0.57,0.750,0.00,0.00,46.00,10.05,71.6,28.90,2.34,3139,1.85,15.7,19.61,0
3.311,3.91,0.00,0.00,14.59,0.78,0.56,0.750,0.00,0.00,46.00,9.98,71.6,29.54,2.34,3119,1.82,15.7,19.61,0
3.408,4.69,0.00,0.00,14.59,0.75,0.56,0.750,0.00,0.00,46.00,9.99,71.6,29.76,2.36,3122,1.91,16.1,19.61,0
3.493,4.69,0.00,0.00,14.59,0.73,0.57,0.750,0.00,0.00,46.00,10.06,71.6,30.22,2.36,3144,2.02,16.1,19.61,0
3.587,4.69,0.00,0.00,14.59,0.72,0.57,0.750,0.00,0.00,46.00,10.08,71.6,29.98,2.34,3149,2.07,16.1,19.61,0
3.670,4.69,0.00,0.00,14.59,0.72,0.57,0.750,0.00,0.00,46.00,10.74,71.6,30.21,2.36,3147,1.94,16.1,19.61,0
3.766,4.69,0.00,0.00,14.47,0.76,0.58,0.750,0.00,0.00,46.00,10.66,71.6,29.75,2.34,3122,1.96,15.7,19.61,0
3.868,3.91,0.00,-0.12,14.47,0.77,0.57,0.750,0.00,0.00,46.00,9.99,71.6,29.65,2.34,3123,1.91,15.7,19.61,0
3.960,4.69,0.00,0.00,14.47,0.82,0.57,0.750,0.00,0.00,46.00,10.06,71.6,30.21,2.34,3144,1.86,16.1,19.61,0
4.044,4.69,0.00,0.00,14.59,0.80,0.57,0.750,0.00,0.00,46.00,10.08,71.6,29.98,2.36,3149,1.84,16.1,19.61,0
4.141,4.69,0.00,0.00,14.59,0.74,0.57,0.750,0.00,0.00,46.00,10.08,71.6,29.75,2.28,3150,1.97,13.7,19.61,0
4.233,0.00,0.00,-0.12,14.24,0.74,0.52,0.750,0.00,0.00,44.50,1.99,71.6,14.91,1.90,3110,1.70,8.6,0.00,0
4.324,0.00,0.00,-0.25,13.90,0.85,0.35,0.750,0.00,0.00,37.50,1.99,71.6,13.14,1.86,3108,-0.28,8.2,0.00,0
4.411,0.00,0.00,0.00,14.93,0.90,0.28,0.750,0.00,0.00,33.50,1.98,71.6,12.51,1.84,3101,0.25,8.2,0.00,0
4.505,0.00,0.00,0.25,16.19,0.21,0.25,0.750,0.00,0.00,29.50,1.96,71.6,12.24,1.82,3057,1.01,7.8,0.00,0
4.594,0.00,0.00,0.25,16.19,0.10,0.25,0.750,0.00,0.00,27.00,1.91,71.6,12.35,1.84,2980,1.16,7.8,0.00,0
4.690,0.00,0.00,0.12,15.73,0.09,0.25,0.750,0.00,0.00,29.50,5.00,71.6,12.46,2.02,2928,1.41,13.3,12.16,0
4.780,0.00,0.00,0.00,15.04,0.07,0.33,0.750,0.00,0.00,40.50,9.52,71.6,28.90,2.36,2790,4.52,16.9,18.04,0
4.866,0.00,0.00,-0.25,14.01,0.16,0.52,0.750,0.00,0.00,45.50,9.85,71.6,30.02,2.36,2564,4.03,16.9,17.25,0
4.964,0.00,0.00,-0.38,13.44,0.94,0.66,0.750,0.00,0.00,25.50,9.29,71.6,29.35,2.34,2419,2.15,16.5,13.73,0
5.063,0.00,0.00,-0.38,13.55,0.91,0.69,0.750,0.00,0.00,44.00,9.27,71.6,28.47,2.34,2415,1.36,16.5,14.51,0
5.143,0.00,0.00,-0.25,13.67,0.94,0.70,0.750,0.00,0.00,44.00,9.80,71.6,28.90,2.34,2418,1.10,16.5,15.29,0
5.243,0.00,0.00,-0.25,13.67,0.93,0.71,0.750,0.00,0.00,44.00,9.84,71.6,28.37,2.34,2426,1.09,16.5,16.08,0
5.330,0.00,0.00,-0.38,13.44,0.93,0.71,0.750,0.00,0.00,44.00,9.91,71.6,28.58,2.34,2445,1.11,16.5,16.08,0
5.424,0.00,0.00,-0.38,13.44,0.92,0.71,0.750,0.00,0.00,43.50,9.91,71.6,29.12,2.34,2445,1.12,16.5,16.08,0
5.513,0.00,0.00,-0.38,13.55,0.92,0.71,0.750,0.00,0.00,43.50,9.82,71.6,29.01,2.36,2422,1.09,16.5,16.08,0
5.612,0.00,0.00,-0.38,13.67,0.92,0.71,0.750,0.00,0.00,43.50,9.82,71.6,29.35,2.34,2422,1.03,16.5,16.08,0
5.713,0.00,0.00,-0.38,13.67,0.92,0.72,0.750,0.00,0.00,43.50,9.92,71.6,29.12,2.36,2447,1.02,16.5,16.08,0
5.796,-0.78,0.00,-0.38,13.67,0.93,0.72,0.750,0.00,0.00,43.50,9.93,71.6,29.57,2.36,2449,0.99,16.5,16.08,0
5.881,-4.69,0.00,-0.25,13.67,0.94,0.72,0.750,0.00,0.00,43.50,9.34,71.6,29.29,2.36,2431,0.97,16.5,16.08,0
5.982,-5.47,0.00,-0.25,13.78,0.93,0.72,0.750,0.00,0.00,43.50,9.33,71.6,30.00,2.36,2429,0.95,16.5,16.08,0
6.067,-6.25,0.00,-0.12,14.13,0.90,0.73,0.750,0.00,0.00,43.50,9.41,71.6,29.69,2.36,2449,0.91,16.5,16.08,0
6.163,-7.81,0.00,-0.12,14.13,0.88,0.73,0.750,0.00,0.00,43.50,9.42,71.6,29.75,2.36,2453,0.95,16.5,16.08,0
6.247,-7.03,0.00,-0.12,14.36,0.86,0.73,0.750,0.00,0.00,43.50,9.35,71.6,29.44,2.36,2434,0.89,16.5,16.08,0
6.347,-7.03,0.00,-0.12,14.47,0.83,0.73,0.750,0.00,0.00,43.00,9.35,71.6,29.83,2.36,2434,0.93,16.5,16.47,0
6.438,-7.81,0.00,0.00,14.47,0.83,0.73,0.750,0.00,0.00,43.00,9.42,71.6,30.09,2.36,2452,0.93,16.5,16.08,0
6.526,-7.81,0.00,0.00,14.47,0.80,0.73,0.750,0.00,0.00,43.00,9.41,71.6,30.37,2.36,2450,0.89,16.5,16.08,0
6.615,-7.81,0.00,0.00,14.47,0.80,0.74,0.750,0.00,0.00,43.00,8.83,71.6,29.95,2.36,2435,0.86,16.5,16.08,0
6.710,-7.81,0.00,0.00,14.59,0.77,0.74,0.750,0.00,0.00,43.00,8.86,71.6,30.20,2.36,2443,0.87,16.5,16.47,0
6.811,-6.25,0.00,0.00,14.70,0.70,0.74,0.750,0.00,0.00,43.00,8.93,71.6,30.26,2.36,2463,0.90,16.5,16.47,0
6.903,-4.69,0.00,0.00,14.93,0.38,0.74,0.750,0.00,0.00,43.00,8.90,71.6,30.64,2.38,2453,0.82,16.5,16.08,0
6.991,-3.12,0.00,0.12,15.04,0.16,0.75,0.750,0.00,0.00,43.00,9.37,71.6,30.13,2.36,2441,0.85,16.5,16.47,0
7.084,-2.34,0.00,0.00,14.93,0.10,0.74,0.750,0.00,0.00,43.00,9.39,71.6,30.25,2.36,2446,0.83,16.5,16.08,0
7.173,-0.78,0.00,0.00,14.81,0.10,0.74,0.750,0.00,0.00,43.00,9.46,71.6,30.14,2.36,2463,0.82,16.5,16.08,0
7.272,-0.78,0.00,0.00,14.81,0.09,0.74,0.750,0.00,0.00,43.00,9.43,71.6,30.25,2.36,2455,0.82,16.5,16.08,0
7.357,0.78,0.00,0.00,14.81,0.09,0.74,0.750,0.00,0.00,43.00,9.38,71.6,30.25,2.36,2442,0.83,16.5,16.47,0
7.448,0.78,0.00,0.00,14.70,0.09,0.74,0.750,0.00,0.00,43.00,9.40,71.6,30.59,2.36,2448,0.79,16.5,16.47,0
7.537,0.78,0.00,0.00,14.59,0.09,0.74,0.750,0.00,0.00,43.00,9.44,71.6,30.14,2.38,2457,0.80,16.5,16.08,0
7.630,0.78,0.00,-0.12,14.47,0.09,0.74,0.750,0.00,0.00,43.00,9.43,71.6,30.70,2.36,2456,0.81,16.5,16.08,0
7.720,0.78,0.00,0.00,14.47,0.10,0.75,0.750,0.00,0.00,43.00,9.41,71.6,30.60,2.38,2449,0.77,16.5,16.08,0
7.815,0.00,0.00,-0.12,14.47,0.10,0.75,0.750,0.00,0.00,43.00,9.40,71.6,30.59,2.38,2449,0.81,16.5,16.47,0
7.907,0.78,0.00,-0.12,14.47,0.12,0.75,0.750,0.00,0.00,43.00,9.46,71.6,30.70,2.36,2464,0.81,16.5,16.08,0
7.996,0.78,0.00,-0.12,14.47,0.14,0.75,0.750,0.00,0.00,43.00,9.46,71.6,30.47,2.36,2464,0.80,16.5,16.47,0
8.090,0.78,0.00,0.00,14.47,0.14,0.74,0.750,0.00,0.00,43.00,9.41,71.6,30.48,2.38,2449,0.76,16.5,16.08,0
8.183,0.78,0.00,0.00,14.47,0.15,0.75,0.750,0.00,0.00,43.00,9.41,71.6,30.14,2.36,2452,0.79,16.5,16.47,0
8.272,0.00,0.00,-0.12,14.36,0.16,0.74,0.750,0.00,0.00,43.00,9.47,71.6,30.70,2.38,2466,0.78,16.5,16.47,0
8.371,0.78,0.00,-0.12,14.47,0.17,0.75,0.750,0.00,0.00,43.00,9.46,71.6,30.81,2.38,2464,0.76,16.5,16.47,0
8.462,0.00,0.00,-0.12,14.36,0.17,0.75,0.750,0.00,0.00,43.00,9.48,71.6,30.59,2.36,2470,0.85,16.5,16.47,0
8.553,0.00,0.00,-0.12,14.47,0.21,0.75,0.750,0.00,0.00,43.00,9.42,71.6,30.36,2.36,2454,0.76,16.5,16.47,0
8.638,0.00,0.00,-0.12,14.47,0.24,0.75,0.750,0.00,0.00,43.00,9.41,71.6,30.81,2.36,2451,0.77,16.5,16.47,0
8.729,0.78,0.00,0.00,14.59,0.26,0.75,0.750,0.00,0.00,43.00,9.49,71.6,30.47,2.38,2472,0.80,16.5,16.47,0
8.829,0.78,0.00,0.00,14.59,0.21,0.74,0.750,0.00,0.00,43.00,9.52,71.6,30.70,2.36,2478,0.83,16.5,16.47,0
8.918,0.78,0.00,-0.12,14.47,0.21,0.75,0.750,0.00,0.00,43.00,9.42,71.6,30.36,2.38,2454,0.74,16.5,16.47,0
9.007,0.78,0.00,0.00,14.47,0.25,0.74,0.750,0.00,0.00,43.00,9.43,71.6,30.58,2.36,2455,0.81,16.5,16.47,0
9.108,0.78,0.00,0.00,14.47,0.28,0.74,0.750,0.00,0.00,43.00,9.50,71.6,30.59,2.38,2474,0.78,16.5,16.47,0
9.203,0.78,0.00,-0.12,14.47,0.26,0.75,0.750,0.00,0.00,43.00,9.51,71.6,30.70,2.36,2476,0.76,16.5,16.47,0
9.286,0.78,0.00,-0.12,14.47,0.26,0.75,0.750,0.00,0.00,43.00,9.49,71.6,30.58,2.36,2472,0.78,16.5,16.47,0
9.383,0.78,0.00,-0.12,14.47,0.39,0.74,0.750,0.00,0.00,43.00,9.44,71.6,30.25,2.38,2457,0.78,16.5,16.47,0
9.472,0.78,0.00,-0.12,14.47,0.52,0.74,0.750,0.00,0.00,43.00,9.44,71.6,30.36,2.36,2459,0.84,16.5,16.47,0
9.558,0.78,0.00,0.00,14.47,0.60,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.71,2.38,2482,0.75,16.5,16.47,0
9.658,0.78,0.00,-0.12,14.47,0.61,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.59,2.38,2481,0.75,16.5,16.47,0
9.745,0.78,0.00,0.00,14.47,0.62,0.74,0.750,0.00,0.00,43.00,9.44,71.6,30.70,2.38,2460,0.78,16.5,16.47,0
9.839,0.78,0.00,-0.12,14.47,0.68,0.75,0.750,0.00,0.00,43.00,9.46,71.6,30.70,2.38,2464,0.76,16.5,16.47,0
9.931,0.00,0.00,-0.12,14.36,0.70,0.74,0.750,0.00,0.00,43.00,9.46,71.6,30.70,2.38,2465,0.79,16.5,16.47,0
10.025,0.78,0.00,0.00,14.47,0.74,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.47,2.36,2481,0.79,16.5,16.47,0
10.110,0.00,0.00,-0.12,14.47,0.70,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.70,2.38,2482,0.82,16.5,16.47,0
10.216,0.78,0.00,0.00,14.47,0.73,0.75,0.750,0.00,0.00,43.00,9.45,71.6,30.47,2.38,2462,0.79,16.5,16.47,0
10.296,0.00,0.00,0.00,14.47,0.71,0.75,0.750,0.00,0.00,43.00,9.46,71.6,30.70,2.38,2464,0.83,16.5,16.47,0
10.386,0.00,0.00,-0.12,14.47,0.68,0.75,0.750,0.00,0.00,43.00,9.56,71.6,30.81,2.38,2490,0.79,16.5,16.47,0
10.482,0.00,0.00,0.00,14.47,0.73,0.75,0.750,0.00,0.00,43.00,9.55,71.6,30.70,2.38,2488,0.84,16.5,16.47,0
10.575,-0.78,0.00,-0.12,14.47,0.72,0.75,0.750,0.00,0.00,43.00,9.56,71.6,31.15,2.38,2488,0.79,16.5,16.47,0
10.661,0.00,0.00,0.00,14.47,0.78,0.75,0.750,0.00,0.00,43.00,9.49,71.6,30.69,2.38,2471,0.82,16.5,16.47,0
10.757,0.00,0.00,0.00,14.47,0.73,0.74,0.750,0.00,0.00,43.00,9.50,71.6,30.81,2.36,2473,0.79,16.5,16.47,0
10.850,0.00,0.00,0.00,14.47,0.65,0.74,0.750,0.00,0.00,43.00,9.57,71.6,30.70,2.38,2492,0.79,16.5,16.47,0
10.951,0.00,0.00,0.00,14.47,0.51,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.47,2.38,2482,0.80,16.5,16.47,0
11.029,0.00,0.00,0.00,14.47,0.41,0.74,0.750,0.00,0.00,43.00,9.57,71.6,30.81,2.38,2491,0.86,16.5,16.47,0
11.123,0.00,0.00,0.00,14.59,0.35,0.74,0.750,0.00,0.00,43.00,9.51,71.6,30.36,2.36,2477,0.78,16.5,16.47,0
11.217,0.00,0.00,-0.12,14.47,0.30,0.74,0.750,0.00,0.00,43.00,9.48,71.6,30.36,2.36,2469,0.80,16.5,16.47,0
11.313,0.78,0.00,-0.12,14.47,0.34,0.74,0.750,0.00,0.00,43.00,9.57,71.6,31.04,2.38,2493,0.81,16.5,16.47,0
11.397,0.78,0.00,0.00,14.59,0.39,0.74,0.750,0.00,0.00,43.00,9.59,71.6,30.47,2.38,2497,0.81,16.5,16.47,0
11.502,0.00,0.00,-0.12,14.47,0.40,0.74,0.750,0.00,0.00,43.00,9.57,71.6,30.69,2.36,2492,0.81,16.5,16.47,0
11.581,0.78,0.00,0.00,14.47,0.59,0.74,0.750,0.00,0.00,43.00,9.49,71.6,30.59,2.38,2470,0.76,16.5,16.47,0
11.678,0.00,0.00,-0.12,14.36,0.55,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.69,2.38,2481,0.77,16.5,16.47,0
11.776,0.78,0.00,-0.12,14.47,0.65,0.74,0.750,0.00,0.00,43.00,9.51,71.6,30.70,2.36,2477,0.80,16.5,16.47,0
11.861,0.00,0.00,-0.12,14.47,0.70,0.74,0.750,0.00,0.00,43.00,9.58,71.6,30.70,2.36,2494,0.81,16.5,16.47,0
11.956,0.78,0.00,0.00,14.47,0.71,0.74,0.750,0.00,0.00,43.00,9.61,71.6,31.04,2.38,2502,0.78,16.5,16.47,0
12.053,0.00,0.00,0.00,14.47,0.71,0.74,0.750,0.00,0.00,43.00,9.54,71.6,30.58,2.36,2485,0.80,16.5,16.47,0
12.150,0.00,0.00,0.00,14.47,0.70,0.74,0.750,0.00,0.00,43.00,9.52,71.6,30.71,2.38,2480,0.78,16.5,16.47,0
12.227,0.00,0.00,-0.12,14.47,0.70,0.74,0.750,0.00,0.00,43.00,9.51,71.6,30.81,2.36,2476,0.82,16.5,16.47,0
12.324,0.00,0.00,-0.12,14.47,0.72,0.74,0.750,0.00,0.00,43.00,9.61,71.6,30.81,2.38,2502,0.77,16.5,16.47,0
12.414,0.00,0.00,0.00,14.47,0.76,0.74,0.750,0.00,0.00,43.00,9.61,71.6,30.70,2.38,2503,0.82,16.5,16.47,0
12.508,0.00,0.00,0.00,14.47,0.77,0.74,0.750,0.00,0.00,43.00,9.60,71.6,31.03,2.38,2499,0.81,16.5,16.47,0
12.608,0.00,0.00,0.00,14.47,0.77,0.74,0.750,0.00,0.00,43.00,9.55,71.6,30.81,2.38,2488,0.83,16.5,16.47,0
12.685,0.00,0.00,0.00,14.47,0.75,0.74,0.750,0.00,0.00,43.00,9.56,71.6,30.81,2.38,2490,0.82,16.5,16.47,0
12.783,0.00,0.00,0.00,14.47,0.71,0.74,0.750,0.00,0.00,43.00,9.55,71.6,31.26,2.38,2488,0.83,16.5,16.47,0
12.873,0.00,0.00,0.00,14.47,0.61,0.74,0.750,0.00,0.00,43.00,9.62,71.6,31.15,2.38,2506,0.87,16.5,16.47,0
12.961,-0.78,0.00,-0.12,14.36,0.53,0.74,0.750,0.00,0.00,43.00,9.63,71.6,30.81,2.38,2507,0.84,16.5,16.47,0
13.068,0.00,0.00,0.00,14.47,0.59,0.75,0.750,0.00,0.00,43.00,9.62,71.6,31.26,2.38,2506,0.86,16.5,16.47,0
13.145,-0.78,0.00,-0.12,14.47,0.59,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.81,2.38,2483,0.81,16.5,16.47,0
13.241,-0.78,0.00,-0.12,14.47,0.68,0.74,0.750,0.00,0.00,43.00,9.55,71.6,30.70,2.38,2486,0.81,16.5,16.47,0
13.329,-0.78,0.00,-0.12,14.47,0.73,0.74,0.750,0.00,0.00,43.00,9.53,71.6,30.70,2.36,2483,0.81,16.5,16.47,0
13.426,0.00,0.00,0.00,14.47,0.75,0.74,0.750,0.00,0.00,43.00,9.60,71.6,30.70,2.38,2500,0.86,16.5,16.47,0
13.515,0.78,0.00,0.00,14.59,0.71,0.74,0.750,0.00,0.00,43.00,9.63,71.6,30.70,2.38,2507,0.83,16.5,16.47,0
13.612,0.78,0.00,0.00,14.59,0.43,0.74,0.750,0.00,0.00,43.00,9.63,71.6,30.58,2.38,2509,0.87,16.5,16.47,0
13.703,0.78,0.00,0.00,14.47,0.30,0.74,0.750,0.00,0.00,43.00,9.58,71.6,30.81,2.38,2495,0.87,16.5,16.47,0
13.789,1.56,0.00,0.00,14.59,0.32,0.74,0.750,0.00,0.00,43.00,9.56,71.6,30.58,2.36,2490,0.90,16.5,16.47,0
13.888,0.78,0.00,-0.12,14.47,0.29,0.73,0.750,0.00,0.00,43.00,9.57,71.6,30.81,2.38,2493,0.86,16.5,16.47,0
13.975,1.56,0.00,0.00,14.47,0.32,0.74,0.750,0.00,0.00,43.00,9.64,71.6,31.15,2.38,2509,0.88,16.5,16.47,0
14.072,0.78,0.00,-0.12,14.47,0.33,0.74,0.750,0.00,0.00,43.00,9.65,71.6,30.81,2.36,2513,0.87,16.5,16.47,0
14.164,0.00,0.00,-0.12,14.36,0.41,0.74,0.750,0.00,0.00,43.00,9.65,71.6,30.58,2.38,2514,0.84,16.5,16.47,0
14.249,0.00,0.00,-0.12,14.36,0.73,0.74,0.750,0.00,0.00,43.00,9.57,71.6,30.92,2.36,2492,0.81,16.5,16.47,0
14.354,0.00,0.00,-0.12,14.47,0.77,0.74,0.750,0.00,0.00,43.00,9.59,71.6,30.81,2.38,2498,0.84,16.5,16.47,0
14.443,0.00,0.00,-0.12,14.47,0.78,0.74,0.750,0.00,0.00,43.00,9.59,71.6,30.47,2.38,2497,0.85,16.5,16.47,0
14.534,0.78,0.00,0.00,14.47,0.78,0.74,0.750,0.00,0.00,43.00,9.68,71.6,30.81,2.38,2520,0.86,16.5,16.47,0
14.623,0.00,0.00,-0.12,14.47,0.78,0.74,0.750,0.00,0.00,43.00,9.67,71.6,30.80,2.38,2519,0.82,16.5,16.47,0
14.717,0.00,0.00,-0.12,14.47,0.79,0.74,0.750,0.00,0.00,43.00,9.67,71.6,31.26,2.38,2519,0.83,16.5,16.47,0
14.808,0.00,0.00,-0.12,14.47,0.81,0.74,0.750,0.00,0.00,43.00,9.62,71.6,30.81,2.38,2504,0.85,16.5,16.47,0
14.903,0.00,0.00,0.00,14.47,0.81,0.74,0.750,0.00,0.00,43.00,9.61,71.6,31.26,2.38,2503,0.84,16.5,16.47,0
14.996,0.00,0.00,0.00,14.47,0.80,0.74,0.750,0.00,0.00,43.00,9.59,71.6,30.70,2.38,2497,0.86,16.5,16.47,0
15.089,-0.78,0.00,0.00,14.47,0.79,0.74,0.750,0.00,0.00,43.00,9.68,71.6,30.81,2.38,2522,0.85,16.5,16.47,0
15.168,0.00,0.00,0.00,14.47,0.73,0.74,0.750,0.00,0.00,43.00,9.70,71.6,30.70,2.36,2527,0.86,16.5,16.47,0
15.263,0.00,0.00,0.00,14.47,0.67,0.73,0.750,0.00,0.00,43.00,9.70,71.6,30.94,2.38,2526,0.86,16.5,16.47,0
15.360,0.00,0.00,0.00,14.59,0.51,0.74,0.750,0.00,0.00,43.00,9.71,71.6,30.92,2.38,2528,0.91,16.5,16.47,0
15.455,0.78,0.00,0.00,14.59,0.38,0.74,0.750,0.00,0.00,43.00,9.63,71.6,30.93,2.38,2508,0.85,16.5,16.47,0
15.545,0.00,0.00,-0.12,14.47,0.35,0.74,0.750,0.00,0.00,43.00,9.62,71.6,30.81,2.38,2506,0.86,16.5,16.47,0
15.635,0.00,0.00,-0.12,14.36,0.46,0.74,0.750,0.00,0.00,43.00,9.63,71.6,30.81,2.38,2508,0.79,16.5,16.47,0
15.729,0.00,0.00,-0.12,14.36,0.70,0.74,0.750,0.00,0.00,43.00,9.70,71.6,31.04,2.38,2527,0.86,16.5,16.47,0
15.816,0.00,0.00,-0.12,14.47,0.81,0.74,0.750,0.00,0.00,43.00,9.68,71.6,30.92,2.38,2522,0.82,16.5,16.47,0
15.913,0.00,0.00,0.00,14.47,0.82,0.74,0.750,0.00,0.00,43.00,9.72,71.6,31.03,2.38,2530,0.82,16.5,16.47,0
16.007,0.00,0.00,0.00,14.47,0.83,0.74,0.750,0.00,0.00,43.00,9.74,71.6,30.81,2.38,2537,0.83,16.5,16.47,0
